a,all,also,an,and,any,are,as,at,be,been,but,by,can,do,down,even,every,for,from,had,has,have,her,his,if,in,into,is,it,its,may,more,must,my,no,not,now,of,on,one,only,or,our,should,so,some,such,than,that,the,their,then,there,things,this,to,up,upon,was,were,what,when,which,who,will,with,would,your,BookID,target
25.0,5.0,0.0,3.0,40.0,1.0,8.0,16.0,4.0,14.0,3.0,15.0,3.0,3.0,3.0,1.0,2.0,0.0,13.0,8.0,1.0,0.0,17.0,8.0,21.0,9.0,18.0,3.0,18.0,30.0,0.0,2.0,3.0,6.0,25.0,7.0,23.0,4.0,56.0,1.0,0.0,0.0,6.0,15.0,6.0,9.0,1.0,8.0,5.0,28.0,47.0,1.0,4.0,1.0,0.0,16.0,50.0,4.0,2.0,2.0,4.0,9.0,2.0,4.0,5.0,5.0,11.0,6.0,26.0,11.0,N
21.0,5.0,1.0,7.0,43.0,2.0,7.0,15.0,4.0,8.0,2.0,7.0,12.0,3.0,9.0,0.0,0.0,2.0,11.0,7.0,2.0,1.0,17.0,3.0,11.0,13.0,21.0,2.0,10.0,14.0,0.0,4.0,1.0,2.0,47.0,8.0,17.0,8.0,35.0,7.0,2.0,0.0,2.0,5.0,2.0,10.0,2.0,0.0,2.0,24.0,43.0,0.0,0.0,3.0,0.0,8.0,24.0,1.0,0.0,1.0,3.0,15.0,6.0,5.0,2.0,7.0,13.0,8.0,11.0,11.0,N
39.0,7.0,0.0,7.0,50.0,2.0,12.0,3.0,3.0,17.0,0.0,3.0,8.0,4.0,6.0,1.0,0.0,2.0,13.0,5.0,7.0,1.0,16.0,13.0,7.0,7.0,14.0,1.0,10.0,15.0,0.0,7.0,7.0,3.0,20.0,5.0,12.0,5.0,27.0,4.0,4.0,1.0,1.0,2.0,6.0,14.0,1.0,3.0,13.0,34.0,50.0,6.0,4.0,1.0,0.0,16.0,35.0,2.0,1.0,0.0,3.0,8.0,10.0,6.0,3.0,9.0,6.0,8.0,11.0,11.0,N
22.0,5.0,0.0,3.0,36.0,2.0,9.0,6.0,2.0,16.0,4.0,6.0,4.0,6.0,3.0,0.0,0.0,0.0,10.0,5.0,1.0,1.0,22.0,3.0,18.0,11.0,15.0,2.0,6.0,9.0,0.0,7.0,6.0,5.0,38.0,10.0,29.0,9.0,34.0,3.0,1.0,0.0,2.0,8.0,1.0,4.0,4.0,3.0,5.0,14.0,51.0,2.0,5.0,2.0,1.0,14.0,32.0,0.0,3.0,3.0,3.0,10.0,4.0,6.0,0.0,7.0,12.0,8.0,16.0,11.0,N
32.0,6.0,0.0,3.0,46.0,2.0,3.0,6.0,7.0,6.0,3.0,7.0,9.0,0.0,7.0,1.0,0.0,2.0,10.0,9.0,3.0,0.0,10.0,3.0,18.0,5.0,20.0,2.0,12.0,7.0,0.0,4.0,7.0,3.0,21.0,14.0,16.0,1.0,33.0,7.0,3.0,0.0,3.0,2.0,5.0,11.0,2.0,6.0,5.0,20.0,56.0,12.0,1.0,3.0,0.0,18.0,27.0,2.0,6.0,6.0,2.0,7.0,3.0,6.0,5.0,9.0,14.0,2.0,16.0,11.0,N
17.0,8.0,0.0,3.0,37.0,0.0,12.0,5.0,5.0,11.0,1.0,17.0,5.0,4.0,8.0,6.0,0.0,0.0,11.0,6.0,0.0,0.0,12.0,24.0,8.0,8.0,13.0,1.0,13.0,14.0,0.0,1.0,6.0,2.0,37.0,9.0,27.0,2.0,19.0,9.0,3.0,1.0,4.0,3.0,4.0,10.0,2.0,2.0,2.0,26.0,61.0,5.0,2.0,1.0,0.0,14.0,45.0,2.0,3.0,0.0,0.0,8.0,8.0,4.0,3.0,9.0,22.0,7.0,16.0,11.0,N
33.0,5.0,0.0,1.0,55.0,1.0,10.0,8.0,2.0,8.0,1.0,17.0,2.0,1.0,8.0,0.0,1.0,2.0,8.0,3.0,0.0,4.0,13.0,2.0,12.0,5.0,20.0,3.0,16.0,8.0,0.0,1.0,10.0,4.0,21.0,13.0,18.0,4.0,26.0,7.0,4.0,1.0,7.0,7.0,1.0,7.0,5.0,7.0,7.0,24.0,60.0,12.0,2.0,6.0,4.0,15.0,41.0,2.0,1.0,2.0,1.0,10.0,8.0,6.0,7.0,14.0,16.0,1.0,12.0,11.0,N
29.0,10.0,0.0,1.0,51.0,2.0,3.0,8.0,1.0,9.0,3.0,8.0,2.0,0.0,6.0,0.0,0.0,0.0,9.0,8.0,4.0,0.0,9.0,4.0,17.0,2.0,30.0,2.0,16.0,7.0,0.0,0.0,7.0,3.0,26.0,15.0,9.0,4.0,28.0,9.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,6.0,4.0,22.0,84.0,4.0,2.0,10.0,1.0,23.0,40.0,0.0,1.0,0.0,1.0,12.0,4.0,1.0,4.0,7.0,9.0,2.0,11.0,11.0,N
31.0,6.0,0.0,3.0,42.0,1.0,11.0,3.0,6.0,13.0,0.0,6.0,5.0,1.0,6.0,2.0,0.0,0.0,11.0,5.0,1.0,1.0,13.0,7.0,22.0,5.0,24.0,0.0,14.0,7.0,0.0,4.0,2.0,4.0,26.0,8.0,19.0,6.0,25.0,3.0,4.0,1.0,13.0,9.0,1.0,10.0,4.0,2.0,1.0,15.0,65.0,1.0,2.0,4.0,1.0,8.0,41.0,4.0,6.0,2.0,1.0,8.0,4.0,6.0,2.0,17.0,13.0,2.0,10.0,11.0,N
25.0,6.0,0.0,3.0,44.0,1.0,6.0,5.0,8.0,8.0,4.0,8.0,4.0,3.0,9.0,1.0,1.0,0.0,7.0,5.0,3.0,1.0,17.0,1.0,13.0,9.0,14.0,3.0,12.0,13.0,1.0,3.0,3.0,4.0,26.0,6.0,16.0,7.0,25.0,7.0,3.0,0.0,2.0,6.0,3.0,8.0,5.0,2.0,3.0,24.0,63.0,3.0,8.0,2.0,0.0,12.0,40.0,2.0,3.0,7.0,1.0,8.0,3.0,4.0,8.0,7.0,5.0,4.0,14.0,11.0,N
16.0,9.0,0.0,3.0,48.0,1.0,11.0,5.0,4.0,7.0,3.0,10.0,5.0,2.0,9.0,4.0,2.0,1.0,6.0,7.0,3.0,0.0,5.0,24.0,18.0,6.0,22.0,0.0,17.0,14.0,0.0,6.0,4.0,1.0,24.0,11.0,21.0,6.0,20.0,7.0,3.0,0.0,4.0,10.0,4.0,15.0,2.0,1.0,3.0,21.0,57.0,1.0,4.0,3.0,1.0,11.0,31.0,4.0,2.0,6.0,2.0,9.0,6.0,6.0,4.0,3.0,17.0,3.0,12.0,11.0,N
39.0,7.0,0.0,2.0,32.0,1.0,8.0,4.0,4.0,7.0,0.0,4.0,3.0,1.0,9.0,3.0,1.0,4.0,9.0,7.0,3.0,0.0,8.0,6.0,8.0,5.0,15.0,0.0,15.0,15.0,0.0,2.0,2.0,2.0,21.0,13.0,15.0,7.0,28.0,6.0,4.0,1.0,3.0,2.0,0.0,4.0,2.0,0.0,1.0,24.0,69.0,3.0,3.0,6.0,1.0,10.0,33.0,2.0,6.0,7.0,4.0,8.0,5.0,7.0,5.0,10.0,12.0,5.0,17.0,11.0,N
11.0,6.0,0.0,2.0,56.0,0.0,6.0,11.0,3.0,18.0,3.0,7.0,6.0,3.0,11.0,0.0,3.0,1.0,12.0,1.0,6.0,1.0,14.0,7.0,12.0,7.0,20.0,0.0,19.0,7.0,0.0,3.0,3.0,3.0,26.0,6.0,24.0,4.0,30.0,8.0,2.0,0.0,4.0,6.0,5.0,8.0,2.0,0.0,1.0,15.0,64.0,5.0,4.0,2.0,0.0,16.0,31.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,9.0,21.0,2.0,16.0,11.0,N
25.0,2.0,0.0,3.0,62.0,2.0,10.0,9.0,5.0,4.0,1.0,7.0,12.0,1.0,11.0,5.0,0.0,0.0,8.0,5.0,2.0,1.0,13.0,5.0,10.0,14.0,21.0,1.0,15.0,13.0,0.0,3.0,9.0,1.0,28.0,7.0,16.0,0.0,29.0,7.0,1.0,0.0,5.0,7.0,3.0,9.0,3.0,1.0,5.0,23.0,53.0,4.0,0.0,2.0,1.0,22.0,35.0,1.0,6.0,1.0,3.0,7.0,4.0,4.0,5.0,7.0,8.0,2.0,13.0,11.0,N
15.0,6.0,0.0,9.0,46.0,3.0,3.0,13.0,8.0,8.0,2.0,12.0,13.0,2.0,9.0,4.0,0.0,0.0,8.0,11.0,0.0,0.0,4.0,0.0,19.0,8.0,13.0,1.0,15.0,8.0,0.0,2.0,4.0,2.0,16.0,6.0,14.0,1.0,47.0,4.0,4.0,1.0,10.0,10.0,2.0,10.0,0.0,1.0,0.0,8.0,63.0,11.0,2.0,1.0,0.0,9.0,51.0,3.0,1.0,3.0,3.0,7.0,2.0,5.0,4.0,10.0,20.0,2.0,13.0,12.0,N
24.0,8.0,0.0,5.0,45.0,0.0,6.0,7.0,10.0,13.0,0.0,16.0,7.0,5.0,5.0,0.0,2.0,0.0,8.0,2.0,0.0,0.0,9.0,18.0,14.0,3.0,31.0,0.0,27.0,10.0,0.0,3.0,9.0,2.0,25.0,4.0,15.0,7.0,33.0,4.0,7.0,1.0,2.0,2.0,6.0,9.0,4.0,6.0,3.0,28.0,35.0,2.0,3.0,2.0,0.0,11.0,31.0,2.0,0.0,3.0,1.0,15.0,4.0,3.0,5.0,10.0,19.0,0.0,5.0,12.0,N
49.0,4.0,0.0,8.0,49.0,0.0,7.0,9.0,3.0,7.0,1.0,9.0,10.0,2.0,3.0,1.0,2.0,2.0,17.0,5.0,1.0,0.0,7.0,7.0,10.0,3.0,28.0,0.0,13.0,18.0,0.0,1.0,3.0,2.0,14.0,9.0,11.0,5.0,46.0,9.0,2.0,2.0,4.0,7.0,4.0,7.0,2.0,3.0,4.0,17.0,65.0,3.0,11.0,1.0,1.0,15.0,27.0,3.0,5.0,5.0,2.0,7.0,4.0,5.0,3.0,3.0,20.0,1.0,3.0,12.0,N
41.0,8.0,0.0,4.0,54.0,1.0,8.0,8.0,3.0,16.0,0.0,9.0,13.0,2.0,6.0,2.0,1.0,0.0,19.0,4.0,1.0,0.0,11.0,14.0,12.0,4.0,17.0,0.0,31.0,15.0,0.0,3.0,7.0,5.0,34.0,1.0,19.0,12.0,24.0,2.0,6.0,5.0,6.0,4.0,1.0,9.0,3.0,4.0,0.0,24.0,43.0,2.0,6.0,4.0,0.0,17.0,35.0,2.0,1.0,1.0,2.0,9.0,4.0,5.0,0.0,7.0,14.0,4.0,4.0,12.0,N
26.0,6.0,0.0,2.0,41.0,4.0,3.0,13.0,8.0,16.0,1.0,19.0,13.0,2.0,7.0,0.0,0.0,0.0,14.0,4.0,1.0,0.0,13.0,14.0,4.0,13.0,13.0,0.0,22.0,21.0,0.0,2.0,9.0,1.0,28.0,6.0,19.0,1.0,21.0,4.0,2.0,0.0,4.0,0.0,2.0,9.0,3.0,1.0,6.0,35.0,35.0,6.0,2.0,3.0,0.0,10.0,35.0,0.0,4.0,1.0,11.0,11.0,3.0,7.0,3.0,8.0,9.0,15.0,0.0,12.0,N
46.0,4.0,0.0,3.0,43.0,1.0,0.0,11.0,1.0,6.0,3.0,11.0,8.0,3.0,0.0,1.0,0.0,1.0,26.0,6.0,1.0,0.0,6.0,9.0,12.0,3.0,23.0,0.0,24.0,12.0,0.0,5.0,2.0,2.0,15.0,4.0,20.0,7.0,24.0,12.0,5.0,0.0,3.0,3.0,2.0,14.0,3.0,5.0,3.0,28.0,57.0,5.0,7.0,5.0,0.0,12.0,35.0,2.0,2.0,5.0,2.0,9.0,4.0,1.0,1.0,7.0,18.0,2.0,3.0,12.0,N
48.0,2.0,0.0,9.0,45.0,5.0,3.0,21.0,7.0,20.0,1.0,12.0,5.0,4.0,7.0,2.0,0.0,2.0,11.0,1.0,4.0,0.0,9.0,11.0,9.0,7.0,19.0,1.0,32.0,18.0,0.0,3.0,1.0,4.0,23.0,8.0,13.0,6.0,22.0,2.0,4.0,0.0,2.0,2.0,5.0,8.0,4.0,2.0,6.0,21.0,38.0,1.0,2.0,4.0,0.0,9.0,38.0,3.0,4.0,3.0,4.0,18.0,8.0,5.0,0.0,10.0,11.0,6.0,11.0,12.0,N
39.0,5.0,0.0,10.0,38.0,3.0,5.0,20.0,1.0,15.0,2.0,13.0,12.0,3.0,1.0,1.0,1.0,0.0,23.0,1.0,0.0,0.0,5.0,0.0,8.0,4.0,19.0,1.0,14.0,7.0,0.0,3.0,3.0,2.0,19.0,6.0,14.0,3.0,32.0,3.0,8.0,1.0,8.0,1.0,2.0,8.0,3.0,7.0,4.0,26.0,53.0,3.0,1.0,4.0,0.0,17.0,23.0,4.0,1.0,2.0,3.0,5.0,2.0,4.0,2.0,8.0,26.0,2.0,16.0,12.0,N
22.0,13.0,0.0,5.0,47.0,0.0,5.0,4.0,6.0,15.0,0.0,16.0,1.0,4.0,4.0,2.0,0.0,3.0,14.0,4.0,3.0,0.0,8.0,0.0,11.0,7.0,20.0,0.0,35.0,13.0,0.0,4.0,3.0,2.0,26.0,9.0,16.0,2.0,20.0,2.0,3.0,0.0,8.0,2.0,4.0,7.0,4.0,7.0,6.0,30.0,34.0,3.0,4.0,6.0,0.0,9.0,35.0,2.0,4.0,7.0,0.0,14.0,6.0,3.0,4.0,9.0,12.0,6.0,7.0,12.0,N
28.0,7.0,0.0,7.0,45.0,0.0,3.0,7.0,3.0,17.0,1.0,18.0,6.0,2.0,7.0,2.0,3.0,1.0,8.0,9.0,1.0,0.0,9.0,21.0,3.0,2.0,20.0,1.0,22.0,20.0,0.0,7.0,6.0,2.0,18.0,10.0,19.0,3.0,26.0,11.0,1.0,0.0,4.0,5.0,3.0,13.0,2.0,1.0,2.0,23.0,39.0,1.0,9.0,6.0,1.0,10.0,36.0,6.0,4.0,4.0,3.0,8.0,2.0,5.0,2.0,7.0,8.0,3.0,7.0,12.0,N
32.0,4.0,0.0,6.0,33.0,0.0,7.0,8.0,4.0,18.0,1.0,16.0,5.0,1.0,10.0,2.0,1.0,1.0,20.0,6.0,2.0,0.0,12.0,11.0,3.0,5.0,23.0,1.0,24.0,20.0,0.0,3.0,5.0,3.0,30.0,7.0,36.0,11.0,13.0,5.0,8.0,1.0,7.0,4.0,3.0,16.0,5.0,4.0,2.0,27.0,33.0,0.0,6.0,4.0,0.0,9.0,31.0,2.0,3.0,0.0,1.0,13.0,2.0,3.0,3.0,11.0,17.0,5.0,10.0,12.0,N
16.0,5.0,0.0,5.0,49.0,1.0,6.0,10.0,3.0,24.0,1.0,2.0,10.0,1.0,9.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,9.0,6.0,7.0,9.0,18.0,2.0,22.0,23.0,0.0,9.0,3.0,4.0,24.0,9.0,17.0,8.0,27.0,6.0,0.0,1.0,15.0,6.0,4.0,14.0,2.0,2.0,4.0,22.0,33.0,2.0,6.0,2.0,2.0,26.0,53.0,3.0,0.0,1.0,1.0,6.0,5.0,6.0,0.0,11.0,20.0,2.0,7.0,12.0,N
22.0,15.0,0.0,3.0,48.0,0.0,9.0,10.0,2.0,13.0,4.0,11.0,5.0,0.0,4.0,2.0,0.0,1.0,24.0,5.0,1.0,0.0,11.0,16.0,6.0,5.0,23.0,1.0,23.0,10.0,0.0,2.0,2.0,3.0,26.0,6.0,19.0,8.0,10.0,2.0,5.0,1.0,3.0,7.0,4.0,8.0,4.0,3.0,0.0,16.0,45.0,2.0,2.0,4.0,3.0,19.0,30.0,13.0,5.0,4.0,0.0,16.0,2.0,2.0,0.0,12.0,15.0,1.0,10.0,12.0,N
25.0,4.0,0.0,8.0,59.0,3.0,6.0,7.0,3.0,13.0,0.0,11.0,7.0,2.0,10.0,0.0,0.0,0.0,14.0,6.0,3.0,0.0,5.0,10.0,7.0,6.0,24.0,1.0,19.0,20.0,0.0,4.0,3.0,4.0,28.0,11.0,16.0,4.0,26.0,2.0,1.0,1.0,6.0,1.0,2.0,8.0,3.0,4.0,2.0,17.0,46.0,0.0,12.0,4.0,0.0,17.0,33.0,5.0,3.0,3.0,4.0,11.0,2.0,2.0,2.0,22.0,23.0,4.0,5.0,12.0,N
26.0,4.0,0.0,2.0,62.0,0.0,4.0,7.0,4.0,15.0,3.0,3.0,4.0,4.0,7.0,1.0,1.0,0.0,13.0,7.0,1.0,0.0,4.0,2.0,9.0,2.0,21.0,0.0,26.0,9.0,0.0,1.0,3.0,2.0,24.0,4.0,13.0,1.0,29.0,5.0,4.0,0.0,3.0,6.0,3.0,9.0,10.0,0.0,4.0,22.0,47.0,5.0,5.0,11.0,0.0,26.0,28.0,5.0,6.0,5.0,0.0,13.0,2.0,5.0,3.0,11.0,19.0,0.0,3.0,12.0,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
