a1cx,a1cy,b2x,b2y,a2pop,a3pop,temp,mxql,target
0.394746,-0.220338,0.269465,-0.115832,4.521385,6.979074,0.888401,5.0,N
-0.124921,-0.271847,0.048561,-0.204762,1.630845,0.897162,0.82818,6.0,P
0.150611,-0.289161,0.203635,-0.298424,6.767575,5.725795,0.80943,6.0,N
0.013246,-0.372637,0.323207,-0.042927,0.159801,0.69715,0.333691,8.0,P
0.35624,0.18588,0.059936,0.324803,0.613724,0.742358,0.927964,5.0,P
0.403514,0.334703,-0.091888,0.22248,5.497349,6.085405,0.708341,7.0,N
0.022875,-0.014039,-0.347966,0.008598,0.07399,4.276857,0.382776,8.0,N
-0.142429,0.417202,-0.199274,0.059943,1.842237,3.031174,0.916611,8.0,P
0.134505,-0.339883,-0.102071,0.291767,10.07905,0.330875,0.634336,7.0,N
0.338746,0.110407,-0.393654,-0.271191,10.225921,3.675171,0.65761,6.0,N
0.032707,0.198733,-0.068221,0.133144,1.286291,0.932867,0.623176,8.0,P
0.170951,0.092348,-0.268967,0.134249,2.383847,4.982429,0.786553,8.0,N
-0.445371,-0.203356,-0.401818,0.376396,2.16608,9.263601,0.817037,6.0,N
0.430623,-0.485738,-0.456653,-0.168807,0.991235,12.969684,0.58923,5.0,N
0.236851,-0.287279,-0.236988,0.329969,7.926532,4.236213,0.502572,5.0,N
-0.465911,0.349194,-0.142671,0.033961,0.317605,0.623478,0.594281,7.0,P
-0.215538,0.338491,0.416161,-0.182216,6.673377,0.50804,0.862597,6.0,N
0.496532,0.222303,0.296223,0.207818,0.735339,3.648687,0.739238,8.0,P
0.37973,0.219625,0.305506,-0.378553,0.986247,0.362889,0.266216,8.0,P
-0.155901,-0.117312,0.342727,0.091577,2.340155,0.104709,0.81543,8.0,P
-0.020327,-0.140136,0.341514,0.194096,1.866245,0.350205,0.409495,6.0,P
0.11966,0.030173,-0.269956,-0.432364,5.906353,5.756058,0.738845,8.0,N
-0.308487,0.463556,0.452502,-0.25561,0.590859,0.847479,0.875738,6.0,P
-0.265817,-0.416506,-0.290787,-0.483709,2.075616,0.207179,0.436303,7.0,P
-0.234859,-0.371254,-0.109441,-0.438524,1.009353,5.455129,0.535595,7.0,P
-0.079411,0.131222,-0.458563,0.001263,2.212103,3.764326,0.420293,8.0,N
0.4492,-0.453727,0.441734,-0.292247,2.360544,1.013653,0.713306,7.0,P
-0.093496,0.049194,-0.041406,-0.428249,0.238717,0.698505,0.383579,8.0,P
0.154716,-0.083395,0.407126,-0.145461,11.68389,1.831507,0.791146,5.0,N
0.111673,0.092069,0.422122,-0.008783,5.269835,12.030373,0.449076,5.0,N
0.350877,0.346934,0.179197,-0.481303,4.400432,4.902182,0.895927,6.0,N
-0.424441,-0.222292,-0.23452,-0.136287,0.263429,1.00723,0.374258,8.0,P
-0.047208,-0.340377,0.218789,-0.205518,1.107727,13.407835,0.198155,7.0,N
0.312586,0.124623,0.266077,0.400113,5.23186,1.348083,0.957666,8.0,P
0.400454,0.029826,0.405278,0.33176,0.228023,1.734441,0.433682,8.0,P
0.037963,0.158154,-0.247701,-0.187621,0.203595,0.053775,0.567565,5.0,P
-0.418025,0.149657,0.218944,0.030437,6.873527,3.241095,0.635369,5.0,N
0.311172,0.454887,0.404283,-0.361085,1.167474,6.397368,0.517305,5.0,N
-0.265742,-0.439692,-0.485634,0.354787,1.798794,0.727562,0.892924,8.0,P
0.182259,0.14373,-0.099287,-0.08582,2.56932,0.865255,0.564006,8.0,P
0.479727,-0.330069,0.283954,0.403371,4.970649,1.558127,0.724762,7.0,P
-0.065553,-0.400373,0.389757,-0.13116,11.071644,0.240912,0.402161,8.0,N
0.436726,-0.312805,0.456501,0.463127,0.521098,2.31964,0.823007,6.0,P
-0.488219,-0.276587,0.001253,-0.300676,0.116019,0.71428,0.725677,8.0,P
0.417278,0.416131,0.341737,-0.104784,2.769296,10.1126,0.232928,6.0,N
0.3489,-0.007316,0.486635,0.021048,0.626479,8.92525,0.726152,6.0,N
-0.378321,-0.065267,-0.450842,-0.031125,0.442689,8.547616,0.365264,6.0,N
-0.435384,-0.321474,-0.484557,0.486884,2.046428,1.278037,0.775574,5.0,P
-0.313305,0.070851,0.042825,0.352181,7.450072,9.019997,0.636798,5.0,N
0.305309,0.290088,0.344439,-0.257597,3.625524,2.502821,0.580714,8.0,P
0.432,0.236604,0.074775,0.237522,0.155495,3.019776,0.420052,7.0,P
0.356284,-0.352961,-0.48225,0.325743,5.030898,7.041534,0.633211,7.0,N
0.232101,-0.209719,0.322907,-0.495186,3.488112,3.037819,0.7391,7.0,N
-0.240094,0.422165,0.26878,0.121323,0.334376,10.107387,0.413487,8.0,N
-0.047203,0.212045,0.38889,-0.199501,5.843371,5.994955,0.854291,8.0,N
-0.027416,0.316784,0.130324,0.137151,0.974946,4.52994,0.737294,8.0,P
0.348389,-0.214058,-0.136029,-0.153727,1.246551,0.173422,0.585133,5.0,P
-0.041847,0.350046,-0.24422,0.189814,0.085217,1.159371,0.286113,8.0,P
0.217184,0.361491,0.4504,-0.296915,3.014935,0.14335,0.907341,6.0,P
0.138617,0.426672,0.01133,-0.419192,0.222062,0.493472,0.248896,8.0,P
-0.419983,0.221437,0.123834,0.204269,6.566302,3.34347,0.484295,8.0,N
-0.482437,-0.458205,-0.186993,-0.265814,7.637238,0.044986,0.495614,8.0,N
0.317496,-0.042232,0.122578,0.079829,1.589797,0.198748,0.619193,5.0,P
-0.110364,-0.019981,0.276909,-0.028308,2.231379,13.187423,0.255028,7.0,N
-0.487304,-0.499719,0.37199,-0.238134,11.518797,0.272404,0.510692,5.0,N
-0.488595,-0.416823,0.041841,-0.169231,1.237665,0.927155,0.915804,7.0,P
-0.205973,0.365668,-0.094805,-0.173845,0.180955,0.106093,0.614768,7.0,P
-0.214106,-0.126296,0.440543,-0.112494,0.604097,3.284668,0.690851,7.0,P
0.117251,0.412701,-0.121509,-0.153332,4.004676,2.139277,0.626079,6.0,P
-0.181679,-0.244123,0.379596,0.178142,0.753065,3.4501,0.920872,6.0,P
-0.262046,-0.093772,0.366229,0.008332,0.30522,3.923608,0.844293,7.0,P
-0.345465,-0.194672,0.334953,0.48502,1.976708,1.445539,0.685556,7.0,P
-0.221528,0.470266,0.10555,-0.363853,1.991239,0.150375,0.590213,6.0,P
0.444046,0.233189,-0.418637,-0.203569,0.976512,8.389379,0.26556,8.0,N
-0.228258,0.177431,0.338333,0.25025,6.26802,3.173599,0.327833,7.0,N
0.226465,-0.207295,-0.130798,0.343327,0.109485,13.430836,0.425475,6.0,N
0.056926,-0.476374,0.074166,-0.006003,1.463212,1.719754,0.610526,7.0,P
-0.023455,0.101722,-0.437646,0.28338,0.499321,3.06616,0.740561,8.0,P
-0.391937,-0.274547,0.488389,-0.454327,0.985447,4.562067,0.609668,8.0,P
-0.330231,-0.363961,0.165579,0.186058,0.17635,5.974914,0.172869,8.0,N
0.159677,0.26064,0.149466,-0.10732,0.608173,7.093368,0.717634,8.0,N
0.433532,-0.436705,0.212304,0.056107,2.747754,0.036666,0.107956,6.0,P
0.43992,-0.152676,0.413787,-0.429054,0.803969,10.241806,0.531701,7.0,N
-0.039262,-0.423923,0.47646,0.213682,0.330062,2.276166,0.592595,8.0,P
-0.081753,-0.345359,0.062822,-0.443201,0.185902,0.122237,0.914875,6.0,P
-0.417516,0.020845,0.373052,-0.15871,1.562875,0.056826,0.756837,6.0,P
0.222592,-0.003178,-0.130545,0.129916,3.586955,2.843172,0.356759,6.0,N
-0.24426,-0.298263,-0.078053,0.490792,1.806182,2.344185,0.686138,5.0,P
-0.265017,-0.04615,-0.267287,0.375378,4.742845,1.037725,0.274756,7.0,N
0.101655,0.331837,0.419566,0.163644,1.486096,3.176296,0.847301,6.0,P
-0.036921,0.395928,0.416238,0.354215,3.332459,0.034815,0.414948,6.0,P
0.485285,-0.145077,-0.280988,0.380629,1.764857,4.532177,0.691872,6.0,N
-0.264369,0.3444,-0.444585,-0.033905,1.442694,1.478699,0.799733,5.0,P
0.009306,0.184658,0.138112,-0.406932,3.238722,1.279376,0.56348,5.0,P
-0.059343,-0.491908,0.182298,0.400358,3.318414,1.219561,0.700631,5.0,P
-0.446807,0.07736,-0.03817,0.356699,6.688323,3.890182,0.595922,8.0,N
0.468949,-0.15136,-0.257262,0.266876,2.638697,0.811268,0.513297,7.0,P
-0.024577,0.274158,0.236036,-0.197103,1.323023,0.304457,0.635645,6.0,P
0.148831,-0.238056,0.054286,0.2404,3.411768,10.589677,0.663922,7.0,N
-0.093238,-0.162579,-0.360179,-0.216156,1.06338,1.379205,0.456866,5.0,P
-0.499999,-0.224639,-0.344967,-0.488045,0.572415,0.182738,0.684545,6.0,P
0.418928,-0.302065,-0.110513,-0.344004,1.476517,4.926493,0.792589,8.0,N
-0.489209,0.009035,-0.320633,0.017326,1.383751,0.932354,0.383906,7.0,P
-0.22728,0.030143,0.062883,-0.08514,0.798291,1.238744,0.485077,7.0,P
0.310485,0.263849,-0.29462,0.121958,8.60271,6.758987,0.495852,8.0,N
0.336645,0.337921,-0.208351,0.395214,1.826528,0.951383,0.555393,5.0,P
0.260733,0.06911,0.090614,-0.23126,2.859523,0.12718,0.756137,6.0,P
0.081986,-0.281415,-0.494037,-0.480874,13.762711,0.490794,0.824335,5.0,N
-0.072185,0.480889,0.247626,-0.192421,1.387385,0.821577,0.728047,8.0,P
-0.291659,-0.044695,-0.447492,-0.408275,2.984731,2.924654,0.256852,8.0,N
-0.161432,-0.086631,-0.204923,0.493587,2.158076,0.255402,0.764132,5.0,P
-0.006024,0.015344,0.497177,0.382255,5.40217,9.501813,0.494544,7.0,N
0.412296,0.31829,0.253925,-0.395934,2.194316,0.77876,0.56005,5.0,P
0.339901,-0.406136,-0.152608,-0.307316,2.729938,0.314548,0.740427,5.0,P
-0.24407,-0.171155,0.032051,-0.222866,2.404227,2.582928,0.760691,6.0,P
-0.066302,-0.052524,0.258419,-0.426848,1.21813,0.536062,0.647587,6.0,P
-0.103563,-0.268929,-0.177642,0.307557,0.319226,2.169119,0.21034,6.0,P
0.288756,0.226658,-0.179318,0.4422,0.499172,0.020161,0.262699,7.0,P
-0.386468,0.040777,0.429447,0.029319,1.47294,4.3533,0.474434,5.0,P
-0.122031,-0.466438,0.087273,0.168797,1.020931,5.826514,0.761716,6.0,N
0.404211,0.210064,-0.040024,-0.130601,1.481232,5.823098,0.495389,6.0,N
0.047239,-0.45961,0.44063,-0.168481,7.76926,1.187539,0.530065,8.0,N
-0.320104,0.15874,0.195565,0.255551,0.91796,3.609879,0.410589,5.0,P
-0.087295,-0.156988,-0.479829,-0.051173,0.051166,3.952858,0.458143,8.0,N
0.219774,0.316555,-0.331072,0.419714,2.459956,1.643667,0.787559,7.0,P
-0.28785,-0.047507,-0.217875,-0.211422,3.058061,0.533589,0.739306,8.0,P
0.449556,-0.205024,0.48967,0.298741,3.259438,7.513932,0.360893,8.0,N
-0.007675,0.322935,-0.032051,0.188945,1.353714,2.827638,0.909288,8.0,P
-0.400149,-0.230106,0.267092,0.072548,0.538636,0.531389,0.882327,8.0,P
0.405707,-0.432648,-0.400875,-0.145561,13.545158,1.59017,0.498381,7.0,N
-0.08827,-0.493759,0.391193,0.046006,5.244686,0.284148,0.887983,5.0,P
-0.14047,0.267572,0.155015,-0.39648,2.210187,8.021506,0.882025,6.0,N
-0.108906,-0.087684,-0.234456,-0.283512,0.717407,2.188326,0.558528,6.0,P
0.070854,-0.273781,-0.240745,-0.408773,2.16747,3.22201,0.910496,7.0,P
0.391528,-0.075343,0.286157,-0.037478,1.339164,0.953163,0.528732,5.0,P
-0.247949,0.160971,-0.428475,-0.328754,0.752143,12.111933,0.5934,7.0,N
0.189193,-0.124568,-0.314541,0.100926,5.070602,0.805344,0.61203,8.0,P
0.071748,-0.090628,-0.130463,-0.2136,1.220947,0.110594,0.300945,8.0,P
0.030189,0.387126,-0.34221,-0.498073,10.104387,2.230874,0.880628,6.0,N
-0.482016,0.429155,0.15642,0.008536,0.501417,5.866097,0.722971,6.0,N
-0.173307,-0.28363,0.185536,-0.480515,2.499407,10.689956,0.322192,6.0,N
-0.438352,0.450821,-0.155003,-0.498606,1.482687,1.043678,0.437304,7.0,P
-0.460238,-0.211764,0.446986,-0.364681,0.814692,5.359627,0.586841,6.0,N
-0.386349,0.358655,0.157779,-0.374775,2.631802,0.489495,0.761379,6.0,P
-0.140541,0.223478,-0.459306,0.308784,4.580898,1.526397,0.596678,5.0,N
-0.450264,-0.439402,0.454979,0.019754,2.823918,6.1214,0.445681,5.0,N
0.358625,0.367545,-0.141876,0.360356,3.140279,3.935212,0.501285,6.0,N
-0.006601,0.363066,0.141146,0.395738,4.963058,13.782383,0.706088,8.0,N
0.431199,0.493946,0.220187,-0.127109,0.417839,2.895963,0.662205,5.0,P
0.291154,0.277136,0.187451,-0.070001,1.680643,0.966754,0.880393,5.0,P
-0.249638,-0.092856,0.210808,-0.198491,1.776011,4.433735,0.464982,5.0,N
0.231372,-0.171656,0.004734,0.200555,0.296208,1.654565,0.503355,7.0,P
0.321241,0.468828,0.194289,0.214007,3.389912,2.401792,0.836401,7.0,P
-0.078966,0.203014,-0.469984,0.298028,0.370643,2.616131,0.113412,7.0,N
-0.488928,-0.477559,-0.021809,0.079901,4.530963,10.089382,0.743303,8.0,N
0.480549,0.156085,0.404429,0.177547,14.714372,3.245672,0.727564,7.0,N
-0.455425,-0.067271,0.467488,-0.297466,0.41861,0.442818,0.618756,7.0,P
-0.333993,0.18776,-0.478322,-0.499679,5.283181,0.869961,0.739237,8.0,P
0.053947,0.237671,0.319687,-0.337425,3.447102,3.033392,0.850218,6.0,P
-0.071331,-0.016012,0.060125,-0.028415,1.646395,3.043497,0.530553,8.0,P
-0.117406,-0.397551,-0.291181,0.072892,3.385816,2.921806,0.736088,6.0,N
-0.2949,-0.293187,-0.030045,-0.010729,0.232288,0.403812,0.688698,6.0,P
-0.01759,0.434403,0.291563,-0.248807,1.822866,3.903139,0.599043,8.0,P
-0.360797,0.131935,-0.34787,0.470501,0.931803,1.440254,0.438199,6.0,P
0.033537,0.094487,-0.110777,-0.479132,7.937682,2.567639,0.54093,5.0,N
-0.087385,-0.442029,0.114153,0.017921,1.350544,2.419606,0.735812,7.0,P
-0.409143,-0.261821,-0.050436,-0.022795,8.613139,1.039525,0.635266,7.0,N
0.052323,-0.057345,0.371584,-0.46296,1.611425,3.740761,0.787358,8.0,P
-0.325878,0.313115,0.218964,0.050991,3.168156,2.768072,0.603016,7.0,P
-0.125551,0.242423,0.257446,-0.365509,6.039079,1.364634,0.512576,5.0,N
0.233102,-0.303345,-0.172406,0.024627,0.261206,1.759914,0.442153,8.0,P
0.42791,-0.276567,0.46164,0.284843,2.809768,1.901767,0.520853,6.0,P
-0.41456,0.001127,-0.315861,-0.490462,0.968582,7.375312,0.78345,5.0,N
-0.008449,0.372902,0.482477,0.405291,0.41892,0.388641,0.791527,8.0,P
-0.334757,0.428142,0.116054,-0.212952,6.141867,0.346632,0.431614,7.0,P
-0.384921,-0.467238,-0.006719,0.285359,2.650462,10.734552,0.76147,7.0,N
-0.094671,0.170085,0.175807,0.281767,1.126056,4.002476,0.266734,5.0,P
0.132224,0.00121,0.171752,0.17163,0.646751,3.587879,0.856111,8.0,P
0.427875,0.292262,0.013957,-0.113857,0.634568,6.943012,0.659755,5.0,N
0.43354,-0.439713,-0.058181,-0.448968,3.524789,3.084489,0.773476,6.0,N
0.430584,-0.048701,-0.155997,-0.078226,3.330001,1.655427,0.774284,5.0,P
-0.132062,0.434711,-0.132334,-0.095347,0.197004,1.702607,0.50847,8.0,P
-0.079309,0.164662,-0.440628,0.352667,5.782696,2.946816,0.780749,5.0,N
-0.387776,0.372484,0.102941,-0.170994,2.810308,6.490046,0.906082,6.0,N
0.490195,-0.313447,0.351843,0.10202,8.219152,8.448931,0.582391,7.0,N
0.456652,0.312925,0.218887,-0.16424,3.126145,2.504086,0.502679,8.0,P
0.330019,0.200753,0.296428,0.398173,3.9308,0.290916,0.293235,5.0,P
0.440225,-0.462924,-0.448459,-0.372441,4.844354,4.913158,0.259527,6.0,N
0.420357,0.331701,0.255878,0.097911,2.592512,0.549092,0.556247,5.0,P
-0.349535,0.204754,0.120914,-0.444978,10.913018,2.099337,0.789761,8.0,N
0.047776,-0.394194,0.219037,0.232636,5.854765,2.32839,0.825497,7.0,N
-0.199532,-0.132011,-0.338235,0.216703,3.229725,3.248873,0.663615,5.0,N
0.365708,-0.125598,0.186872,0.436985,0.416909,2.313282,0.828923,5.0,P
-0.090126,-0.1037,0.311109,0.406891,5.83208,0.632093,0.195069,5.0,N
0.392949,-0.275899,-0.465684,-0.036627,6.583047,3.768521,0.958373,6.0,N
0.20547,-0.008818,0.218609,-0.082248,0.643615,1.773353,0.848643,6.0,P
-0.116085,0.003562,0.095758,0.31976,1.647897,4.165543,0.264247,5.0,N
-0.183118,-0.395959,0.448194,-0.271498,1.814378,1.80327,0.546075,7.0,P
0.095887,-0.073451,-0.070852,-0.241095,4.817558,0.982732,0.848264,7.0,P
0.000549,0.431236,-0.074515,-0.286276,1.480953,2.669917,0.512558,5.0,P
0.067006,-0.113257,-0.007913,0.051861,9.752703,2.764435,0.866126,7.0,N
-0.005763,0.239654,0.082423,-0.117889,5.708302,0.16122,0.796993,5.0,P
0.282641,-0.303939,-0.278229,0.210166,2.433147,3.751153,0.770105,5.0,N
-0.239535,-0.286907,-0.342107,-0.259777,1.692449,0.513371,0.712493,5.0,P
0.348987,-0.072578,-0.04225,0.210492,2.146757,3.726002,0.237054,6.0,N
0.334704,0.12709,0.042551,-0.363419,0.379509,1.947405,0.205696,6.0,P
-0.286604,-0.480958,0.345965,-0.425636,4.064548,4.059407,0.425891,8.0,N
0.242785,-0.161302,0.147934,0.215992,0.25163,0.679868,0.203876,8.0,P
-0.355038,-0.40048,-0.374194,-0.18023,8.536666,0.776712,0.448242,6.0,N
0.251121,0.29584,0.12292,-0.261143,3.869201,0.918114,0.289228,6.0,P
0.474998,0.056228,-0.180286,-0.417488,1.393619,0.276412,0.56121,6.0,P
-0.450067,0.322356,0.19952,-0.272395,0.141632,4.097368,0.758708,6.0,P
-0.350011,0.002194,0.321044,-0.16971,2.31133,1.403314,0.755302,5.0,P
0.032071,-0.083703,0.405613,-0.111264,1.475377,2.638177,0.558362,6.0,P
-0.335912,0.006319,0.102305,0.238733,1.415727,4.016455,0.639638,5.0,N
-0.260658,0.379112,-0.401143,-0.249924,4.49989,0.307892,0.2286,6.0,P
0.015739,0.365145,-0.497418,-0.209079,0.286714,10.501994,0.534561,5.0,N
-0.312704,0.224833,0.262369,0.214592,5.874917,0.903674,0.555615,7.0,N
-0.034754,-0.256245,0.1464,-0.405581,0.35263,0.928906,0.411045,8.0,P
-0.275985,-0.151414,0.321,0.227999,2.170891,0.688057,0.835887,7.0,P
-0.021525,-0.283242,0.272772,-0.397296,4.87153,4.542643,0.529987,5.0,N
-0.178676,-0.367416,0.0888,0.139579,1.626191,9.332672,0.687969,8.0,N
0.01151,0.494037,-0.462027,0.346194,0.301943,0.822986,0.514022,7.0,P
-0.421933,-0.072631,-0.297437,0.326101,1.422794,2.176748,0.147022,6.0,N
0.247832,-0.026179,-0.470987,-0.101672,6.001651,0.621678,0.479652,7.0,N
0.106008,0.468718,-0.196331,0.2984,0.771787,2.433196,0.501349,5.0,P
-0.347306,0.353221,-0.396029,-0.051323,3.422455,3.109464,0.620899,7.0,P
0.18493,-0.465766,-0.194938,-0.427762,0.188161,2.943264,0.487055,6.0,P
-0.368753,0.37487,0.196897,-0.02023,5.571376,0.248957,0.923553,7.0,P
0.101157,-0.210583,0.464551,-0.017533,0.376928,0.825803,0.512563,5.0,P
-0.488205,0.121955,0.355751,-0.437008,0.398384,0.898379,0.839905,8.0,P
0.31098,-0.452638,0.191073,-0.334523,7.809714,14.129843,0.124514,5.0,N
0.022116,0.166933,0.492913,-0.039779,1.329433,4.766149,0.283237,5.0,N
0.106024,-0.123145,-0.004182,-0.498634,1.428177,1.511885,0.638378,5.0,P
-0.071046,-0.445672,-0.04654,-0.083454,1.590709,0.46946,0.95736,5.0,P
0.26947,0.348083,-0.197864,0.472623,3.987719,13.012753,0.804162,6.0,N
0.37806,-0.317075,0.322072,-0.130682,9.194575,4.273456,0.275367,6.0,N
0.082844,0.394981,-0.019003,-0.102959,1.938199,9.082432,0.411365,5.0,N
-0.030968,0.137863,-0.231361,0.199151,0.501566,1.006119,0.805675,6.0,P
0.1753,0.390488,-0.342711,0.249311,0.195529,11.874845,0.566594,8.0,N
0.091181,0.243953,0.300639,0.498089,11.039405,0.159477,0.765214,8.0,N
-0.06268,0.482552,0.05889,-0.273996,5.348683,0.566574,0.61873,5.0,P
-0.089708,-0.461908,0.422462,-0.286524,1.058281,0.424852,0.751216,6.0,P
-0.23907,0.314177,-0.172096,-0.461725,0.241434,1.260293,0.623683,7.0,P
0.348468,-0.025238,0.301097,0.41903,3.893875,1.278911,0.772086,8.0,P
-0.066877,0.470572,0.416855,-0.237473,1.140626,2.186506,0.782104,7.0,P
0.037261,0.290488,0.355723,-0.451074,1.875947,0.055418,0.656301,5.0,P
0.02634,-0.480832,-0.418592,-0.40824,1.729666,1.175522,0.878165,8.0,P
0.257949,-0.044343,0.493071,-0.410093,5.158441,0.140437,0.376555,7.0,P
0.48892,0.46292,0.442191,-0.230241,2.715054,0.528467,0.788858,6.0,P
-0.280379,0.201039,-0.393848,-0.421557,0.991325,8.813315,0.891401,8.0,N
0.016964,-0.292982,0.213611,0.138652,5.05836,2.117488,0.398004,5.0,N
-0.285463,0.343248,-0.18317,0.370127,0.060367,10.538864,0.704953,5.0,N
-0.073448,-0.420665,-0.444144,-0.363532,2.145748,3.545808,0.375286,5.0,N
0.066222,-0.122838,-0.056281,0.254612,5.022316,5.099633,0.149565,5.0,N
0.423355,0.370969,0.200187,0.340475,3.047453,1.686436,0.765458,7.0,P
-0.285631,-0.006314,-0.402613,-0.176177,1.640291,1.327418,0.417296,7.0,P
0.001416,-0.157392,-0.235357,-0.493742,3.058606,1.417566,0.601209,7.0,P
-0.462376,0.483631,0.341543,0.419674,5.138098,1.528034,0.209859,7.0,N
-0.464925,-0.133495,0.415601,0.004929,0.461183,0.246583,0.876078,5.0,P
-0.389495,-0.17845,0.161732,0.06789,0.216799,5.143054,0.571134,6.0,P
-0.229788,-0.028364,0.094117,-0.321874,2.814812,0.984977,0.631867,6.0,P
0.043502,-0.092811,-0.311742,0.234763,0.302303,2.440143,0.149072,6.0,N
-0.303454,0.318702,-0.000617,0.309154,0.199966,6.215371,0.868169,7.0,P
-0.417641,0.282848,-0.138858,-0.188072,5.586541,7.071403,0.605908,5.0,N
-0.351567,0.355309,-0.17831,0.002676,0.62095,0.778265,0.716884,6.0,P
-0.110539,0.198967,-0.024789,0.269719,3.793076,0.304862,0.489362,8.0,P
0.255737,0.110919,0.475838,-0.186773,0.636807,0.122155,0.559258,6.0,P
-0.352909,0.263592,0.20003,-0.344371,9.211713,11.595981,0.806522,6.0,N
0.433254,-0.301777,-0.179691,-0.161628,2.446264,2.884965,0.65341,5.0,P
-0.102164,-0.302938,-0.042294,-0.025049,2.569554,2.005978,0.611919,6.0,P
0.4394,-0.284227,0.134584,0.272508,1.176394,0.121804,0.730905,5.0,P
0.378499,-0.205766,-0.082237,-0.192574,5.742537,3.94964,0.602305,5.0,N
-0.388993,-0.346753,-0.250523,0.342624,5.959053,1.111438,0.800077,5.0,N
0.241082,-0.096272,-0.403535,0.380078,2.028634,2.021703,0.829895,8.0,P
-0.000532,0.239457,0.130973,-0.169689,1.419126,7.519348,0.281349,7.0,N
0.099662,-0.402416,-0.411953,-0.060251,0.742084,2.706141,0.794462,6.0,P
-0.490432,0.266428,0.0706,-0.439953,4.597036,11.746882,0.820928,7.0,N
-0.455191,0.163264,-0.090648,-0.354738,0.555316,12.14149,0.754992,5.0,N
-0.018319,0.038382,-0.137673,-0.211289,1.966174,2.157263,0.688294,8.0,P
-0.003278,0.0095,-0.184061,0.201703,3.105337,0.409301,0.564567,6.0,P
0.279934,0.029503,-0.307155,0.132817,0.453743,1.187122,0.742535,5.0,P
0.463995,0.343631,0.02887,-0.064412,0.86426,1.349851,0.817172,6.0,P
0.178877,0.180923,0.252707,-0.493771,1.459955,6.410211,0.292483,7.0,N
-0.172202,-0.478053,0.346426,-0.249123,10.652867,4.451934,0.710096,8.0,N
0.264287,0.087279,0.357756,-0.485419,0.114983,0.98289,0.57008,6.0,P
0.205363,-0.121994,-0.412753,0.073848,8.072499,0.13153,0.860158,7.0,N
-0.301623,0.496813,0.26845,-0.408349,2.43834,0.836481,0.595932,5.0,P
-0.135821,0.270818,0.422553,0.156217,6.374258,2.846798,0.568638,6.0,N
0.19214,0.035492,0.479033,0.387347,4.208579,2.416042,0.799148,6.0,N
0.489112,0.136934,-0.167593,0.192932,0.495574,3.253387,0.840098,6.0,P
-0.213985,-0.414111,0.242583,-0.258452,2.303253,6.029138,0.692472,5.0,N
-0.315122,-0.26183,-0.143461,0.052305,0.722443,0.002175,0.405525,6.0,P
0.474618,0.299528,-0.403907,0.369212,3.781413,4.317799,0.486904,8.0,N
0.435764,-0.499608,0.326176,0.336713,4.883005,2.087547,0.689867,5.0,N
0.278253,0.167298,-0.024892,-0.280482,2.704777,0.246473,0.533573,5.0,P
0.132904,0.078307,0.142574,-0.478808,4.835769,0.008755,0.457298,6.0,P
-0.482324,0.199751,-0.467805,0.424047,3.821488,6.110951,0.735272,6.0,N
-0.161826,-0.340778,-0.253561,0.310982,0.317105,1.58912,0.43416,5.0,P
0.210642,-0.384568,0.004808,-0.493473,6.20339,7.786698,0.33995,8.0,N
-0.267683,-0.455163,0.272341,0.47642,8.240203,0.996017,0.196572,5.0,N
0.113128,0.029359,-0.307481,0.092055,0.37821,2.491759,0.749339,6.0,P
-0.35325,-0.300035,-0.36074,-0.126033,0.59819,1.688997,0.611821,5.0,P
-0.262591,0.1823,0.428994,0.00742,0.764074,3.699226,0.428961,7.0,P
-0.417235,-0.353217,-0.136119,0.253888,1.745017,1.3863,0.470879,5.0,P
-0.454532,0.03332,-0.261551,-0.234842,0.120244,3.559676,0.30793,7.0,P
-0.28619,0.193284,-0.193001,0.304998,0.400749,0.917342,0.391577,7.0,P
-0.012448,0.469522,-0.461637,-0.462221,0.520253,1.577516,0.795207,8.0,P
0.257837,-0.281575,0.021397,-0.026081,3.399419,1.296567,0.340097,8.0,P
0.404589,0.207768,-0.406337,-0.42581,6.145937,0.029801,0.861159,8.0,P
-0.483316,-0.407249,-0.020038,-0.465662,4.346839,1.438932,0.72902,5.0,P
-0.261235,-0.159949,-0.403651,0.465839,2.665198,5.700737,0.395222,8.0,N
-0.309246,-0.316713,0.045698,0.026969,0.848725,7.179908,0.301085,7.0,N
0.344117,-0.420301,0.417516,-0.260807,0.332268,6.986858,0.454955,6.0,N
-0.058094,-0.491034,0.358815,-0.447788,5.804076,1.429566,0.761742,5.0,N
-0.079117,-0.382765,-0.025504,0.019964,0.619232,2.443328,0.795744,6.0,P
-0.12791,0.490592,0.228054,-0.378678,2.351408,3.203397,0.647418,6.0,P
-0.253339,0.079019,-0.276657,-0.273926,6.126403,2.482318,0.609125,8.0,N
0.335642,0.441672,0.156721,0.421298,1.00304,3.792487,0.538252,6.0,P
0.424776,0.226579,0.080874,0.020506,1.501481,1.506915,0.468227,5.0,P
0.479201,0.118001,0.332799,-0.24954,0.057058,6.417203,0.381737,5.0,N
-0.008355,0.291686,-0.294316,0.34108,5.242854,0.753846,0.845433,6.0,P
-0.011223,-0.089306,-0.28182,0.466,5.164226,0.410525,0.499724,7.0,N
-0.059745,-0.21078,0.131373,0.418576,5.288581,1.64444,0.801098,8.0,P
