Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,target
36.5,88.6,37.0,49.3,26.4,8.3,2.43,3.5,644.0,Hazardous
36.4,61.9,15.7,22.4,21.9,13.4,1.75,5.7,616.0,Moderate
22.0,60.6,5.0,11.8,22.6,3.7,1.04,13.5,523.0,Good
21.2,55.0,8.5,13.5,15.8,7.1,1.04,13.0,503.0,Good
27.7,45.9,7.1,8.4,21.0,6.8,1.14,10.4,245.0,Good
22.0,49.9,1.5,3.0,16.1,4.8,0.97,20.0,587.0,Good
29.1,120.7,34.7,56.0,38.8,21.7,2.67,3.2,569.0,Hazardous
37.3,95.3,19.1,29.0,31.2,10.5,2.17,4.3,787.0,Poor
27.1,47.0,1.2,2.7,12.5,4.8,0.96,10.4,591.0,Good
18.8,75.9,10.5,18.4,13.9,5.8,0.76,11.4,557.0,Good
27.1,69.5,1.2,3.2,23.2,5.5,0.98,15.4,338.0,Good
54.7,81.7,101.8,133.7,35.0,26.1,2.32,5.4,586.0,Hazardous
29.2,93.2,35.8,46.6,34.6,11.0,1.34,6.9,346.0,Moderate
50.2,85.1,14.4,31.2,30.7,16.5,1.85,6.7,537.0,Poor
31.0,63.5,5.4,13.4,26.9,15.4,1.56,5.1,446.0,Moderate
24.9,75.7,9.8,14.2,25.4,4.2,0.88,10.4,353.0,Good
30.7,81.5,6.0,9.7,26.7,12.5,1.53,5.3,473.0,Moderate
27.5,64.2,0.4,7.4,14.0,1.9,1.02,14.0,201.0,Good
29.7,51.8,15.4,34.6,28.2,10.4,1.46,9.2,532.0,Moderate
25.7,67.7,1.3,12.4,21.7,9.1,1.27,8.2,540.0,Moderate
26.8,55.4,4.9,7.3,22.8,5.3,1.1,16.7,313.0,Good
34.8,73.2,2.4,8.8,25.1,3.3,1.35,6.9,362.0,Moderate
34.6,87.2,42.1,70.1,38.0,18.3,1.41,10.3,471.0,Poor
27.3,47.5,18.7,17.4,16.4,8.2,0.86,15.7,543.0,Good
22.2,57.7,6.3,12.5,24.5,7.8,1.11,12.6,352.0,Good
29.3,74.8,7.0,13.3,19.8,5.2,1.05,11.6,539.0,Good
26.4,45.7,8.4,11.3,23.4,4.8,0.97,13.8,426.0,Good
30.1,51.5,9.4,14.9,13.8,2.0,0.97,10.2,240.0,Good
37.1,53.3,37.3,51.0,25.9,10.0,0.98,9.0,473.0,Moderate
29.4,72.7,24.7,28.4,12.0,2.9,1.16,12.1,204.0,Good
32.2,55.9,10.8,18.0,21.9,0.5,1.59,8.5,476.0,Moderate
31.6,88.9,6.8,18.6,23.0,12.8,1.4,8.2,542.0,Moderate
29.3,77.6,16.2,24.9,26.2,11.1,1.38,10.2,442.0,Moderate
30.4,72.1,33.4,43.0,16.9,2.9,1.04,10.3,570.0,Good
39.8,73.3,83.2,90.4,16.3,12.5,2.36,5.4,666.0,Poor
42.7,74.3,38.4,70.8,42.3,20.7,2.58,5.9,729.0,Hazardous
23.3,65.7,16.9,28.6,22.4,12.0,1.35,9.1,297.0,Moderate
22.4,62.4,16.8,21.1,20.1,4.9,0.85,11.6,591.0,Good
42.2,73.2,6.5,20.3,53.8,23.7,2.41,3.7,633.0,Hazardous
24.3,53.7,29.3,32.8,24.1,4.5,0.96,14.0,217.0,Good
46.9,76.6,20.5,34.6,39.5,20.6,2.75,4.0,667.0,Hazardous
21.7,76.5,5.5,8.4,22.5,5.0,0.98,14.8,340.0,Good
30.6,56.2,2.6,8.7,22.6,3.1,0.84,12.7,513.0,Good
23.2,48.6,15.7,17.8,13.8,4.4,1.05,10.0,464.0,Good
26.3,74.7,8.6,14.0,14.1,4.6,0.99,13.0,318.0,Good
34.5,76.9,59.3,71.9,28.4,13.0,1.77,7.7,586.0,Poor
41.9,104.5,90.7,109.1,41.0,18.6,2.03,5.0,695.0,Hazardous
35.4,58.4,3.0,9.5,27.3,5.4,1.54,6.1,411.0,Moderate
24.6,71.3,8.6,13.8,25.0,5.1,1.11,10.9,433.0,Good
27.5,80.6,6.3,11.2,21.9,5.4,1.04,12.3,317.0,Good
34.7,82.4,8.3,35.2,42.3,19.6,1.09,3.8,761.0,Poor
26.1,65.4,6.0,9.2,14.9,4.7,1.21,13.5,241.0,Good
24.9,64.4,18.5,24.4,23.4,6.6,1.09,10.1,481.0,Good
29.2,53.9,8.3,22.5,30.5,13.8,1.63,7.0,352.0,Moderate
36.6,103.0,23.7,45.6,47.4,20.5,2.51,4.2,593.0,Hazardous
34.2,67.0,12.5,24.2,23.8,6.9,1.51,5.6,518.0,Moderate
22.5,64.7,7.9,13.2,18.4,6.9,0.94,11.7,365.0,Good
25.3,40.1,3.8,12.3,15.8,3.9,0.99,12.2,375.0,Good
26.5,98.1,41.4,56.1,40.4,6.2,1.85,7.1,430.0,Poor
34.0,84.0,16.0,21.9,24.2,6.6,1.29,5.2,379.0,Moderate
38.0,78.8,63.0,65.2,30.9,19.4,2.19,3.0,571.0,Hazardous
38.5,97.0,30.2,54.0,43.1,24.5,2.91,6.6,773.0,Hazardous
28.7,52.5,5.8,11.7,13.4,5.9,1.05,15.8,454.0,Good
36.0,70.9,67.7,75.3,24.9,24.7,2.13,8.3,458.0,Poor
31.2,55.8,19.5,27.0,20.5,13.4,1.47,6.1,402.0,Moderate
42.2,101.8,35.7,55.9,55.3,17.1,2.17,8.5,698.0,Hazardous
27.5,92.0,8.2,20.7,31.2,10.1,1.42,10.2,350.0,Moderate
23.6,51.6,29.8,38.9,18.5,6.1,1.01,13.8,391.0,Good
24.9,54.3,39.0,56.5,30.3,12.3,1.6,5.2,351.0,Moderate
28.9,99.1,29.9,46.2,42.8,6.1,1.99,4.7,594.0,Hazardous
35.5,59.2,0.8,10.5,23.8,4.7,1.44,5.4,405.0,Moderate
22.9,86.5,1.4,6.6,25.5,10.1,1.45,5.1,458.0,Moderate
27.6,62.4,13.9,26.1,18.3,18.6,1.54,5.5,475.0,Moderate
34.2,85.7,2.8,11.8,38.3,9.0,1.36,9.2,590.0,Moderate
32.4,80.6,34.5,41.8,25.5,8.1,1.37,5.6,631.0,Moderate
32.1,49.0,0.5,3.1,15.8,4.8,0.98,12.2,423.0,Good
24.0,45.0,1.9,7.1,26.1,5.2,1.15,10.9,265.0,Good
39.2,83.5,17.6,36.2,27.7,19.4,1.74,3.5,480.0,Poor
24.5,45.8,50.7,57.8,22.2,4.9,1.09,11.8,353.0,Good
38.8,69.4,40.0,52.2,27.8,16.9,2.32,7.5,451.0,Poor
31.7,72.8,9.1,18.7,25.8,6.4,1.53,5.6,549.0,Moderate
35.1,71.0,2.6,16.5,19.0,10.3,1.61,7.3,374.0,Moderate
37.2,91.9,0.1,14.3,39.2,21.2,1.6,3.5,435.0,Poor
38.9,75.2,6.8,26.1,33.4,18.0,1.85,4.3,579.0,Poor
43.1,102.6,8.2,30.7,37.0,33.2,2.36,4.9,782.0,Hazardous
22.6,59.2,30.8,37.0,14.6,2.0,1.01,11.7,284.0,Good
39.4,75.2,109.6,145.2,46.8,34.7,2.5,6.1,794.0,Hazardous
22.0,76.8,10.4,16.3,25.7,6.6,1.03,11.7,449.0,Good
31.8,60.1,14.6,27.5,23.3,10.9,1.31,7.9,679.0,Moderate
25.4,47.1,10.1,13.7,29.1,4.7,0.97,10.3,578.0,Good
32.3,64.1,41.5,53.5,29.2,15.1,2.44,4.8,697.0,Poor
36.5,119.4,59.3,89.0,32.7,24.0,2.14,3.2,585.0,Hazardous
26.0,74.8,12.8,16.3,12.3,8.5,1.02,10.9,345.0,Good
22.2,81.3,23.1,37.3,32.2,9.1,1.39,5.6,576.0,Moderate
40.6,72.0,22.6,40.5,39.9,15.9,2.46,5.1,513.0,Hazardous
20.9,58.2,17.5,23.6,18.8,3.9,0.94,10.9,420.0,Good
47.3,98.9,5.5,30.3,39.6,11.2,2.56,3.0,604.0,Hazardous
25.5,65.8,4.3,20.3,33.9,10.2,1.09,9.3,596.0,Moderate
31.6,85.1,4.5,19.4,29.0,11.9,1.23,6.3,429.0,Moderate
24.4,60.7,0.0,4.6,26.6,5.3,0.92,10.2,432.0,Good
30.4,71.0,74.2,89.0,31.9,15.3,1.74,6.7,314.0,Moderate
36.7,67.4,12.4,22.7,38.4,2.0,2.04,6.9,705.0,Poor
37.3,88.5,139.8,150.6,26.7,17.2,1.75,3.7,668.0,Poor
32.3,64.2,13.8,31.8,24.2,17.8,1.51,9.0,478.0,Poor
23.2,74.3,4.1,7.7,19.0,2.1,1.1,10.1,274.0,Good
35.5,62.6,71.2,75.9,20.5,9.3,1.58,5.5,405.0,Moderate
34.2,106.5,32.9,49.0,26.7,18.9,2.08,8.4,770.0,Hazardous
25.1,42.2,5.7,11.7,16.5,1.5,0.93,10.2,249.0,Good
25.3,64.3,0.7,14.2,22.5,9.6,1.52,6.7,301.0,Moderate
23.5,86.3,4.3,23.8,32.3,5.6,1.46,9.5,427.0,Moderate
22.4,73.2,10.5,16.3,22.1,4.3,0.87,19.2,427.0,Good
30.3,76.2,31.3,37.5,21.4,2.0,1.71,5.2,674.0,Moderate
26.5,58.1,10.7,15.0,24.3,2.5,0.98,13.0,220.0,Good
30.3,65.0,28.3,39.7,31.4,15.0,1.65,6.6,384.0,Moderate
27.1,76.3,3.9,18.0,28.7,9.9,2.07,5.6,558.0,Moderate
23.6,45.6,2.5,8.8,22.3,5.0,0.81,11.9,463.0,Good
34.5,107.1,5.8,21.3,22.7,39.6,2.17,3.9,676.0,Hazardous
36.4,64.6,78.0,82.6,27.2,5.8,1.5,9.0,412.0,Moderate
24.0,86.0,35.5,50.3,29.5,7.0,1.56,5.1,586.0,Moderate
35.6,47.4,13.1,30.9,33.1,4.9,1.66,5.7,328.0,Moderate
24.9,85.6,7.4,18.6,30.2,10.8,1.22,6.4,515.0,Moderate
27.1,57.1,14.0,31.6,33.8,7.6,1.91,5.2,452.0,Moderate
32.6,58.2,16.6,30.5,18.9,6.6,1.68,10.1,353.0,Moderate
35.6,88.7,62.0,75.5,28.9,13.2,1.34,5.1,534.0,Poor
24.0,75.7,1.6,5.8,24.7,2.3,1.08,11.0,355.0,Good
22.2,49.8,0.6,6.9,15.9,5.4,0.96,11.7,502.0,Good
33.8,85.3,64.5,78.9,35.3,0.6,1.85,6.7,484.0,Poor
24.1,63.0,15.0,20.8,11.0,7.2,1.03,10.4,265.0,Good
27.9,60.7,8.7,15.6,21.3,7.7,1.72,5.6,606.0,Moderate
40.0,84.5,41.1,57.1,41.8,16.9,1.83,5.4,578.0,Poor
42.6,76.7,62.8,88.3,37.2,12.8,2.56,5.3,718.0,Hazardous
37.4,102.3,26.3,36.4,28.4,26.5,1.61,5.7,432.0,Poor
29.2,77.6,106.6,114.2,27.5,3.4,1.86,6.2,549.0,Moderate
38.2,78.2,21.3,45.1,29.2,16.5,1.66,4.2,600.0,Poor
26.6,62.6,49.0,60.6,25.6,12.6,1.61,6.7,391.0,Moderate
31.0,95.6,32.3,39.5,21.4,8.9,1.25,10.7,327.0,Moderate
29.4,65.8,54.3,60.3,17.7,9.7,1.09,5.4,321.0,Moderate
23.2,73.4,5.1,9.8,20.5,5.0,0.96,13.6,556.0,Good
22.8,55.7,7.0,12.2,17.5,2.9,0.97,11.8,563.0,Good
32.2,63.2,0.9,8.3,22.3,5.7,1.44,5.8,504.0,Moderate
29.1,47.1,1.7,6.7,22.0,7.0,0.97,13.4,566.0,Good
27.7,56.7,1.4,9.1,29.5,4.9,1.07,17.1,598.0,Good
19.2,72.5,0.9,8.9,18.2,7.6,0.91,10.4,381.0,Good
30.0,87.2,45.1,57.2,35.0,16.3,1.82,4.1,719.0,Poor
33.4,74.2,23.3,38.5,24.2,14.5,2.16,6.7,724.0,Poor
25.0,38.6,18.5,25.2,14.0,4.8,1.12,11.9,499.0,Good
39.6,80.1,66.3,93.0,31.1,23.4,2.24,2.7,483.0,Hazardous
33.2,86.6,5.5,8.0,30.0,5.7,1.89,9.3,553.0,Poor
39.1,79.9,7.9,19.7,34.6,10.7,1.71,5.5,609.0,Moderate
23.9,73.6,2.0,12.0,18.5,3.2,1.08,11.1,239.0,Good
35.2,96.2,4.9,15.5,33.6,9.7,2.34,3.6,515.0,Poor
21.0,70.6,8.1,10.4,25.0,4.5,0.88,10.1,220.0,Good
29.5,43.4,24.2,29.7,18.7,8.7,0.92,10.4,385.0,Good
27.4,79.4,6.0,11.9,35.5,17.6,2.47,3.5,831.0,Hazardous
29.7,78.5,9.5,16.4,14.5,5.3,0.86,13.6,275.0,Good
31.1,86.1,87.9,98.8,44.4,15.6,2.15,4.4,480.0,Poor
34.2,81.2,30.3,40.5,31.5,19.6,1.48,5.5,551.0,Moderate
17.8,61.3,2.0,8.0,25.2,5.0,1.09,10.2,372.0,Good
24.2,54.1,3.3,6.3,17.4,9.8,1.11,14.6,428.0,Good
30.7,75.8,2.4,19.2,29.4,9.3,1.66,5.5,448.0,Moderate
23.6,43.3,5.4,10.2,16.4,6.8,1.04,15.8,368.0,Good
40.9,72.5,119.9,145.8,31.5,1.2,2.87,2.6,688.0,Hazardous
14.4,45.8,44.3,49.1,15.4,1.6,0.87,10.8,486.0,Good
37.1,88.5,16.7,22.4,26.6,10.7,1.43,5.9,609.0,Moderate
29.3,58.4,0.1,5.3,23.8,6.8,0.86,17.2,571.0,Good
34.7,80.2,22.7,41.3,31.6,19.7,2.04,3.9,798.0,Poor
19.9,77.8,23.7,28.0,23.1,5.8,0.9,13.2,457.0,Good
27.9,51.1,1.3,5.3,15.0,6.1,1.01,11.7,587.0,Good
25.4,81.3,37.9,41.2,14.6,9.2,0.94,13.6,407.0,Good
40.4,91.4,5.1,20.6,38.8,7.5,2.26,9.5,599.0,Poor
39.5,82.8,68.1,80.4,33.8,23.0,2.75,5.7,679.0,Poor
25.4,49.0,13.1,16.6,21.7,4.9,0.89,14.4,388.0,Good
29.6,81.7,1.2,17.7,20.8,8.4,1.75,6.8,308.0,Moderate
27.4,67.7,36.3,42.0,27.0,19.6,1.35,7.4,511.0,Moderate
31.8,78.6,104.1,114.7,51.4,20.6,2.64,7.5,853.0,Hazardous
40.6,60.7,23.8,44.5,23.0,5.4,2.03,5.9,500.0,Poor
25.1,65.9,3.0,9.9,12.7,0.9,0.92,10.5,279.0,Good
29.8,81.1,23.9,33.9,39.7,3.0,1.83,11.5,603.0,Poor
33.7,102.4,36.7,64.5,31.5,12.3,1.57,4.1,722.0,Poor
29.8,89.2,48.0,54.6,31.3,14.9,1.73,4.9,704.0,Poor
28.5,83.8,10.6,26.5,30.2,10.7,1.52,7.5,581.0,Moderate
25.8,46.9,7.8,14.2,17.0,10.1,1.01,10.6,360.0,Good
37.3,75.6,29.3,34.9,24.1,10.4,1.92,4.4,507.0,Poor
24.2,68.7,8.6,12.6,22.0,4.0,1.0,12.2,321.0,Good
33.8,68.4,7.2,15.0,18.5,2.6,1.06,11.5,468.0,Good
38.3,73.3,15.0,29.6,38.1,14.1,2.32,4.2,373.0,Poor
30.6,83.3,60.1,74.4,30.7,13.3,1.64,6.9,452.0,Moderate
33.6,99.4,63.4,72.4,29.6,10.8,1.68,5.0,581.0,Poor
30.3,68.2,5.4,16.0,29.5,4.0,1.49,5.3,645.0,Moderate
31.8,83.5,29.7,38.8,25.9,9.4,1.36,5.7,588.0,Moderate
24.4,38.2,4.7,10.9,20.8,1.3,0.72,10.8,429.0,Good
40.1,65.7,14.3,31.1,32.8,20.5,2.14,4.5,637.0,Poor
23.0,50.6,8.2,15.2,21.5,3.7,1.01,10.6,264.0,Good
27.2,55.1,16.5,23.0,24.2,4.8,0.8,12.9,303.0,Good
26.4,45.0,1.3,6.3,20.5,4.4,0.96,10.2,225.0,Good
39.0,75.2,23.9,41.7,23.9,12.7,1.91,9.4,812.0,Poor
32.1,53.0,12.2,25.4,35.7,10.4,1.63,6.6,518.0,Moderate
37.6,80.6,8.5,17.8,25.0,15.2,1.65,4.1,768.0,Poor
38.3,89.3,10.1,28.2,29.5,20.9,1.76,4.7,587.0,Poor
46.4,102.3,11.9,21.2,35.9,15.2,2.91,6.0,776.0,Hazardous
29.2,70.3,3.5,8.1,16.7,3.7,1.05,10.8,585.0,Good
30.3,60.5,6.5,11.1,16.5,6.0,1.07,14.9,307.0,Good
26.0,76.0,79.0,83.4,19.6,10.1,1.48,12.6,501.0,Moderate
17.5,57.2,8.7,13.6,25.6,3.1,1.03,11.6,505.0,Good
27.5,72.3,3.5,7.3,22.0,16.0,1.79,6.9,373.0,Moderate
38.8,75.4,114.4,140.5,27.8,16.1,2.45,14.7,783.0,Hazardous
23.6,50.2,0.4,3.7,12.7,7.4,1.04,14.2,340.0,Good
35.5,62.5,65.2,81.5,35.7,11.2,2.46,8.2,758.0,Poor
23.8,50.1,11.6,16.5,14.1,3.6,0.91,10.5,483.0,Good
27.0,78.8,2.8,3.4,19.1,7.0,1.05,11.6,420.0,Good
23.3,52.1,19.5,23.9,15.7,5.0,0.95,10.1,419.0,Good
20.4,65.1,7.7,9.0,10.8,4.1,0.83,11.2,586.0,Good
42.2,83.8,9.1,27.4,24.3,5.3,2.39,9.1,619.0,Poor
26.9,58.8,0.8,8.1,18.4,4.5,1.01,11.2,245.0,Good
31.2,63.7,24.8,34.8,28.0,5.7,1.43,7.3,616.0,Moderate
28.0,72.0,3.2,11.7,28.9,16.6,1.4,5.2,420.0,Moderate
26.7,73.0,16.5,20.1,27.1,7.0,0.99,11.2,235.0,Good
41.2,82.7,17.3,25.0,43.5,24.5,2.33,2.6,494.0,Hazardous
40.1,70.3,9.9,29.4,38.0,15.9,1.68,4.0,581.0,Poor
21.8,43.0,13.5,17.0,12.5,2.5,0.99,13.0,623.0,Good
27.7,73.4,10.8,17.0,19.4,3.7,0.98,12.9,324.0,Good
26.2,55.8,16.3,21.6,23.5,6.1,1.08,11.0,535.0,Good
34.3,59.0,24.2,34.2,25.7,16.1,2.02,7.6,545.0,Moderate
29.4,82.3,3.9,8.8,23.7,5.9,0.92,10.9,266.0,Good
26.7,54.6,3.1,7.1,29.9,9.1,1.44,9.6,509.0,Moderate
45.8,124.7,38.3,42.9,40.7,44.9,2.01,4.9,829.0,Hazardous
25.8,76.1,51.9,64.4,24.9,16.5,1.93,5.4,708.0,Moderate
27.4,74.8,2.1,7.5,23.4,6.8,1.22,10.5,431.0,Good
22.6,56.4,0.9,5.2,24.2,2.1,0.77,12.1,406.0,Good
23.5,76.1,43.1,54.8,49.2,26.1,1.56,2.7,782.0,Hazardous
24.1,51.4,37.6,41.3,15.7,8.8,1.01,11.1,244.0,Good
24.5,44.7,12.9,16.0,16.1,1.0,0.99,12.9,268.0,Good
26.2,57.2,3.9,3.9,20.0,3.9,0.94,14.9,290.0,Good
29.0,50.4,4.8,18.9,26.4,9.4,1.75,9.0,302.0,Moderate
30.6,55.6,6.2,23.0,25.0,10.4,1.38,6.3,354.0,Moderate
28.9,83.5,26.1,36.1,31.3,10.9,1.71,6.5,523.0,Moderate
32.0,61.5,13.9,20.6,23.3,11.0,1.41,8.1,425.0,Moderate
39.3,79.2,30.6,44.5,34.0,22.1,2.02,4.6,619.0,Poor
32.7,59.4,2.1,14.7,21.9,13.7,1.21,8.4,394.0,Moderate
24.2,62.9,15.3,21.3,20.4,4.5,1.08,13.3,317.0,Good
35.2,67.4,32.5,44.7,28.7,7.7,2.64,3.7,654.0,Poor
31.2,90.0,14.9,29.6,29.7,21.6,1.88,4.4,424.0,Poor
28.5,96.2,53.2,65.8,33.6,20.5,2.34,4.4,764.0,Poor
25.4,47.5,2.8,9.0,19.7,3.4,0.84,10.8,240.0,Good
42.3,96.6,4.3,16.1,37.7,3.2,2.44,3.4,421.0,Poor
25.2,54.0,0.7,4.1,17.3,7.8,1.04,13.0,307.0,Good
25.0,59.7,1.6,4.0,13.7,5.3,1.04,11.2,364.0,Good
28.8,69.1,2.3,16.8,25.2,7.7,1.6,8.7,643.0,Moderate
33.9,94.5,8.9,15.1,33.2,11.7,1.89,4.3,680.0,Poor
22.4,46.5,0.6,7.2,21.5,5.2,1.07,11.6,363.0,Good
36.8,71.9,134.7,152.2,21.4,17.0,1.74,4.8,473.0,Poor
34.1,75.9,14.8,31.7,23.5,13.1,1.57,6.6,567.0,Moderate
30.7,57.3,2.0,4.9,22.3,7.9,0.93,10.2,462.0,Good
35.3,88.7,20.1,30.4,34.9,4.9,1.49,6.2,686.0,Moderate
28.0,69.2,4.8,12.6,25.5,6.1,0.73,12.7,408.0,Good
20.3,52.3,2.2,6.1,19.0,5.7,0.9,10.4,359.0,Good
30.6,84.0,0.7,9.9,30.2,8.0,1.52,5.1,667.0,Moderate
28.9,62.4,4.8,10.7,17.7,4.3,0.86,12.1,296.0,Good
24.0,40.9,11.8,18.6,21.4,4.3,0.86,13.5,582.0,Good
28.6,88.5,0.4,11.6,20.1,16.8,1.93,8.8,657.0,Moderate
22.7,47.2,7.8,10.1,16.5,4.3,0.99,11.8,537.0,Good
27.3,75.8,51.0,59.3,23.5,7.9,1.77,5.2,542.0,Moderate
23.3,65.5,5.8,10.7,23.8,5.5,1.08,13.3,550.0,Good
29.4,74.5,12.2,18.2,21.9,4.8,0.99,10.1,267.0,Good
37.1,84.7,31.7,57.6,28.8,19.6,2.25,7.5,672.0,Poor
32.2,83.4,5.8,15.3,38.3,12.6,1.72,7.4,449.0,Moderate
31.0,71.3,34.4,45.2,26.7,8.6,1.63,7.7,460.0,Moderate
34.1,67.7,8.4,18.5,25.0,10.7,1.52,10.2,460.0,Moderate
22.1,59.3,46.8,60.0,22.3,13.2,1.46,5.5,490.0,Moderate
41.3,77.0,7.0,28.8,51.9,25.2,2.11,8.3,643.0,Hazardous
37.8,103.0,58.1,75.1,31.9,16.6,2.0,4.5,626.0,Poor
25.8,51.5,20.0,30.5,16.5,7.4,0.9,10.6,520.0,Good
21.1,49.5,4.3,9.4,15.2,0.6,1.1,14.4,314.0,Good
19.2,50.8,9.6,11.7,23.3,4.7,1.04,10.1,392.0,Good
49.4,87.2,136.2,154.5,23.8,6.2,2.12,4.9,762.0,Poor
38.1,109.9,1.7,12.9,29.8,17.7,1.89,4.4,734.0,Poor
39.8,66.5,18.2,26.8,42.9,17.1,1.31,5.0,556.0,Poor
27.0,87.3,10.8,18.7,24.2,10.7,1.47,6.3,327.0,Moderate
25.7,63.4,41.1,51.5,36.0,10.7,1.77,7.0,628.0,Moderate
30.3,92.2,9.2,14.4,37.5,16.1,2.22,5.2,652.0,Poor
32.2,55.7,17.2,30.4,36.3,1.6,1.31,5.4,617.0,Moderate
22.6,59.5,2.1,9.3,12.4,7.5,0.95,12.5,451.0,Good
32.4,75.3,17.7,27.4,34.1,10.1,1.54,9.7,611.0,Moderate
26.9,55.9,33.3,36.4,25.6,9.5,1.13,12.5,584.0,Good
22.9,79.0,21.3,29.3,20.7,6.0,0.98,10.2,588.0,Good
36.7,99.0,4.2,19.4,32.1,18.7,2.38,3.9,675.0,Poor
35.0,85.2,7.5,18.9,51.5,23.9,3.03,6.5,628.0,Hazardous
23.2,71.8,56.0,70.0,26.3,14.6,1.69,5.7,392.0,Moderate
23.3,58.1,5.4,7.4,24.1,7.6,1.28,5.2,538.0,Moderate
35.2,70.4,12.1,31.5,29.9,24.1,2.05,5.6,414.0,Poor
23.9,80.5,0.6,3.6,13.9,7.3,0.94,12.7,348.0,Good
26.7,62.1,12.7,16.7,15.8,3.8,1.04,13.6,276.0,Good
28.6,65.2,40.2,44.4,20.5,5.2,1.13,12.3,492.0,Good
33.2,88.1,7.0,16.1,29.8,11.1,1.45,5.1,332.0,Moderate
44.9,100.6,12.9,28.7,43.6,15.9,2.18,6.0,630.0,Hazardous
25.9,62.8,2.0,8.4,12.1,6.5,1.17,10.4,487.0,Good
21.8,73.5,11.6,14.8,24.2,5.9,0.96,10.8,463.0,Good
38.2,63.5,63.5,77.9,32.4,6.8,2.3,5.0,458.0,Poor
29.2,60.4,20.9,32.5,34.9,4.5,2.0,8.1,406.0,Moderate
26.5,65.9,0.9,13.3,30.1,11.5,1.82,5.5,641.0,Moderate
38.8,97.9,0.1,12.2,43.2,7.9,1.27,4.0,567.0,Poor
47.4,64.8,68.5,80.6,38.5,13.5,2.54,4.0,633.0,Poor
35.8,72.9,6.2,33.2,23.9,16.7,2.0,3.6,552.0,Poor
32.4,60.2,0.7,10.0,34.7,11.2,1.59,8.6,717.0,Moderate
21.4,76.4,15.3,22.1,12.4,3.4,0.96,16.3,420.0,Good
27.3,67.9,38.9,49.8,22.4,12.2,1.52,5.1,564.0,Moderate
27.6,53.6,7.1,10.4,28.4,4.5,0.87,10.3,591.0,Good
41.2,100.3,19.6,35.4,39.8,9.1,1.97,4.6,453.0,Poor
30.4,98.0,24.9,30.7,23.5,21.2,1.55,6.7,594.0,Moderate
19.4,60.1,9.9,18.2,26.4,2.3,1.04,10.6,466.0,Good
31.5,66.9,4.6,14.6,24.7,19.7,2.47,7.5,761.0,Poor
27.8,83.3,13.5,30.5,21.6,0.7,1.64,5.4,653.0,Moderate
23.3,61.7,3.3,10.1,12.9,5.3,0.94,10.1,245.0,Good
22.0,65.6,3.1,11.6,25.3,7.7,1.64,5.8,430.0,Moderate
29.2,51.8,0.3,4.6,16.6,6.5,0.89,14.2,291.0,Good
35.8,71.5,19.0,34.1,28.6,13.5,1.54,7.8,592.0,Moderate
25.7,72.9,2.1,1.0,23.5,3.3,1.04,11.0,415.0,Good
21.5,57.5,0.2,4.3,15.0,6.7,1.02,18.8,373.0,Good
28.9,80.8,3.6,13.5,33.8,10.5,1.28,8.3,438.0,Moderate
34.4,75.4,13.2,18.3,34.4,8.4,1.42,6.0,613.0,Moderate
23.6,53.8,7.6,10.4,16.9,4.1,1.07,10.2,434.0,Good
17.6,46.1,11.3,15.6,14.2,7.4,0.9,11.7,591.0,Good
29.5,85.1,9.3,19.6,22.8,14.1,1.38,9.6,692.0,Moderate
25.8,65.6,22.8,24.5,28.9,8.3,1.02,11.6,401.0,Good
28.7,96.3,8.5,13.6,27.1,13.1,1.35,5.2,409.0,Moderate
25.8,68.0,17.6,25.9,19.8,4.2,0.85,13.1,303.0,Good
45.7,74.1,80.8,96.8,46.9,14.6,2.4,3.6,618.0,Hazardous
46.0,80.1,8.2,40.2,30.8,15.3,2.55,7.9,584.0,Hazardous
26.1,58.6,22.0,32.5,25.2,3.4,1.6,7.2,494.0,Moderate
33.6,50.5,19.6,31.4,31.5,14.2,1.7,8.2,456.0,Moderate
18.0,53.4,13.8,18.3,24.9,4.9,1.09,13.4,231.0,Good
30.1,81.5,84.8,96.1,22.1,6.0,1.44,5.7,579.0,Moderate
39.7,82.2,2.2,11.8,25.6,9.4,2.2,4.1,562.0,Poor
24.4,39.0,3.1,8.9,26.7,5.9,0.86,10.2,317.0,Good
26.1,77.5,0.3,14.5,20.8,9.9,1.86,5.4,376.0,Moderate
28.8,103.5,5.1,24.7,39.1,16.4,3.22,12.1,699.0,Hazardous
43.4,66.5,7.0,24.6,38.4,10.1,1.77,4.5,450.0,Poor
34.0,82.3,99.5,128.1,37.4,13.6,1.94,9.0,444.0,Poor
42.2,91.6,0.4,11.5,35.9,12.5,2.15,5.9,683.0,Poor
26.7,51.1,24.4,35.7,14.6,4.3,1.23,7.1,646.0,Moderate
37.3,61.0,67.6,72.0,22.7,10.3,1.6,9.3,582.0,Moderate
26.7,92.5,13.4,17.1,30.0,10.7,2.31,3.8,712.0,Poor
40.6,51.7,18.8,31.5,30.4,9.5,2.15,3.4,738.0,Poor
45.6,82.4,13.1,27.8,24.8,13.8,1.37,5.5,408.0,Poor
17.4,62.3,4.6,11.8,20.9,6.1,1.25,10.1,486.0,Good
29.2,112.4,21.9,39.6,37.6,17.5,2.99,4.3,689.0,Hazardous
38.4,87.7,38.4,63.6,45.4,17.0,2.49,3.7,637.0,Hazardous
