credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,target
792.0,France,Female,42.0,0.0,99045.93,2.0,1.0,0.0,47160.01,No
652.0,France,Male,26.0,3.0,137998.2,2.0,0.0,1.0,168989.77,No
559.0,Spain,Female,31.0,1.0,139183.06,1.0,0.0,1.0,143360.56,No
641.0,France,Male,30.0,2.0,87505.47,2.0,0.0,1.0,7278.57,No
798.0,France,Female,37.0,4.0,111723.08,1.0,1.0,1.0,83478.12,No
667.0,Germany,Female,36.0,1.0,114391.62,1.0,1.0,1.0,53412.54,No
712.0,France,Male,29.0,3.0,102540.61,1.0,1.0,1.0,189680.79,No
651.0,Germany,Male,40.0,1.0,134760.21,2.0,0.0,0.0,174434.06,Yes
635.0,France,Female,33.0,5.0,0.0,2.0,1.0,0.0,122949.71,No
620.0,France,Female,67.0,3.0,0.0,2.0,1.0,1.0,43486.73,No
556.0,France,Female,61.0,2.0,117419.35,1.0,1.0,1.0,94153.83,No
649.0,France,Female,35.0,4.0,108306.44,1.0,1.0,1.0,192486.24,No
636.0,Germany,Male,34.0,2.0,40105.51,2.0,0.0,1.0,53512.16,No
826.0,Spain,Female,29.0,4.0,129938.07,1.0,0.0,1.0,190200.53,No
490.0,Spain,Female,38.0,3.0,97266.1,1.0,1.0,1.0,92797.23,No
652.0,France,Female,32.0,2.0,0.0,2.0,1.0,0.0,54628.11,No
658.0,France,Female,38.0,6.0,102895.1,1.0,0.0,0.0,155665.76,No
742.0,France,Male,32.0,6.0,160485.16,1.0,1.0,0.0,29023.03,No
580.0,Germany,Male,35.0,9.0,121355.19,1.0,0.0,1.0,35671.45,No
627.0,Germany,Female,37.0,7.0,147361.57,1.0,1.0,1.0,133031.96,No
714.0,Germany,Male,53.0,1.0,99141.86,1.0,1.0,1.0,72496.05,Yes
628.0,Spain,Male,40.0,10.0,0.0,2.0,1.0,0.0,103832.58,No
825.0,France,Female,36.0,3.0,146053.66,1.0,1.0,1.0,138344.7,No
512.0,France,Male,40.0,5.0,0.0,2.0,1.0,1.0,146457.83,No
752.0,Spain,Male,36.0,2.0,0.0,2.0,1.0,1.0,45570.84,No
494.0,Spain,Male,38.0,7.0,0.0,2.0,1.0,1.0,6203.66,No
492.0,Germany,Female,49.0,2.0,151249.45,2.0,1.0,1.0,167237.94,No
832.0,Germany,Female,40.0,9.0,107648.94,2.0,1.0,1.0,134638.97,No
607.0,Spain,Female,36.0,4.0,98266.3,1.0,1.0,1.0,46416.36,No
677.0,France,Male,27.0,2.0,0.0,2.0,1.0,1.0,20092.89,No
701.0,Germany,Male,41.0,9.0,164046.1,1.0,1.0,0.0,49405.93,No
775.0,Spain,Male,30.0,4.0,0.0,2.0,0.0,1.0,57461.13,No
708.0,France,Female,34.0,4.0,0.0,1.0,1.0,1.0,62868.33,No
558.0,France,Female,41.0,6.0,0.0,1.0,1.0,1.0,143585.29,Yes
704.0,Germany,Female,35.0,3.0,154206.07,2.0,1.0,1.0,40261.49,No
606.0,Spain,Male,36.0,0.0,94153.56,1.0,0.0,1.0,120138.27,No
697.0,France,Male,40.0,4.0,0.0,2.0,0.0,1.0,26543.28,No
482.0,France,Male,55.0,5.0,97318.25,1.0,0.0,1.0,78416.14,No
694.0,France,Male,42.0,8.0,133767.19,1.0,1.0,0.0,36405.21,No
742.0,Germany,Male,27.0,5.0,190125.43,2.0,0.0,0.0,21793.59,No
751.0,Germany,Female,37.0,0.0,151218.98,1.0,1.0,1.0,109309.29,No
690.0,Germany,Male,32.0,0.0,106683.52,2.0,1.0,1.0,137916.49,No
733.0,France,Male,22.0,5.0,0.0,2.0,1.0,1.0,117202.19,No
704.0,Germany,Female,24.0,7.0,113034.22,1.0,1.0,0.0,162503.48,Yes
774.0,Spain,Female,36.0,8.0,117152.3,1.0,0.0,0.0,101828.39,No
598.0,Germany,Female,50.0,5.0,88379.81,3.0,0.0,1.0,64157.24,Yes
561.0,Spain,Female,33.0,6.0,0.0,2.0,1.0,0.0,45261.47,No
677.0,France,Female,25.0,3.0,0.0,2.0,1.0,0.0,179608.96,No
746.0,Spain,Male,31.0,2.0,113836.27,1.0,1.0,1.0,174815.54,No
681.0,France,Female,37.0,7.0,69609.85,1.0,1.0,1.0,72127.83,No
669.0,France,Female,31.0,6.0,113000.66,1.0,1.0,0.0,40467.82,No
708.0,France,Female,51.0,8.0,70754.18,1.0,1.0,1.0,92920.04,Yes
693.0,Germany,Female,37.0,6.0,95900.04,1.0,1.0,1.0,38196.24,No
659.0,Spain,Female,33.0,8.0,115409.6,1.0,0.0,1.0,1539.21,No
691.0,France,Male,58.0,3.0,0.0,1.0,0.0,1.0,194930.3,Yes
589.0,France,Male,28.0,7.0,0.0,2.0,1.0,0.0,151645.96,No
704.0,Spain,Female,37.0,9.0,155619.58,1.0,1.0,1.0,135088.58,No
814.0,Spain,Female,72.0,2.0,0.0,2.0,0.0,1.0,130853.03,No
744.0,Germany,Female,41.0,2.0,84113.41,1.0,1.0,0.0,197548.63,No
622.0,Germany,Male,42.0,9.0,115766.26,1.0,0.0,0.0,72155.85,Yes
663.0,Germany,Female,37.0,8.0,155303.71,1.0,1.0,0.0,118716.63,No
651.0,France,Male,56.0,2.0,0.0,1.0,1.0,0.0,114522.68,Yes
706.0,Spain,Female,43.0,1.0,0.0,2.0,1.0,0.0,31962.77,No
714.0,Germany,Female,45.0,9.0,106431.97,2.0,1.0,1.0,164117.69,No
716.0,Spain,Male,42.0,8.0,0.0,2.0,1.0,0.0,180800.42,No
569.0,Spain,Male,31.0,1.0,115406.97,1.0,0.0,0.0,145528.22,No
778.0,Germany,Female,33.0,4.0,111063.73,2.0,1.0,0.0,83556.65,No
603.0,Germany,Male,46.0,4.0,98899.76,2.0,1.0,1.0,86190.34,No
727.0,Spain,Female,49.0,7.0,96296.78,1.0,1.0,0.0,190457.87,Yes
599.0,Spain,Female,46.0,7.0,81742.84,2.0,1.0,0.0,83282.21,No
559.0,France,Male,29.0,1.0,0.0,2.0,0.0,0.0,155639.76,No
570.0,Germany,Female,57.0,5.0,86568.75,1.0,0.0,1.0,103660.31,No
604.0,France,Male,31.0,6.0,134837.58,1.0,1.0,0.0,192029.19,No
619.0,France,Male,25.0,4.0,0.0,1.0,1.0,0.0,145524.36,No
607.0,Spain,Male,40.0,1.0,112544.45,1.0,1.0,1.0,19842.22,No
850.0,France,Female,35.0,1.0,211774.31,1.0,1.0,0.0,188574.12,Yes
850.0,Spain,Male,36.0,6.0,0.0,2.0,0.0,1.0,41291.05,No
710.0,Spain,Male,33.0,1.0,0.0,2.0,1.0,0.0,168313.17,No
679.0,Germany,Female,50.0,6.0,132598.38,2.0,1.0,1.0,184017.98,No
850.0,Spain,Female,31.0,4.0,91292.7,1.0,1.0,1.0,162149.07,No
759.0,Germany,Male,31.0,4.0,98899.91,1.0,1.0,1.0,47832.82,No
611.0,France,Female,30.0,9.0,88594.14,1.0,1.0,0.0,196332.45,No
693.0,Spain,Female,45.0,4.0,0.0,2.0,1.0,1.0,26589.56,No
775.0,Germany,Female,74.0,0.0,161371.5,1.0,1.0,1.0,134869.93,No
441.0,France,Male,60.0,1.0,140614.15,1.0,0.0,1.0,174381.23,No
438.0,Germany,Male,31.0,8.0,78398.69,1.0,1.0,0.0,44937.01,No
693.0,France,Male,68.0,2.0,0.0,2.0,1.0,1.0,59864.96,No
604.0,Germany,Male,25.0,7.0,165413.43,1.0,1.0,1.0,35279.74,No
660.0,Spain,Male,31.0,1.0,84560.04,1.0,1.0,1.0,137784.25,No
613.0,France,Male,41.0,7.0,0.0,2.0,1.0,0.0,60297.72,No
592.0,Spain,Male,55.0,8.0,85845.43,2.0,1.0,1.0,128918.42,No
756.0,France,Female,42.0,9.0,0.0,2.0,1.0,0.0,35673.42,No
513.0,France,Male,40.0,3.0,141004.46,1.0,1.0,0.0,105028.46,No
711.0,France,Female,32.0,1.0,0.0,2.0,1.0,0.0,126188.42,No
550.0,France,Male,37.0,3.0,0.0,1.0,1.0,1.0,179670.31,No
576.0,Spain,Male,26.0,8.0,0.0,2.0,0.0,1.0,34101.06,No
733.0,Germany,Male,31.0,6.0,157791.07,2.0,0.0,0.0,177994.81,No
771.0,France,Female,57.0,4.0,0.0,1.0,0.0,0.0,85876.67,Yes
599.0,France,Male,25.0,6.0,120383.41,1.0,1.0,1.0,24903.09,No
664.0,Germany,Male,25.0,6.0,172812.72,2.0,1.0,1.0,108008.65,No
667.0,France,Male,31.0,1.0,119266.69,1.0,1.0,1.0,28257.63,No
581.0,Spain,Female,29.0,8.0,0.0,2.0,1.0,0.0,46735.19,No
631.0,Spain,Male,38.0,7.0,0.0,2.0,1.0,0.0,181605.85,No
563.0,Spain,Female,46.0,8.0,106171.68,1.0,1.0,0.0,163145.5,Yes
580.0,France,Male,50.0,0.0,125647.36,1.0,1.0,0.0,57541.08,Yes
579.0,Germany,Male,28.0,6.0,150329.15,1.0,1.0,0.0,145558.42,No
726.0,Spain,Male,30.0,8.0,134152.29,1.0,1.0,1.0,147822.44,No
621.0,Spain,Female,37.0,9.0,83061.26,2.0,1.0,0.0,9170.54,No
677.0,France,Male,30.0,1.0,78133.15,1.0,0.0,1.0,174225.88,No
850.0,Germany,Female,47.0,10.0,134381.52,1.0,0.0,0.0,26812.89,Yes
616.0,France,Male,37.0,5.0,144235.73,2.0,0.0,0.0,154957.66,Yes
676.0,France,Male,37.0,10.0,106242.67,1.0,1.0,1.0,166678.28,No
738.0,France,Male,54.0,4.0,0.0,1.0,0.0,1.0,55725.04,Yes
558.0,France,Male,32.0,10.0,105000.23,1.0,1.0,0.0,190019.61,No
582.0,Germany,Female,50.0,6.0,96486.57,2.0,1.0,1.0,20344.02,No
524.0,France,Female,28.0,7.0,0.0,2.0,0.0,1.0,147100.72,No
709.0,Germany,Male,28.0,8.0,124695.72,2.0,1.0,0.0,145251.35,No
754.0,France,Female,38.0,2.0,0.0,2.0,0.0,0.0,3524.69,No
770.0,Spain,Male,46.0,9.0,190678.02,1.0,1.0,1.0,14725.36,No
599.0,Germany,Male,25.0,7.0,108380.72,1.0,1.0,1.0,79005.95,No
692.0,Germany,Female,41.0,8.0,130701.29,1.0,1.0,0.0,59354.24,Yes
771.0,France,Male,39.0,5.0,0.0,2.0,1.0,0.0,96270.64,No
754.0,Germany,Male,57.0,2.0,101134.87,2.0,1.0,1.0,70954.41,No
634.0,France,Male,34.0,8.0,105302.66,1.0,1.0,1.0,123164.97,No
660.0,Spain,Female,28.0,3.0,128929.88,1.0,1.0,1.0,198069.71,No
575.0,Spain,Female,30.0,8.0,0.0,2.0,1.0,0.0,185341.63,No
850.0,France,Female,39.0,2.0,0.0,2.0,1.0,0.0,179451.42,No
711.0,Spain,Male,32.0,5.0,0.0,2.0,1.0,1.0,147720.27,No
555.0,Spain,Female,35.0,1.0,0.0,2.0,1.0,0.0,101667.0,No
642.0,France,Male,62.0,7.0,0.0,2.0,1.0,1.0,61120.75,No
767.0,Spain,Male,37.0,7.0,0.0,2.0,1.0,1.0,24734.25,No
670.0,Germany,Female,32.0,4.0,102954.68,2.0,0.0,1.0,134942.45,No
544.0,Germany,Male,37.0,2.0,79731.91,1.0,1.0,1.0,57558.95,No
668.0,Spain,Male,43.0,10.0,113034.31,1.0,1.0,1.0,100423.88,No
772.0,Germany,Male,34.0,7.0,111565.91,1.0,1.0,1.0,121073.23,No
571.0,France,Female,30.0,4.0,85755.86,1.0,1.0,0.0,145115.95,No
646.0,France,Male,35.0,6.0,84026.86,1.0,0.0,1.0,164255.69,No
641.0,France,Male,31.0,10.0,155978.17,1.0,1.0,0.0,91510.71,No
638.0,Germany,Male,37.0,2.0,89728.86,2.0,1.0,1.0,37294.88,No
588.0,Spain,Male,34.0,10.0,0.0,2.0,1.0,0.0,79078.91,No
535.0,Spain,Male,37.0,3.0,175534.78,2.0,1.0,1.0,9241.52,No
556.0,France,Male,35.0,10.0,0.0,2.0,1.0,1.0,192751.18,No
711.0,France,Male,33.0,1.0,0.0,1.0,0.0,0.0,41590.4,No
430.0,France,Female,60.0,7.0,73937.02,1.0,1.0,0.0,161937.62,Yes
850.0,Germany,Male,55.0,0.0,98710.89,1.0,1.0,1.0,83617.17,Yes
688.0,Germany,Male,45.0,9.0,103399.87,1.0,0.0,0.0,129870.93,No
667.0,France,Male,31.0,3.0,99513.91,1.0,1.0,1.0,189657.26,No
757.0,Spain,Male,30.0,3.0,145396.49,1.0,0.0,1.0,198341.15,No
549.0,Germany,Male,36.0,6.0,139422.37,1.0,0.0,0.0,83983.39,Yes
679.0,France,Male,48.0,8.0,0.0,2.0,1.0,0.0,23344.94,No
563.0,Spain,Female,42.0,6.0,99056.22,2.0,1.0,0.0,154347.95,Yes
650.0,Spain,Male,41.0,9.0,0.0,2.0,0.0,1.0,191599.67,No
525.0,Spain,Male,33.0,5.0,0.0,2.0,1.0,0.0,161002.29,No
789.0,Germany,Female,43.0,9.0,116644.29,2.0,1.0,1.0,60176.1,No
562.0,France,Male,62.0,3.0,0.0,2.0,1.0,0.0,105986.01,No
673.0,France,Male,31.0,1.0,108345.22,1.0,0.0,1.0,38802.03,No
681.0,Spain,Male,30.0,2.0,111093.01,1.0,1.0,0.0,68985.99,No
689.0,Germany,Female,28.0,2.0,64808.32,2.0,0.0,0.0,78591.15,No
761.0,Germany,Male,62.0,5.0,98854.34,1.0,0.0,0.0,86920.97,Yes
656.0,France,Male,37.0,7.0,112291.34,1.0,1.0,0.0,153157.97,No
663.0,France,Male,36.0,10.0,0.0,2.0,1.0,0.0,136349.55,No
775.0,Germany,Female,38.0,4.0,125212.65,2.0,1.0,1.0,15795.88,Yes
535.0,France,Female,49.0,3.0,0.0,1.0,0.0,0.0,61820.41,Yes
850.0,Spain,Male,44.0,7.0,89118.26,1.0,1.0,0.0,104240.77,Yes
556.0,France,Female,40.0,8.0,0.0,2.0,1.0,0.0,62112.7,No
762.0,France,Male,28.0,2.0,0.0,2.0,1.0,0.0,167909.52,No
691.0,Spain,Male,36.0,7.0,129934.64,1.0,0.0,0.0,75664.56,Yes
506.0,France,Female,34.0,4.0,90307.62,1.0,1.0,1.0,159235.29,No
561.0,France,Male,28.0,7.0,0.0,2.0,1.0,0.0,7797.01,No
736.0,France,Female,29.0,9.0,0.0,2.0,0.0,0.0,176152.7,No
516.0,France,Female,29.0,2.0,104982.57,1.0,1.0,0.0,157378.5,No
658.0,Germany,Male,37.0,3.0,168735.74,2.0,0.0,0.0,70370.24,No
771.0,Germany,Male,32.0,9.0,77487.2,1.0,0.0,0.0,33143.04,No
781.0,France,Female,28.0,4.0,0.0,2.0,1.0,0.0,177703.15,No
621.0,France,Male,47.0,0.0,0.0,1.0,1.0,1.0,133831.37,Yes
581.0,France,Male,25.0,5.0,77886.53,2.0,1.0,0.0,150319.49,No
666.0,Spain,Male,43.0,5.0,0.0,2.0,1.0,0.0,29346.1,No
589.0,France,Female,46.0,10.0,107238.85,2.0,1.0,0.0,37024.28,No
729.0,France,Female,34.0,9.0,132121.71,1.0,0.0,1.0,105409.31,No
850.0,France,Male,35.0,3.0,162442.35,1.0,1.0,0.0,183566.78,No
608.0,France,Male,37.0,5.0,146093.39,2.0,0.0,0.0,160593.41,No
678.0,France,Male,26.0,3.0,0.0,2.0,1.0,0.0,4989.33,No
850.0,France,Female,33.0,3.0,0.0,2.0,1.0,1.0,11159.19,No
607.0,France,Female,49.0,9.0,119960.29,2.0,1.0,0.0,103068.22,No
757.0,France,Male,32.0,9.0,0.0,2.0,1.0,0.0,115950.96,No
629.0,France,Female,40.0,9.0,137409.19,1.0,1.0,0.0,175877.7,Yes
810.0,Germany,Male,69.0,3.0,27288.43,1.0,1.0,1.0,110509.9,No
687.0,France,Female,30.0,6.0,0.0,2.0,0.0,0.0,179206.92,No
850.0,France,Male,36.0,3.0,0.0,2.0,1.0,0.0,195033.07,No
781.0,Germany,Male,35.0,7.0,92526.15,2.0,1.0,1.0,173837.54,No
630.0,Spain,Male,30.0,3.0,0.0,2.0,0.0,1.0,10486.69,No
570.0,France,Female,61.0,6.0,142105.35,1.0,1.0,1.0,45214.04,No
572.0,France,Male,33.0,5.0,0.0,1.0,0.0,1.0,41139.05,No
775.0,France,Male,31.0,9.0,0.0,2.0,1.0,0.0,169278.51,No
609.0,France,Female,35.0,2.0,147900.43,1.0,1.0,0.0,140000.29,No
736.0,Germany,Female,26.0,0.0,84587.9,1.0,0.0,1.0,188037.76,No
723.0,France,Female,20.0,4.0,0.0,2.0,1.0,1.0,140385.33,No
710.0,Germany,Female,41.0,9.0,149155.53,2.0,1.0,0.0,42131.26,Yes
503.0,Germany,Male,42.0,9.0,153279.39,1.0,1.0,1.0,151336.96,No
733.0,France,Female,38.0,3.0,157658.36,1.0,0.0,0.0,19658.43,No
661.0,France,Male,41.0,5.0,0.0,1.0,0.0,1.0,88279.6,No
717.0,France,Male,35.0,4.0,0.0,1.0,1.0,1.0,167573.06,No
638.0,Germany,Male,62.0,4.0,108716.59,2.0,1.0,1.0,74241.09,No
594.0,France,Male,50.0,7.0,81310.34,1.0,1.0,1.0,183868.01,No
443.0,France,Female,54.0,3.0,138547.97,1.0,1.0,1.0,70196.23,Yes
561.0,Germany,Male,32.0,6.0,166824.59,1.0,1.0,0.0,139451.98,No
779.0,France,Male,62.0,10.0,119096.55,1.0,0.0,1.0,116977.89,No
514.0,France,Female,46.0,3.0,106511.85,1.0,1.0,0.0,55072.32,No
608.0,France,Female,30.0,8.0,85859.76,1.0,0.0,0.0,142730.27,No
745.0,Germany,Male,36.0,8.0,145071.24,1.0,0.0,0.0,6078.46,No
633.0,France,Male,25.0,1.0,0.0,1.0,1.0,0.0,100598.98,No
660.0,Spain,Male,33.0,2.0,80462.24,1.0,0.0,0.0,150422.35,No
558.0,France,Male,32.0,5.0,73494.21,1.0,0.0,0.0,136301.1,No
456.0,France,Male,29.0,5.0,107000.49,1.0,1.0,1.0,153419.62,No
662.0,France,Female,22.0,2.0,126362.57,2.0,1.0,1.0,97382.8,No
667.0,France,Male,36.0,9.0,0.0,2.0,1.0,1.0,40062.29,No
646.0,Germany,Female,36.0,6.0,144773.29,2.0,1.0,0.0,53217.3,No
522.0,France,Male,41.0,5.0,144147.68,1.0,1.0,1.0,14789.9,No
728.0,France,Male,30.0,10.0,114835.43,1.0,0.0,1.0,37662.49,No
711.0,Germany,Female,52.0,8.0,145262.54,1.0,0.0,1.0,131473.31,No
578.0,France,Male,46.0,5.0,113226.47,1.0,1.0,0.0,56770.76,No
649.0,France,Male,47.0,1.0,0.0,2.0,1.0,1.0,145593.85,No
555.0,France,Male,24.0,5.0,0.0,2.0,1.0,0.0,27513.47,No
613.0,France,Male,47.0,6.0,146034.74,1.0,1.0,1.0,77146.14,No
850.0,Spain,Male,44.0,8.0,0.0,2.0,1.0,1.0,183617.32,No
667.0,France,Male,44.0,2.0,122806.95,1.0,0.0,0.0,15120.86,No
631.0,Spain,Female,31.0,2.0,88161.85,2.0,1.0,0.0,127630.88,No
601.0,France,Female,38.0,0.0,0.0,2.0,1.0,0.0,165196.65,No
655.0,Spain,Male,38.0,9.0,0.0,1.0,0.0,1.0,90490.33,No
655.0,Germany,Female,32.0,6.0,130935.56,1.0,1.0,0.0,9241.83,Yes
699.0,Spain,Male,35.0,2.0,167455.66,2.0,1.0,1.0,55324.49,No
579.0,France,Female,38.0,4.0,175739.36,1.0,1.0,1.0,193130.55,No
542.0,France,Female,31.0,3.0,0.0,2.0,1.0,1.0,115217.59,No
629.0,France,Female,40.0,6.0,0.0,2.0,1.0,1.0,139356.3,No
627.0,Spain,Female,55.0,6.0,0.0,1.0,0.0,0.0,91943.94,Yes
805.0,France,Male,46.0,6.0,118022.06,3.0,1.0,0.0,162643.15,Yes
815.0,Spain,Male,28.0,6.0,0.0,2.0,0.0,1.0,185547.71,No
618.0,Spain,Male,41.0,4.0,115251.64,1.0,0.0,0.0,136435.75,No
812.0,Spain,Female,44.0,8.0,0.0,3.0,1.0,0.0,66926.83,Yes
682.0,France,Male,61.0,10.0,73688.2,1.0,1.0,1.0,172141.33,No
489.0,France,Female,31.0,7.0,139395.08,1.0,0.0,1.0,6120.84,No
599.0,France,Male,44.0,10.0,118577.24,1.0,1.0,1.0,31448.52,No
745.0,Spain,Female,38.0,7.0,0.0,2.0,1.0,1.0,194230.82,No
643.0,Spain,Male,35.0,2.0,0.0,2.0,0.0,0.0,67979.35,No
681.0,France,Male,34.0,3.0,0.0,2.0,0.0,0.0,55816.2,No
721.0,France,Male,54.0,5.0,0.0,2.0,1.0,1.0,4493.12,No
476.0,France,Female,32.0,6.0,111871.93,1.0,0.0,0.0,112132.86,No
632.0,France,Female,34.0,2.0,0.0,2.0,0.0,0.0,165385.55,No
648.0,Spain,Female,54.0,7.0,118241.02,1.0,1.0,0.0,172586.89,Yes
621.0,Germany,Male,40.0,8.0,174126.75,3.0,1.0,0.0,172490.78,Yes
495.0,France,Female,38.0,2.0,63093.01,1.0,1.0,1.0,47089.72,No
666.0,Spain,Male,35.0,2.0,104832.49,1.0,1.0,0.0,175015.12,No
517.0,France,Female,45.0,4.0,0.0,1.0,0.0,0.0,172674.36,Yes
733.0,Spain,Female,31.0,9.0,102289.85,1.0,1.0,1.0,115441.66,No
637.0,Germany,Male,50.0,4.0,126345.55,1.0,0.0,1.0,17323.0,Yes
668.0,France,Male,28.0,4.0,107141.27,1.0,1.0,0.0,193018.71,No
577.0,Spain,Male,43.0,8.0,79757.21,1.0,1.0,0.0,135650.72,Yes
711.0,Germany,Male,26.0,9.0,128793.63,1.0,1.0,0.0,19262.05,No
730.0,France,Male,33.0,0.0,0.0,2.0,1.0,0.0,1474.79,No
848.0,Spain,Male,35.0,5.0,120046.74,2.0,1.0,0.0,84710.65,No
615.0,Germany,Female,33.0,3.0,137657.25,2.0,1.0,1.0,171657.57,No
561.0,France,Male,21.0,4.0,0.0,1.0,1.0,1.0,36942.35,No
652.0,Spain,Female,75.0,10.0,0.0,2.0,1.0,1.0,114675.75,No
672.0,France,Male,37.0,5.0,153195.59,1.0,1.0,1.0,162763.01,No
498.0,Spain,Male,29.0,8.0,127864.26,1.0,1.0,1.0,46677.9,No
646.0,Germany,Female,52.0,6.0,111739.4,2.0,0.0,1.0,68367.18,No
525.0,Germany,Male,33.0,4.0,131023.76,2.0,0.0,0.0,55072.93,No
685.0,Spain,Male,23.0,5.0,164902.43,1.0,0.0,0.0,141152.28,No
587.0,France,Male,55.0,9.0,0.0,1.0,1.0,0.0,64593.07,No
507.0,France,Female,33.0,1.0,113452.66,1.0,0.0,0.0,142911.99,No
635.0,France,Female,78.0,6.0,47536.4,1.0,1.0,1.0,119400.08,No
706.0,France,Male,30.0,3.0,98415.37,1.0,1.0,1.0,110520.48,No
749.0,France,Male,42.0,2.0,56726.83,2.0,0.0,1.0,185543.35,No
505.0,France,Male,34.0,10.0,104498.79,1.0,0.0,1.0,126451.14,No
632.0,Spain,Male,28.0,7.0,155519.59,1.0,1.0,0.0,1843.24,No
624.0,Germany,Female,52.0,0.0,133723.43,1.0,0.0,0.0,4859.59,Yes
611.0,France,Male,35.0,10.0,0.0,1.0,1.0,1.0,23598.23,Yes
707.0,France,Male,58.0,6.0,89685.92,1.0,0.0,1.0,126471.13,No
670.0,Germany,Female,42.0,5.0,49508.79,3.0,1.0,1.0,100324.01,No
639.0,France,Male,37.0,5.0,98186.7,1.0,0.0,1.0,173386.95,No
621.0,Germany,Male,47.0,7.0,107363.29,1.0,1.0,1.0,66799.28,No
523.0,Spain,Male,34.0,7.0,0.0,2.0,1.0,0.0,62030.06,No
826.0,France,Female,30.0,5.0,0.0,2.0,0.0,1.0,157397.57,No
567.0,France,Female,23.0,9.0,93522.2,1.0,0.0,1.0,81425.61,No
724.0,France,Male,29.0,4.0,0.0,1.0,1.0,0.0,8982.75,No
769.0,Germany,Male,43.0,4.0,110182.54,2.0,1.0,1.0,87537.32,No
531.0,France,Female,37.0,1.0,0.0,1.0,1.0,0.0,4606.97,No
609.0,France,Male,26.0,7.0,0.0,2.0,1.0,0.0,98463.99,No
714.0,Spain,Male,34.0,5.0,0.0,2.0,1.0,0.0,193040.32,No
731.0,Germany,Male,37.0,3.0,116880.53,1.0,0.0,0.0,172718.35,Yes
604.0,Spain,Female,28.0,6.0,0.0,2.0,1.0,1.0,69056.26,No
597.0,France,Male,33.0,9.0,0.0,2.0,1.0,0.0,49374.82,No
661.0,France,Female,27.0,3.0,0.0,2.0,1.0,1.0,76889.79,No
521.0,France,Male,25.0,7.0,0.0,2.0,1.0,1.0,157878.67,No
435.0,France,Male,36.0,4.0,0.0,1.0,1.0,1.0,197015.2,No
850.0,France,Male,68.0,5.0,169445.4,1.0,1.0,1.0,186335.07,No
507.0,Spain,Male,46.0,6.0,92783.68,1.0,1.0,1.0,51424.29,No
850.0,Spain,Female,57.0,8.0,126776.3,2.0,1.0,1.0,132298.49,No
481.0,France,Female,28.0,10.0,0.0,2.0,1.0,0.0,145215.96,No
663.0,France,Male,43.0,4.0,87624.03,2.0,1.0,0.0,149401.33,No
592.0,France,Female,66.0,5.0,149950.19,1.0,1.0,1.0,76267.59,No
679.0,France,Female,44.0,3.0,118742.74,2.0,1.0,0.0,1568.91,No
786.0,Spain,Female,34.0,9.0,0.0,2.0,1.0,0.0,117034.32,No
719.0,France,Male,32.0,9.0,146605.27,1.0,1.0,1.0,77119.45,No
731.0,France,Male,33.0,4.0,0.0,2.0,1.0,1.0,74945.11,No
606.0,France,Female,71.0,8.0,0.0,2.0,1.0,1.0,169741.96,No
724.0,Germany,Male,54.0,8.0,172192.49,1.0,1.0,1.0,136902.01,No
573.0,France,Female,47.0,8.0,154543.98,1.0,1.0,0.0,29586.73,No
491.0,Spain,Female,61.0,8.0,0.0,2.0,0.0,1.0,139861.53,No
729.0,Germany,Male,26.0,4.0,97268.1,2.0,1.0,0.0,39356.38,No
655.0,France,Male,37.0,6.0,109093.41,2.0,1.0,0.0,1775.52,No
701.0,Germany,Female,48.0,1.0,92072.68,1.0,1.0,1.0,133992.36,No
841.0,France,Male,34.0,4.0,0.0,2.0,1.0,0.0,141582.66,No
627.0,France,Male,31.0,8.0,128131.73,1.0,1.0,0.0,96131.47,No
559.0,France,Female,34.0,5.0,68999.66,2.0,1.0,1.0,66879.27,No
543.0,France,Female,34.0,8.0,0.0,2.0,0.0,1.0,145601.8,No
654.0,France,Female,40.0,3.0,0.0,2.0,1.0,0.0,167889.1,No
639.0,France,Female,38.0,4.0,81550.94,2.0,0.0,1.0,118974.77,No
617.0,France,Male,74.0,10.0,0.0,2.0,1.0,1.0,53949.98,No
703.0,France,Female,42.0,7.0,0.0,2.0,0.0,1.0,72500.68,No
519.0,France,Male,42.0,8.0,0.0,2.0,1.0,1.0,101485.72,No
549.0,France,Female,29.0,8.0,0.0,2.0,1.0,1.0,189558.44,No
452.0,France,Female,33.0,6.0,131698.57,2.0,1.0,0.0,151623.91,No
738.0,Spain,Female,33.0,3.0,122134.4,2.0,0.0,1.0,27867.59,No
787.0,France,Male,32.0,4.0,0.0,2.0,1.0,1.0,13238.93,No
807.0,Germany,Male,37.0,10.0,130110.45,2.0,0.0,1.0,172097.95,No
607.0,Germany,Female,39.0,8.0,105103.33,1.0,1.0,0.0,104721.5,Yes
724.0,Germany,Female,53.0,1.0,139687.66,2.0,1.0,1.0,12913.92,No
625.0,France,Female,51.0,4.0,124620.01,2.0,1.0,0.0,92243.94,Yes
788.0,France,Male,55.0,3.0,0.0,1.0,0.0,1.0,13288.46,Yes
711.0,France,Male,38.0,10.0,0.0,2.0,0.0,0.0,53311.78,No
655.0,Germany,Male,32.0,9.0,113447.01,1.0,1.0,0.0,82084.3,No
574.0,France,Male,41.0,1.0,0.0,2.0,0.0,0.0,70550.0,No
