lineNo,assgNo,prevFixDur,firstfixDur,firstPassFixDur,nextFixDur,firstSaccLen,lastSaccLen,prevFixPos,landingPos,leavingPos,totalFixDur,meanFixDur,regressLen,regressDur,pupilDiamMax,pupilDiamLag,timePrtctg,titleNo,wordNo,target
6979.0,212.0,119.0,80.0,80.0,219.0,206.0874,807.5683,134.1044,86.6631,83.0452,80.0,80.0,2905.0,596.0,0.2963,0.4368,0.0116,1,7,1
9857.0,304.0,139.0,99.0,99.0,239.0,181.6762,431.1812,175.2627,19.906,18.1177,99.0,99.0,338.0,0.0,0.122,0.1815,0.008,3,5,0
4211.0,134.0,338.0,219.0,219.0,318.0,109.5046,765.1283,87.367,34.5398,20.0998,219.0,219.0,0.0,0.0,0.1935,0.2075,0.0113,2,9,1
1814.0,57.0,80.0,99.0,99.0,99.0,477.3306,30.7612,484.8763,30.4179,15.5081,99.0,99.0,99.0,0.0,0.1593,0.0259,0.011,8,2,0
4834.0,148.0,179.0,139.0,139.0,259.0,794.308,136.5586,803.8769,22.1923,16.225,139.0,139.0,0.0,0.0,0.1386,0.1916,0.0079,1,6,1
2022.0,65.0,139.0,119.0,199.0,119.0,644.3456,109.7144,651.7124,90.0,102.0992,199.0,99.5,0.0,0.0,0.0954,0.0969,0.0242,2,1,0
9063.0,285.0,80.0,80.0,80.0,139.0,71.8923,240.127,96.0208,29.6015,7.6158,278.0,278.0,139.0,278.0,0.0867,0.2327,0.0469,1,4,0
1659.0,52.0,0.0,139.0,238.0,99.0,0.0,287.2686,0.0,67.0168,74.6006,238.0,119.0,0.0,497.0,0.2751,0.1171,0.0209,4,1,0
6786.0,203.0,199.0,159.0,159.0,80.0,655.9971,138.4133,778.2268,128.5613,126.0248,159.0,159.0,0.0,0.0,0.0674,0.2184,0.0163,8,2,0
8911.0,281.0,139.0,139.0,139.0,139.0,159.7537,445.1957,270.0685,114.4225,127.289,139.0,139.0,0.0,139.0,0.0957,0.0672,0.0165,3,4,0
3100.0,94.0,638.0,319.0,319.0,379.0,160.2038,198.1161,136.8211,53.9004,54.811,319.0,319.0,0.0,0.0,1.5631,1.1616,0.0537,3,2,1
1029.0,31.0,238.0,259.0,259.0,278.0,373.1729,66.191,484.5998,137.052,149.4021,119.0,119.0,458.0,0.0,0.1254,0.1189,0.0102,2,1,1
367.0,11.0,239.0,99.0,99.0,159.0,134.1827,171.2381,116.0043,21.2132,11.6726,99.0,99.0,0.0,198.0,0.0949,0.0089,0.0091,3,3,1
8283.0,258.0,139.0,119.0,119.0,179.0,329.9898,1084.5796,430.5125,99.7246,36.225,279.0,139.5,1032.0,0.0,0.0109,0.1074,0.0456,9,1,1
9199.0,288.0,139.0,99.0,99.0,199.0,382.0641,707.5373,380.0118,8.5147,2.5495,99.0,99.0,0.0,0.0,0.1177,0.1107,0.0142,2,6,1
2453.0,77.0,219.0,438.0,598.0,518.0,333.2435,144.5554,437.3568,90.9189,62.3097,598.0,299.0,0.0,0.0,-0.244,-0.8475,0.0527,4,1,1
9393.0,291.0,99.0,159.0,159.0,99.0,584.5864,319.8066,708.7694,125.1958,130.745,159.0,159.0,0.0,0.0,0.1887,0.2497,0.0248,5,3,1
1345.0,42.0,80.0,179.0,179.0,139.0,229.9418,110.2384,297.901,68.593,59.7181,179.0,179.0,0.0,199.0,0.1267,0.1567,0.0191,6,1,1
3068.0,93.0,219.0,239.0,239.0,219.0,132.8345,160.5631,161.1986,28.7141,15.5724,239.0,239.0,438.0,0.0,-0.0379,-0.1094,0.0181,4,8,0
10837.0,334.0,199.0,139.0,139.0,239.0,107.5186,487.3287,110.1136,6.3246,12.3794,139.0,139.0,0.0,0.0,0.25,0.253,0.023,1,5,0
7775.0,240.0,0.0,99.0,99.0,119.0,0.0,329.5743,0.0,73.2888,70.1231,99.0,99.0,874.0,815.0,0.0441,0.1411,0.0094,2,1,1
3595.0,111.0,239.0,119.0,119.0,199.0,78.0785,261.1384,67.082,40.5123,43.8634,119.0,119.0,0.0,0.0,0.427,0.8115,0.0192,4,3,0
6076.0,179.0,99.0,99.0,99.0,159.0,125.9573,255.5905,90.6697,28.2843,49.5025,99.0,99.0,0.0,0.0,0.3516,0.2081,0.0106,9,3,0
1827.0,57.0,99.0,179.0,179.0,219.0,77.4355,57.0351,46.5296,25.318,30.5041,199.0,199.0,418.0,577.0,0.0238,0.1729,0.0222,3,5,0
10014.0,306.0,99.0,179.0,179.0,179.0,163.0598,253.0005,48.0416,121.3425,130.7765,159.0,159.0,278.0,2622.0,0.1875,0.191,0.0106,4,2,1
2234.0,71.0,458.0,379.0,379.0,219.0,372.3657,166.1272,196.367,166.0098,160.8143,179.0,179.0,398.0,179.0,1.9949,2.7764,0.0265,4,4,0
10863.0,335.0,0.0,80.0,80.0,258.0,0.0,128.4338,0.0,80.0625,81.5843,80.0,80.0,0.0,0.0,0.2055,0.123,0.0338,1,1,0
6835.0,204.0,99.0,119.0,119.0,80.0,133.366,224.2644,148.7179,106.7345,113.5275,119.0,119.0,0.0,0.0,0.1829,0.1829,0.0246,6,1,0
10063.0,307.0,159.0,100.0,219.0,139.0,243.654,368.1644,289.4305,48.5412,55.581,219.0,109.5,0.0,0.0,0.2427,0.3547,0.0425,10,1,0
4445.0,137.0,0.0,139.0,139.0,100.0,0.0,764.5826,0.0,154.6302,146.113,139.0,139.0,0.0,0.0,-0.0328,0.1432,0.0173,5,6,0
1456.0,44.0,80.0,80.0,80.0,99.0,65.7742,135.5701,102.2008,46.7172,47.3973,80.0,80.0,0.0,80.0,0.3776,0.2966,0.0054,10,6,0
116.0,4.0,139.0,278.0,278.0,80.0,182.5829,109.0046,276.029,92.5014,98.0,278.0,278.0,0.0,1112.0,0.0895,0.147,0.0351,7,1,0
8606.0,273.0,219.0,219.0,219.0,139.0,127.0118,215.7835,52.2398,78.339,83.8361,219.0,219.0,0.0,0.0,0.0242,0.0222,0.0368,4,2,1
5771.0,171.0,179.0,139.0,139.0,179.0,185.597,195.6847,90.2718,94.6177,103.0,139.0,139.0,0.0,0.0,0.0785,0.049,0.014,3,5,1
10617.0,326.0,0.0,139.0,139.0,139.0,0.0,105.5616,0.0,93.7777,115.4654,139.0,139.0,0.0,0.0,0.1592,0.0342,0.0514,1,1,1
6963.0,211.0,99.0,99.0,99.0,99.0,167.6261,204.8908,111.463,64.1327,58.1055,99.0,99.0,0.0,99.0,0.1038,0.2988,0.0509,2,3,0
850.0,25.0,239.0,159.0,378.0,437.0,624.1036,103.2582,704.3756,79.8326,101.0606,358.0,358.0,2962.0,0.0,0.1441,0.1951,0.0613,7,1,1
5507.0,165.0,139.0,199.0,318.0,298.0,503.5717,117.4266,620.0129,112.0279,107.7613,199.0,199.0,0.0,199.0,0.0765,0.062,0.0208,2,1,1
9283.0,289.0,99.0,100.0,100.0,139.0,430.0291,183.7621,552.2327,125.001,122.6469,80.0,80.0,3160.0,438.0,0.2182,0.1557,0.0039,6,1,0
9327.0,289.0,119.0,80.0,199.0,139.0,407.6622,196.7772,371.0013,33.3804,30.0375,199.0,99.5,0.0,597.0,0.0672,0.2587,0.0096,3,4,1
9319.0,289.0,139.0,99.0,99.0,99.0,172.5493,244.0005,122.9187,45.025,38.0033,179.0,179.0,6363.0,4116.0,0.1172,0.1172,0.0086,4,3,0
6031.0,178.0,80.0,80.0,80.0,139.0,144.2099,848.1327,41.7732,131.5086,135.9458,80.0,80.0,1132.0,99.0,0.2561,0.3536,0.006,10,8,0
1878.0,58.0,179.0,179.0,318.0,80.0,435.1839,109.7463,421.0143,140.6076,91.0014,318.0,159.0,0.0,318.0,0.2394,0.2394,0.0483,1,1,1
7302.0,224.0,119.0,99.0,99.0,80.0,178.085,186.3632,61.7414,148.092,135.8354,99.0,99.0,0.0,0.0,0.0528,0.0753,0.0147,4,2,1
6589.0,195.0,80.0,119.0,119.0,179.0,138.6001,160.3824,114.2804,31.0161,19.2419,119.0,119.0,0.0,0.0,0.077,0.2895,0.027,4,2,1
5358.0,161.0,318.0,139.0,139.0,199.0,177.1588,207.4187,139.0324,43.2926,36.2802,139.0,139.0,0.0,0.0,0.0472,0.0472,0.0167,6,2,1
5525.0,165.0,159.0,139.0,139.0,179.0,655.8363,122.1239,667.012,29.7532,23.0868,259.0,259.0,318.0,259.0,0.0445,0.0585,0.027,5,2,0
2533.0,78.0,259.0,279.0,299.0,199.0,314.4344,155.9848,244.0328,75.6902,116.1034,299.0,149.5,23930.0,0.0,1.9765,1.4535,0.0075,8,3,1
3818.0,122.0,338.0,139.0,139.0,159.0,134.1827,450.0156,40.8167,103.7413,102.6365,139.0,139.0,0.0,0.0,0.0003,0.2633,0.0247,6,4,0
6909.0,209.0,119.0,80.0,80.0,99.0,93.4692,63.6965,94.255,21.9829,35.7806,80.0,80.0,0.0,0.0,0.1698,0.2713,0.0255,5,2,0
7183.0,220.0,0.0,99.0,179.0,179.0,0.0,103.8472,0.0,109.4897,111.7866,179.0,89.5,0.0,0.0,0.1736,0.3986,0.0393,1,1,1
6152.0,181.0,278.0,139.0,517.0,139.0,379.9872,50.4505,466.9529,82.6105,178.0007,517.0,172.3333,0.0,0.0,0.1211,0.3716,0.0606,7,1,1
1066.0,32.0,159.0,239.0,239.0,139.0,211.5095,152.4508,71.4493,140.1749,151.5726,239.0,239.0,0.0,0.0,0.1034,0.1034,0.0724,3,2,1
10881.0,336.0,0.0,199.0,338.0,139.0,0.0,142.5175,0.0,138.37,83.5284,338.0,169.0,0.0,0.0,0.1175,0.1315,0.0288,1,1,0
3383.0,103.0,179.0,179.0,179.0,99.0,645.9106,311.6769,732.2739,103.64,100.02,179.0,179.0,0.0,0.0,-0.014,0.2385,0.0249,7,1,0
643.0,21.0,258.0,179.0,179.0,199.0,121.6409,278.3779,120.6731,10.7005,6.1033,179.0,179.0,2167.0,537.0,0.0696,0.0841,0.0166,2,5,0
4433.0,136.0,238.0,199.0,199.0,199.0,91.3085,95.4529,50.9215,48.0885,50.2842,199.0,199.0,0.0,199.0,0.0487,0.0442,0.0074,5,2,1
6015.0,178.0,159.0,179.0,179.0,80.0,173.693,148.3122,69.029,119.6432,122.1413,179.0,179.0,0.0,0.0,-0.0314,0.1281,0.0133,5,5,1
4932.0,150.0,179.0,139.0,139.0,239.0,180.5028,105.6279,123.0,54.5711,64.5949,139.0,139.0,0.0,0.0,0.1031,0.2356,0.0125,6,3,0
3266.0,99.0,298.0,139.0,139.0,119.0,170.7469,22.3886,95.3362,142.6201,155.8212,139.0,139.0,0.0,0.0,0.162,0.2765,0.0198,9,2,0
6976.0,212.0,159.0,99.0,99.0,80.0,112.641,95.5314,144.9724,73.1095,71.9757,99.0,99.0,2845.0,0.0,0.2178,0.3783,0.0143,2,1,0
1019.0,31.0,278.0,119.0,119.0,99.0,294.7003,121.4434,468.3674,180.5436,161.868,119.0,119.0,0.0,0.0,0.1294,0.1429,0.0102,7,1,1
4425.0,136.0,179.0,139.0,139.0,219.0,195.9751,84.0536,197.0634,24.0832,25.5392,139.0,139.0,219.0,0.0,0.2667,0.2667,0.0052,4,3,0
10011.0,306.0,139.0,139.0,139.0,139.0,423.1229,241.6014,481.2692,56.6083,61.0,139.0,139.0,0.0,1112.0,0.1225,0.1875,0.0093,3,2,1
6700.0,200.0,0.0,159.0,159.0,119.0,200.2255,321.5016,150.1632,55.4301,62.5,119.0,119.0,0.0,0.0,0.0165,0.2751,0.0264,4,5,0
2083.0,66.0,80.0,100.0,100.0,258.0,504.2393,586.3519,578.4203,82.1842,81.1865,218.0,109.0,4931.0,0.0,0.2954,0.1339,0.0218,9,1,1
6885.0,207.0,100.0,119.0,119.0,139.0,230.4566,144.5415,265.9944,35.7946,41.7642,119.0,119.0,0.0,0.0,-0.1466,0.4069,0.0402,8,2,0
570.0,18.0,139.0,139.0,139.0,119.0,129.3223,161.6447,221.4159,99.4309,108.7589,139.0,139.0,0.0,0.0,0.1138,0.1538,0.0229,8,1,0
10482.0,320.0,159.0,119.0,119.0,100.0,201.1796,534.5898,167.863,43.0726,22.9456,119.0,119.0,0.0,0.0,0.0542,0.1647,0.0367,7,5,0
72.0,2.0,139.0,219.0,219.0,417.0,228.6974,0.0,198.3633,32.0351,10.0623,219.0,219.0,0.0,0.0,0.0585,0.0585,0.0204,10,6,1
6129.0,181.0,0.0,99.0,99.0,238.0,0.0,203.702,0.0,57.0088,56.8001,99.0,99.0,0.0,0.0,-0.0094,0.1366,0.0116,2,2,1
7365.0,225.0,139.0,219.0,219.0,139.0,300.72,221.5457,308.1315,11.0114,17.088,278.0,278.0,0.0,278.0,0.0233,0.4033,0.0277,9,4,0
2413.0,76.0,219.0,179.0,179.0,179.0,107.1972,102.2069,119.9208,43.546,23.0326,179.0,179.0,0.0,0.0,-0.4653,0.7267,0.02,3,5,1
6664.0,198.0,179.0,80.0,80.0,119.0,129.4083,151.2457,157.3086,60.0521,42.5441,80.0,80.0,0.0,0.0,0.0635,0.291,0.0192,1,4,0
3730.0,117.0,119.0,199.0,338.0,0.0,600.4759,0.0,668.9589,73.2888,62.9325,338.0,169.0,0.0,0.0,0.1166,0.1166,0.0961,8,1,0
886.0,27.0,338.0,159.0,159.0,318.0,136.8,89.8137,206.4219,77.5016,97.9617,159.0,159.0,0.0,0.0,0.1029,0.1054,0.037,5,1,0
3951.0,127.0,219.0,238.0,238.0,278.0,122.602,179.959,141.4814,51.0882,56.8595,238.0,238.0,278.0,0.0,0.1886,0.2141,0.0315,5,3,1
6356.0,187.0,119.0,139.0,238.0,298.0,256.002,130.5153,326.2591,72.5603,67.0914,238.0,119.0,0.0,238.0,0.253,0.253,0.0349,10,1,1
8842.0,279.0,139.0,139.0,139.0,80.0,229.2477,345.3259,156.0801,69.7209,58.228,139.0,139.0,0.0,0.0,0.0193,0.0958,0.0173,7,5,0
4212.0,134.0,219.0,318.0,318.0,219.0,765.1283,323.7132,765.7323,35.4295,10.5475,318.0,318.0,0.0,0.0,0.1935,0.2075,0.0164,1,2,1
1783.0,56.0,298.0,80.0,179.0,179.0,362.4417,272.9194,201.4051,168.2156,180.3032,179.0,89.5,2665.0,0.0,0.1023,0.2379,0.0269,4,3,1
10112.0,308.0,159.0,100.0,100.0,80.0,68.4124,750.3016,123.0447,40.5216,26.5424,100.0,100.0,0.0,100.0,-0.1053,-0.1053,0.0107,10,5,1
6450.0,191.0,139.0,80.0,80.0,139.0,442.5636,41.5482,439.0558,12.1758,25.1247,80.0,80.0,139.0,0.0,0.3189,0.3484,0.0171,2,5,1
8470.0,267.0,239.0,119.0,318.0,179.0,173.7074,94.1913,237.0844,62.139,68.9003,318.0,159.0,0.0,0.0,0.2242,0.2162,0.0632,3,1,0
3300.0,100.0,219.0,258.0,258.0,179.0,177.5063,52.1943,244.5608,73.4983,83.4161,258.0,258.0,0.0,0.0,-0.1435,-0.07,0.035,6,1,0
2336.0,74.0,199.0,239.0,239.0,219.0,143.8923,155.9848,116.1077,69.3578,89.6228,259.0,259.0,0.0,0.0,0.1557,-0.7208,0.022,2,3,1
7035.0,213.0,80.0,99.0,99.0,318.0,148.0135,376.0618,54.5894,94.1409,93.0121,99.0,99.0,0.0,0.0,0.1698,0.5128,0.0202,9,4,0
2238.0,72.0,0.0,159.0,159.0,279.0,0.0,167.0067,0.0,164.6853,171.4176,159.0,159.0,0.0,0.0,-0.0006,-0.0006,0.024,3,1,0
1134.0,34.0,298.0,119.0,397.0,219.0,67.0671,261.8229,33.3766,41.1886,74.5419,397.0,132.3333,0.0,0.0,0.1938,0.3893,0.0513,6,3,0
9734.0,300.0,0.0,199.0,199.0,139.0,0.0,364.1473,0.0,49.3964,46.4247,199.0,199.0,0.0,0.0,0.018,0.079,0.0622,4,3,1
4792.0,148.0,139.0,199.0,557.0,457.0,803.5006,64.2748,942.0642,143.5009,60.879,557.0,185.6667,8291.0,995.0,0.3586,0.3586,0.0318,1,1,1
9326.0,289.0,219.0,199.0,358.0,139.0,190.19,407.6622,244.7897,46.9707,5.8523,218.0,109.0,12364.0,2640.0,0.0822,0.2587,0.0105,3,2,1
3616.0,112.0,99.0,99.0,99.0,159.0,332.6278,150.1949,399.3257,59.3317,80.5062,99.0,99.0,0.0,0.0,0.3245,0.496,0.0306,2,1,1
6168.0,182.0,139.0,219.0,219.0,179.0,158.2561,100.8179,138.2787,27.5045,32.5,219.0,219.0,0.0,0.0,0.0736,0.0736,0.0271,1,3,0
10128.0,309.0,318.0,199.0,199.0,239.0,485.7309,225.2293,537.3584,54.4059,61.0451,199.0,199.0,0.0,0.0,0.1727,-0.0453,0.0236,4,1,1
1439.0,44.0,139.0,99.0,99.0,179.0,111.0281,114.1337,70.342,41.512,39.6232,99.0,99.0,616.0,2743.0,0.1921,0.2496,0.0066,6,2,1
8441.0,266.0,179.0,219.0,219.0,179.0,211.9257,95.8188,275.0,62.1691,56.7671,219.0,219.0,0.0,0.0,-0.0343,0.0437,0.0401,3,1,1
6277.0,185.0,139.0,139.0,139.0,119.0,77.1314,112.8207,156.0833,81.4816,59.7181,139.0,139.0,219.0,0.0,0.258,0.0615,0.0206,3,1,0
5433.0,163.0,179.0,80.0,80.0,119.0,729.1257,229.2886,781.1716,53.7587,49.1172,80.0,80.0,0.0,0.0,0.3137,0.6357,0.0087,9,1,0
5535.0,165.0,139.0,80.0,80.0,80.0,606.7125,296.527,628.996,32.0156,33.0341,80.0,80.0,0.0,0.0,0.0805,0.8215,0.0083,8,3,0
6565.0,194.0,99.0,139.0,139.0,80.0,322.8258,135.5083,256.0176,75.2861,81.0015,318.0,159.0,0.0,318.0,0.162,0.419,0.0322,8,5,0
4655.0,144.0,99.0,139.0,139.0,179.0,356.6402,105.8702,408.0012,49.2443,48.5,139.0,139.0,0.0,278.0,-0.0683,-0.0238,0.0152,3,1,0
3261.0,99.0,80.0,119.0,119.0,139.0,165.5272,84.537,85.8429,76.3217,83.0136,119.0,119.0,0.0,0.0,0.213,0.2765,0.017,8,2,0
1855.0,58.0,159.0,239.0,239.0,179.0,442.0025,88.8735,537.7295,110.3143,106.0424,239.0,239.0,0.0,239.0,0.1283,0.2154,0.0363,4,1,0
2409.0,76.0,219.0,239.0,239.0,199.0,115.1271,338.0444,93.1075,44.3847,56.1805,140.0,140.0,338.0,0.0,0.8567,0.3057,0.0157,2,4,0
9943.0,305.0,119.0,159.0,159.0,99.0,1069.5379,201.4907,110.1635,1148.3777,72.9932,159.0,159.0,0.0,0.0,0.325,0.1175,0.0257,8,3,0
9164.0,287.0,100.0,99.0,99.0,179.0,68.0625,83.9434,117.4564,67.7827,86.3264,99.0,99.0,0.0,0.0,0.3167,0.2002,0.0101,9,1,1
4225.0,134.0,139.0,219.0,219.0,179.0,77.1524,294.6375,154.7676,96.1769,107.5012,219.0,219.0,0.0,0.0,0.029,0.005,0.0113,4,1,0
971.0,30.0,139.0,219.0,219.0,199.0,101.0111,94.5304,92.6175,60.2764,53.5584,219.0,219.0,0.0,0.0,0.2094,0.1449,0.0225,9,1,1
6195.0,183.0,179.0,139.0,338.0,199.0,433.9484,215.2324,554.3789,151.5033,61.7454,338.0,169.0,0.0,0.0,-0.0449,0.1946,0.0325,1,1,0
2089.0,66.0,80.0,80.0,80.0,80.0,178.5252,267.0117,125.004,57.2713,50.1523,179.0,179.0,0.0,179.0,0.1229,0.1859,0.0179,8,3,0
6061.0,179.0,298.0,139.0,139.0,258.0,98.1644,78.2768,52.8015,40.5123,48.1274,139.0,139.0,397.0,139.0,0.1016,0.2841,0.0149,6,2,1
1803.0,57.0,139.0,179.0,179.0,99.0,179.0175,279.2535,106.9205,79.2275,70.6045,179.0,179.0,99.0,0.0,0.0254,0.2743,0.02,7,6,0
1.0,1.0,0.0,100.0,100.0,99.0,0.0,382.8998,0.0,62.0081,58.8218,100.0,100.0,0.0,0.0,0.0095,0.145,0.0131,4,3,1
3530.0,109.0,99.0,100.0,100.0,119.0,101.1781,294.5505,30.0,90.1388,101.5197,100.0,100.0,0.0,0.0,0.2365,0.105,0.025,5,2,0
5650.0,168.0,0.0,99.0,99.0,99.0,0.0,747.9215,0.0,384.0963,386.2062,99.0,99.0,0.0,0.0,0.139,0.2555,0.0095,4,4,1
9596.0,296.0,100.0,179.0,179.0,119.0,697.775,265.5772,833.6624,142.5009,136.0588,179.0,179.0,775.0,0.0,0.0176,0.0621,0.0201,3,1,0
7166.0,219.0,179.0,80.0,219.0,80.0,124.1934,190.3004,77.3886,49.0102,53.1507,219.0,109.5,219.0,0.0,0.0596,0.0781,0.0348,7,3,0
5068.0,154.0,239.0,139.0,139.0,139.0,83.7257,47.9296,39.9625,53.7448,60.0354,139.0,139.0,0.0,0.0,0.1508,0.1818,0.0161,4,3,1
3564.0,110.0,99.0,139.0,139.0,278.0,85.3756,354.9704,144.3918,59.4348,47.6366,139.0,139.0,0.0,139.0,0.142,0.058,0.0215,7,4,0
4842.0,148.0,219.0,179.0,179.0,219.0,132.0606,103.0594,82.0244,45.511,65.025,179.0,179.0,0.0,358.0,0.1916,0.1581,0.0102,1,2,1
5356.0,161.0,358.0,179.0,179.0,318.0,187.8224,473.6465,103.0194,75.4255,85.6519,179.0,179.0,0.0,0.0,0.1332,0.0472,0.0215,5,3,1
1231.0,38.0,199.0,159.0,159.0,298.0,101.2978,194.2897,130.1768,39.6138,47.8592,258.0,129.0,0.0,0.0,0.0258,0.0418,0.0396,6,1,0
809.0,24.0,80.0,159.0,159.0,258.0,274.6643,296.0068,252.0079,19.78,17.2409,159.0,159.0,0.0,0.0,0.1211,0.1796,0.0176,7,3,0
7798.0,240.0,100.0,179.0,179.0,139.0,432.6413,56.8243,442.8476,10.2956,24.5051,179.0,179.0,139.0,0.0,0.1456,0.1201,0.0171,9,2,1
4276.0,135.0,179.0,179.0,179.0,179.0,56.7979,212.5147,135.9485,86.539,69.1466,179.0,179.0,0.0,596.0,0.2775,0.214,0.0111,2,1,0
9538.0,294.0,179.0,119.0,119.0,99.0,272.3279,235.5021,304.5866,35.2278,47.0558,119.0,119.0,0.0,0.0,0.2606,0.6081,0.02,5,1,1
1361.0,42.0,238.0,99.0,99.0,99.0,222.1041,123.5364,165.7739,48.3141,50.0849,99.0,99.0,0.0,0.0,0.1812,0.8872,0.0106,9,2,0
3097.0,94.0,20.0,239.0,239.0,20.0,49.0408,121.5504,40.3113,12.1037,16.2788,239.0,239.0,0.0,0.0,1.6651,1.9801,0.0402,2,2,0
6931.0,210.0,159.0,179.0,278.0,99.0,186.8596,129.0087,184.1657,47.7127,78.5828,278.0,139.0,0.0,278.0,0.1333,0.3973,0.0744,1,3,1
3985.0,129.0,179.0,99.0,99.0,298.0,174.2326,246.3341,152.0526,26.1008,30.2076,99.0,99.0,0.0,0.0,-0.0499,0.1166,0.0087,6,4,0
1884.0,58.0,99.0,80.0,80.0,139.0,242.0186,145.4519,121.2642,116.1303,120.5041,80.0,80.0,0.0,180.0,0.0934,0.2173,0.0122,2,2,1
7682.0,236.0,99.0,139.0,139.0,219.0,678.6151,244.2335,741.9677,99.9562,96.6139,99.0,99.0,0.0,0.0,0.2906,0.2041,0.0099,7,1,0
10106.0,308.0,139.0,159.0,159.0,100.0,175.5007,293.5273,134.1343,44.6794,45.5988,159.0,159.0,0.0,0.0,0.2347,0.2507,0.017,9,2,1
8352.0,261.0,179.0,179.0,179.0,179.0,92.8924,59.8018,92.6175,76.5278,69.9893,179.0,179.0,0.0,0.0,0.3884,0.3339,0.0292,9,1,1
7641.0,236.0,0.0,139.0,139.0,139.0,0.0,245.6242,0.0,61.1658,64.9942,139.0,139.0,0.0,0.0,0.1871,0.2616,0.0139,2,1,1
8032.0,250.0,219.0,179.0,318.0,199.0,269.5019,181.5991,166.1084,103.2049,50.2021,318.0,159.0,0.0,0.0,0.0603,0.2823,0.0559,1,4,1
1629.0,50.0,179.0,199.0,199.0,159.0,104.4761,116.5011,125.3994,50.0,47.6681,199.0,199.0,0.0,0.0,0.0716,0.1031,0.0455,5,1,1
912.0,28.0,258.0,99.0,99.0,119.0,203.81,95.7079,269.7425,61.2413,55.644,99.0,99.0,0.0,0.0,0.1529,0.0924,0.0106,9,6,1
10130.0,309.0,239.0,179.0,179.0,179.0,240.6502,128.5243,283.7199,43.9118,56.1471,179.0,179.0,0.0,0.0,-0.0703,0.0647,0.0212,5,1,0
4364.0,136.0,398.0,239.0,239.0,179.0,225.5355,159.0503,214.3362,17.4141,10.5948,278.0,139.0,0.0,278.0,0.0377,0.0137,0.0104,3,3,0
9043.0,284.0,119.0,99.0,198.0,119.0,256.0005,335.0302,118.0678,135.0037,134.0457,198.0,99.0,0.0,0.0,0.2422,0.3797,0.0232,8,3,0
9735.0,300.0,199.0,139.0,139.0,179.0,364.1473,199.5157,403.2096,61.1882,75.8238,139.0,139.0,0.0,0.0,0.0565,0.0885,0.0434,1,1,1
10927.0,336.0,179.0,80.0,80.0,219.0,1445.4747,718.3572,23.4094,95.5196,93.9747,80.0,80.0,0.0,0.0,0.2675,0.473,0.0068,9,6,1
10785.0,332.0,139.0,159.0,159.0,99.0,163.5008,84.5931,200.8233,58.5235,47.9505,159.0,159.0,0.0,0.0,0.0205,0.1515,0.0354,6,1,1
1056.0,31.0,139.0,239.0,239.0,179.0,79.5016,299.2825,12.0416,61.0512,215.5006,218.0,109.0,3599.0,218.0,0.1934,0.4949,0.0187,3,4,0
4392.0,136.0,179.0,139.0,537.0,258.0,158.749,534.8724,95.0789,68.0294,259.3781,537.0,179.0,0.0,0.0,0.3742,0.4992,0.0201,7,4,1
7290.0,224.0,0.0,139.0,139.0,179.0,0.0,264.4844,0.0,34.6446,34.2126,139.0,139.0,0.0,0.0,0.1763,0.1138,0.0207,1,2,1
8393.0,264.0,99.0,159.0,159.0,99.0,80.9151,59.1354,67.1193,45.2217,61.565,159.0,159.0,0.0,0.0,0.3132,0.1682,0.0359,3,1,0
8419.0,265.0,99.0,99.0,99.0,139.0,163.0192,466.7574,123.1787,41.9762,44.1163,99.0,99.0,0.0,0.0,0.0342,0.2142,0.0208,1,5,1
3508.0,108.0,80.0,99.0,99.0,199.0,143.7228,113.0531,142.2744,10.5119,6.8007,99.0,99.0,199.0,0.0,0.0583,0.1548,0.019,6,6,1
4504.0,139.0,0.0,139.0,139.0,139.0,0.0,363.3098,0.0,112.5444,104.1597,139.0,139.0,3697.0,0.0,-0.0908,0.1662,0.0362,4,5,1
6788.0,203.0,80.0,99.0,99.0,119.0,172.7614,217.0052,148.6607,22.6991,26.5,99.0,99.0,0.0,0.0,0.2184,0.2729,0.0102,9,5,0
10334.0,315.0,139.0,179.0,179.0,139.0,201.2014,612.0182,106.7942,93.4679,103.64,179.0,179.0,0.0,0.0,-0.0972,0.3363,0.0238,6,4,1
5469.0,164.0,179.0,139.0,278.0,139.0,261.5808,238.1344,110.6526,145.3109,91.1112,278.0,139.0,0.0,0.0,0.0972,0.2187,0.0237,6,3,1
2901.0,88.0,179.0,179.0,179.0,458.0,463.0432,240.5546,580.181,121.0806,145.6237,418.0,139.3333,119.0,418.0,0.2477,0.0692,0.065,3,4,0
10109.0,308.0,179.0,358.0,358.0,80.0,195.0641,279.004,117.3882,85.2115,94.541,358.0,358.0,0.0,0.0,0.2507,-0.0603,0.0383,10,2,1
9515.0,293.0,139.0,298.0,298.0,179.0,283.317,127.4019,189.0238,97.0696,75.1066,259.0,259.0,1611.0,3462.0,0.2401,0.2226,0.018,2,5,0
569.0,18.0,139.0,139.0,139.0,139.0,129.2604,129.3223,21.1896,111.3643,101.6132,139.0,139.0,0.0,0.0,0.1138,0.1538,0.0229,7,2,1
2123.0,67.0,219.0,179.0,179.0,160.0,122.6469,217.3045,34.7851,97.9005,95.3231,179.0,179.0,0.0,0.0,1.3839,2.9684,0.0708,1,2,1
