CountryID,Gender,ageRDATE,p2sumstake,p2sumbet,p2sumday,p2intvday,p2bpd,p2net,p2bpd1m,p2stakeSD1m,p2totalactivedays1m,p2stakeSlope1m,target
276.0,1.0,25.0,150.69,43.0,13.0,90.0,3.307692308,-20.06,4.5,19.06739246,8.0,-0.324439195,1.0
276.0,1.0,37.0,30894.31,4538.0,346.0,520.0,13.11560694,9010.49,15.37931034,71.00142757,29.0,0.108356764,0.0
276.0,1.0,24.0,588.59,99.0,48.0,177.0,2.0625,102.02,2.8,2.186023788,5.0,0.070897865,0.0
276.0,1.0,24.0,21915.09,2497.0,120.0,466.0,20.80833333,2583.31,10.42857143,25.45639044,7.0,0.589678326,0.0
380.0,1.0,32.0,52336.13,4289.0,341.0,716.0,12.57771261,6574.99,1.818181818,41.50847668,11.0,-0.007643212,0.0
616.0,1.0,20.0,512.258,12.0,10.0,404.0,1.2,53.2318,1.4,37.32391195,5.0,-0.387384762,0.0
616.0,1.0,24.0,110.2811,35.0,13.0,170.0,2.692307692,24.3497,2.6,4.421269574,10.0,-0.021601801,0.0
276.0,1.0,18.0,33.82,22.0,11.0,371.0,2.0,3.27,2.666666667,8.144527815,3.0,0.836988217,0.0
300.0,0.0,30.0,198.54,49.0,41.0,384.0,1.195121951,24.86,1.0,2.651650429,8.0,0.153197182,0.0
250.0,1.0,26.0,44637.2501,4347.0,340.0,723.0,12.78529412,2668.3601,8.15,44.67957629,20.0,0.064565574,0.0
276.0,1.0,20.0,76.69,36.0,13.0,253.0,2.769230769,5.51,2.777777778,3.379806865,9.0,-0.114525829,1.0
300.0,1.0,24.0,39056.24,1065.0,194.0,678.0,5.489690722,-86.1,4.9,310.0623116,20.0,-0.064995081,0.0
276.0,1.0,26.0,11995.9171,839.0,130.0,555.0,6.453846154,856.7171,12.83333333,64.13519178,12.0,-0.019357759,0.0
616.0,1.0,28.0,1065.0196,54.0,27.0,336.0,2.0,75.0631,1.875,35.93630558,8.0,0.515544561,1.0
276.0,1.0,19.0,113.0,5.0,5.0,245.0,1.0,107.42,1.0,3.181980515,2.0,0.139761942,0.0
276.0,1.0,58.0,462.58,220.0,77.0,390.0,2.857142857,8.66,4.5,2.162671831,14.0,-0.036086039,1.0
276.0,1.0,19.0,136.17,218.0,28.0,235.0,7.785714286,9.73,9.6,5.326683055,20.0,0.027577056,0.0
276.0,1.0,26.0,20.15,10.0,5.0,291.0,2.0,-4.0,2.333333333,2.857883832,3.0,2.47e-17,0.0
724.0,1.0,31.0,17491.5141,1111.0,82.0,549.0,13.54878049,2523.2441,11.53846154,28.52726107,13.0,0.067412849,0.0
792.0,1.0,18.0,155.2612,121.0,20.0,474.0,6.05,43.4132,1.5,2.041346567,2.0,0.693164501,1.0
276.0,1.0,39.0,63272.54,3712.0,229.0,525.0,16.20960699,7922.06,11.6,305.1470156,20.0,0.186694097,0.0
276.0,1.0,39.0,1811.94,464.0,77.0,316.0,6.025974026,98.03,3.8,12.70458749,10.0,0.060558265,1.0
276.0,1.0,43.0,71616.15,2671.0,171.0,442.0,15.61988304,5081.94,17.48275862,226.2029256,29.0,0.009455592,0.0
276.0,1.0,22.0,2079.22,211.0,58.0,279.0,3.637931034,570.82,6.714285714,87.97717504,7.0,-0.076098368,0.0
276.0,1.0,34.0,38280.7988,912.0,67.0,581.0,13.6119403,9288.9988,4.5,35.35533906,2.0,1.252762968,0.0
276.0,1.0,19.0,408.42,149.0,28.0,279.0,5.321428571,75.59,6.928571429,6.112607086,14.0,0.043572461,1.0
208.0,1.0,19.0,110639.5942,3675.0,300.0,667.0,12.25,5009.6085,13.08333333,196.2474646,24.0,0.031879836,0.0
276.0,1.0,26.0,59.22,45.0,14.0,392.0,3.214285714,14.0,3.555555556,2.564361519,9.0,-0.054916122,0.0
792.0,1.0,38.0,2508.8944,408.0,78.0,334.0,5.230769231,89.9637,6.904761905,35.42005859,21.0,0.111376747,1.0
276.0,1.0,21.0,44.23,34.0,20.0,423.0,1.7,5.88,2.75,1.707825128,4.0,0.042918163,0.0
250.0,1.0,25.0,1861.29,156.0,24.0,61.0,6.5,-61.9,7.19047619,87.98649951,21.0,0.064175554,1.0
191.0,1.0,23.0,8691.44,690.0,56.0,315.0,12.32142857,741.75,5.454545455,9.850046977,11.0,0.010594836,0.0
276.0,1.0,26.0,299.28,110.0,17.0,394.0,6.470588235,71.52,7.636363636,12.88914025,11.0,-0.130798207,1.0
276.0,1.0,30.0,153.62,25.0,18.0,477.0,1.388888889,72.03,1.25,1.132077736,4.0,-0.002702867,0.0
40.0,1.0,18.0,5354.12,114.0,47.0,530.0,2.425531915,37.81,3.666666667,36.84055423,9.0,-0.093466879,0.0
826.0,1.0,29.0,68534.2577,1855.0,121.0,357.0,15.33057851,-1534.1259,4.666666667,33.1735767,3.0,-0.191915503,1.0
380.0,1.0,22.0,15728.53,613.0,38.0,42.0,16.13157895,535.05,16.25925926,275.6291028,27.0,0.05074373,0.0
792.0,1.0,20.0,147.1626,48.0,23.0,562.0,2.086956522,50.1415,4.0,3.215256972,4.0,-0.567815361,1.0
276.0,1.0,33.0,17.12,11.0,7.0,55.0,1.571428571,-0.75,1.8,1.395707706,5.0,0.052324814,1.0
250.0,1.0,39.0,80.0,6.0,4.0,258.0,1.5,80.0,1.5,7.071067812,2.0,-0.693147181,0.0
250.0,0.0,25.0,13294.41,3688.0,103.0,563.0,35.80582524,900.49,43.66666667,99.73395603,9.0,-0.331875266,1.0
724.0,1.0,35.0,14356.8167,927.0,104.0,378.0,8.913461538,1382.3567,1.666666667,50.64911977,3.0,-0.168236118,1.0
208.0,1.0,24.0,1607.1307,70.0,34.0,659.0,2.058823529,167.4782,1.571428571,33.52974596,7.0,0.188974283,0.0
724.0,1.0,21.0,660.11,100.0,25.0,293.0,4.0,66.19,3.5,11.32475165,4.0,-0.156106433,1.0
276.0,0.0,34.0,1577.56,126.0,32.0,472.0,3.9375,592.83,5.555555556,81.09425243,9.0,0.008381253,0.0
276.0,1.0,24.0,179.64,90.0,23.0,74.0,3.913043478,33.0,1.0,0.2,4.0,0.058778666,1.0
276.0,1.0,18.0,637.7,440.0,50.0,125.0,8.8,91.73,3.578947368,10.76635106,19.0,-0.123980795,0.0
276.0,1.0,18.0,75.23,52.0,13.0,187.0,4.0,5.79,5.0,9.054141594,5.0,0.623335379,1.0
276.0,1.0,44.0,2813.746,3930.0,292.0,575.0,13.45890411,543.586,10.40909091,14.1956307,22.0,0.007874385,0.0
276.0,1.0,24.0,1952.67,137.0,63.0,341.0,2.174603175,-18.23,1.0,3.132939913,8.0,-0.100958693,0.0
250.0,1.0,30.0,6272.64,1995.0,109.0,368.0,18.30275229,786.58,18.83333333,23.38967229,12.0,0.159582661,0.0
276.0,1.0,26.0,106.49,21.0,7.0,191.0,3.0,10.4,2.333333333,2.88444102,3.0,0.255412812,0.0
276.0,1.0,19.0,999.84,207.0,15.0,288.0,13.8,44.97,3.142857143,4.801506708,7.0,-0.258538318,0.0
616.0,1.0,22.0,319.5208,18.0,4.0,75.0,4.5,107.1363,5.333333333,40.7534511,3.0,-0.31988469,0.0
380.0,1.0,31.0,842.84,264.0,67.0,148.0,3.940298507,99.17,3.5,3.086048089,18.0,0.05311139,1.0
276.0,1.0,33.0,27069.35,94.0,35.0,168.0,2.685714286,2964.28,1.5,636.3961031,2.0,-2.302585093,1.0
724.0,1.0,20.0,1194.71,229.0,42.0,409.0,5.452380952,-15.42,3.0,6.125968631,4.0,0.330005078,0.0
40.0,1.0,36.0,1111.05,127.0,58.0,379.0,2.189655172,161.28,2.4,34.14088458,10.0,0.130673879,1.0
276.0,1.0,44.0,87421.7852,7877.0,126.0,133.0,62.51587302,6988.4552,40.90322581,183.3178927,31.0,0.020869835,0.0
276.0,1.0,48.0,13790.7,2167.0,255.0,521.0,8.498039216,3064.75,10.40740741,65.04080982,27.0,-0.0478358,0.0
380.0,1.0,36.0,1670.0,45.0,11.0,155.0,4.090909091,114.0,6.0,127.8997003,3.0,0.279807894,1.0
276.0,1.0,25.0,48058.5,1301.0,85.0,319.0,15.30588235,4529.25,26.73684211,774.5513017,19.0,0.023858873,1.0
276.0,1.0,37.0,87.79,18.0,13.0,347.0,1.384615385,5.54,1.666666667,6.322214802,6.0,-0.218643607,0.0
276.0,1.0,48.0,1679.93,279.0,27.0,281.0,10.33333333,167.71,13.625,41.88305861,8.0,-0.129686348,0.0
276.0,1.0,28.0,14903.87,932.0,67.0,634.0,13.91044776,1237.25,27.66666667,160.0538998,3.0,2.524928004,1.0
276.0,1.0,31.0,2273.85,119.0,18.0,249.0,6.611111111,486.08,8.666666667,121.7662455,12.0,-0.246426406,1.0
276.0,0.0,22.0,179.94,56.0,21.0,402.0,2.666666667,62.69,1.333333333,2.48837966,3.0,-0.990250797,1.0
620.0,1.0,18.0,738.1,362.0,41.0,220.0,8.829268293,61.26,10.35,5.764592901,20.0,-0.086079784,0.0
380.0,1.0,28.0,2058.468,590.0,42.0,340.0,14.04761905,148.208,25.25,83.55772128,20.0,-0.272977328,0.0
300.0,0.0,31.0,121.17,115.0,44.0,472.0,2.613636364,18.1,4.285714286,5.387020268,14.0,-0.090044526,1.0
276.0,0.0,24.0,9526.38,1021.0,85.0,288.0,12.01176471,797.65,23.5625,56.08918981,16.0,0.045957445,0.0
276.0,1.0,21.0,1413.64,212.0,73.0,472.0,2.904109589,302.67,3.166666667,4.316950383,12.0,0.132859945,0.0
276.0,1.0,23.0,1611.68,52.0,8.0,371.0,6.5,370.62,6.0,162.7238049,4.0,1.394003594,0.0
276.0,1.0,21.0,222.4,93.0,23.0,658.0,4.043478261,8.24,7.5,15.476641,6.0,-0.066102869,0.0
276.0,1.0,21.0,27865.9,99.0,22.0,47.0,4.5,1137.58,2.7,379.0282841,10.0,0.186769431,0.0
792.0,1.0,18.0,143.0936,11.0,6.0,36.0,1.833333333,5.4223,2.25,20.60693902,4.0,0.047479928,0.0
276.0,1.0,29.0,3489.55,605.0,137.0,700.0,4.416058394,326.25,5.285714286,72.23910998,14.0,-0.059929302,0.0
276.0,1.0,26.0,2419.65,228.0,52.0,417.0,4.384615385,520.79,14.75,97.97268786,4.0,-0.256776314,0.0
616.0,0.0,40.0,8.4015,7.0,6.0,85.0,1.166666667,1.0844,1.25,0.503272507,4.0,-0.117018035,1.0
276.0,1.0,28.0,5429.41,306.0,21.0,505.0,14.57142857,1233.37,6.0,17.67766953,2.0,0.260531083,1.0
276.0,1.0,27.0,601.51,80.0,29.0,255.0,2.75862069,24.2,2.8,4.904071778,5.0,-0.3811263,0.0
276.0,1.0,22.0,17157.3633,465.0,61.0,306.0,7.62295082,737.9733,10.42857143,176.5682296,14.0,0.291156077,0.0
616.0,0.0,30.0,301.7042,66.0,11.0,619.0,6.0,123.8302,8.0,19.01707119,2.0,0.76784877,0.0
792.0,1.0,18.0,178.7884,66.0,16.0,435.0,4.125,34.1209,1.333333333,1.80145,3.0,-0.394221111,0.0
250.0,1.0,22.0,1254.8744,55.0,21.0,658.0,2.619047619,58.9644,3.25,32.50851209,4.0,-0.121162609,0.0
792.0,1.0,46.0,11886.3641,1777.0,299.0,444.0,5.943143813,410.9992,3.461538462,12.2758666,13.0,0.098663908,1.0
276.0,1.0,19.0,28041.3862,1617.0,145.0,677.0,11.15172414,-3356.9438,7.0,8.486185931,14.0,0.098968822,1.0
792.0,1.0,22.0,260.9967,248.0,27.0,67.0,9.185185185,32.7227,6.842105263,5.86650412,19.0,-0.091101932,0.0
616.0,0.0,20.0,1039.472,68.0,34.0,488.0,2.0,-59.2803,2.6875,86.95670612,16.0,-0.008863304,0.0
276.0,1.0,33.0,5328.43,2119.0,180.0,290.0,11.77222222,881.12,20.64285714,27.78756442,14.0,0.089768374,1.0
276.0,1.0,20.0,6316.065,357.0,52.0,233.0,6.865384615,1929.005,7.666666667,149.2600992,6.0,-0.440742619,1.0
250.0,0.0,26.0,161.5956,53.0,14.0,673.0,3.785714286,60.3656,3.5,26.47153739,4.0,0.492769082,0.0
276.0,1.0,40.0,62.95,52.0,13.0,305.0,4.0,11.04,4.5,5.536498216,8.0,-0.39656203,1.0
792.0,1.0,24.0,16244.0921,593.0,161.0,523.0,3.683229814,-357.4791,3.588235294,13.26050926,17.0,-0.024681396,1.0
724.0,1.0,24.0,113.43,34.0,22.0,383.0,1.545454545,50.93,1.375,7.787065741,8.0,-0.252150218,0.0
40.0,0.0,21.0,120.22,93.0,24.0,211.0,3.875,7.93,5.363636364,8.770767355,11.0,-0.107276447,1.0
250.0,1.0,18.0,3027.74,389.0,48.0,265.0,8.104166667,19.54,12.09090909,123.6202352,22.0,0.060589307,0.0
276.0,1.0,19.0,318.09,141.0,22.0,373.0,6.409090909,86.08,1.5,0.75,4.0,0.207944154,0.0
276.0,1.0,24.0,31.7,20.0,9.0,71.0,2.222222222,10.6,3.5,5.656854249,2.0,1.299282984,1.0
300.0,1.0,36.0,238.65,37.0,19.0,461.0,1.947368421,-51.67,3.285714286,7.810249676,7.0,-0.203942537,0.0
380.0,1.0,19.0,180.2,18.0,8.0,451.0,2.25,6.0,2.0,11.18606276,5.0,0.15040774,0.0
380.0,1.0,27.0,42.5,9.0,5.0,354.0,1.8,25.87,2.0,11.66726189,2.0,1.078809661,0.0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
353.7006608466361,1.0,22.94490087300459,169.77231202569118,15.698807824080657,7.342516521165902,442.4527147751568,2.1130242751333155,35.267877060299874,2.0,9.664440777549451,4.342516521165902,0.22623606111755284,0.0
398.7307710435736,0.36097285601051066,39.1415157358003,387.5329846107251,121.71199134477779,31.443891424042043,299.46708378861416,3.8178333874199186,44.486590498873845,2.781033175845148,5.954150251063169,7.917081431968468,-0.15327986574505958,0.6390271439894893
107.66415671140993,1.0,32.70629977249458,2107.278652696419,182.29337492748363,52.42646650978305,591.9720492037311,4.31384090855478,587.1017160633194,1.4095893264631305,2.495090208648518,3.4335626421908882,-0.5005390229126347,0.0
664.8392556440767,1.0,24.753564448922628,5553.5983855637205,644.7385845481772,37.8614750674334,164.5742204309483,7.7996415915633275,688.8672116681738,4.642272981839005,16.619295860501662,4.739306653232112,1.0484074062762978,0.7535644489226293
276.0,1.0,23.506601773797,3071.6075847297734,670.8644854056929,58.64489206181962,325.64332835879895,7.509171748165578,639.2374437514518,6.869556405750245,10.504059959973054,14.22533008868985,0.020091097725522995,1.0
276.0,1.0,27.933302430738053,7539.343024264236,319.32632482413817,67.79459842575966,246.0203083879594,3.471376094207684,628.2056953550205,4.130350160538064,133.3185560435376,12.051234508827768,0.21064799245783344,1.0
554.0182368968502,1.0,23.689639738033332,7490.586827631433,468.63627183858296,44.90940365742082,540.7884593349708,7.907615386505716,625.5944692889931,14.106991677433868,103.88931554135803,4.616385098237501,1.2992808916484853,0.46120496725416626
751.1213417623045,1.0,25.048208085352723,871.7008149361831,222.8333643344641,18.221757192622523,306.3883928581584,12.348681495426668,34.00797599196348,19.828057828911838,113.71144024533324,8.971075148788367,-0.33517918795642304,1.0
576.3801889050092,1.0,27.824836111589256,5471.608677839261,2815.081930785406,268.9570277989527,503.99344446357014,8.990808789257557,320.858656412827,10.386890000737704,37.816733245374174,25.802986112818765,0.07279254015862455,0.0
270.37657729764464,1.0,20.78371451144787,205.90277492471546,65.95682170268422,16.002563076428764,173.46569396969159,4.043257097710426,16.597313663820422,3.973124506207782,12.074387662581092,6.595425862625546,0.5186308121511879,0.7837145114478712
276.0,1.0,18.768593717270733,1526.3865702219912,422.109424093899,31.04969005288275,323.0493696324003,8.439303262617408,136.26079489157743,8.75806497927853,18.67384339034762,5.702500523668256,0.9749129546918003,1.0
285.231146550763,1.0,30.846106681154616,348.83442718014123,33.30778663769077,17.07704885025435,498.00081752665324,2.0094821381077033,25.225381156618006,3.0403005265847343,10.70728109328844,5.461475574872823,-0.08155309185124482,0.3846311062817941
473.6693868158635,1.0,26.352755109867804,18501.618058711196,1458.7065536197697,151.8331118418081,626.9992092169382,11.51718762472573,2394.3563494509162,20.78524145767227,113.22482102412765,11.23622445066098,1.4684968607956173,0.588188777466951
293.4311164093598,1.0,24.98015522358232,1072.2658662858737,301.10151638937515,25.390853729702755,338.99338507452745,7.872116371212786,26.43396732886756,13.296447760013343,44.64345736186064,11.947080596219516,0.0011050114745703443,0.5033074627362802
276.0,1.0,19.98286118210636,2141.1534443421983,118.93577292569125,41.56558099049003,358.4627480831282,2.6180175539965247,13.920048171589695,4.396700894561707,88.6869646036829,15.094263498415005,-0.06127257527321795,0.008569408946818569
273.8402474690657,1.0,20.166134810071874,170.86348240411684,19.23962879640153,10.913741455395304,386.5879518906372,1.6846496413183798,29.059193574804056,1.645367958812889,3.3487669965146902,2.166134810071873,0.19454293175091197,0.0
342.96919336042345,1.0,32.7954109638828,1161.1784150081676,52.477374417606796,20.25770165989413,284.96388868697534,3.269421483915475,75.9183017958461,4.575738206170134,85.88390425935025,2.643934551542533,-1.0187997290569568,0.6439345515425333
312.18267467434475,1.0,40.910600331192335,9008.628609620806,691.9028496577336,170.37420231834633,262.4063073083796,7.598375439731062,360.26388576645536,6.681476643037921,97.01236908086167,18.522834334293094,-0.03129451936369389,0.0
782.8377514467896,1.0,27.290562138302576,461.5977853523603,62.92364900004917,14.56309665958179,142.35207127675267,3.9970886152133254,38.87883490774804,2.8136267260639602,14.46018383836121,5.018027617023369,0.9200378652487435,1.0
665.6519773010783,1.0,23.142070691235183,4515.037405556879,506.2345949302869,77.05800378315361,551.5664477111561,4.9697133625478775,349.8151770708566,5.520967668029684,10.744884268133728,16.796255418042065,0.059241167478005424,1.0
679.8358546218662,1.0,20.911888841672734,239.2828303182525,32.87085249713928,9.077852072193902,237.12856259076247,4.0566954540954185,72.15240187824816,4.772006148373164,28.30146016291114,6.989740913866638,-0.24156695033946549,0.0
41.76888649352001,1.0,30.117144800895364,10433.668324793065,583.3735638739361,84.97974713513166,330.0383195355794,6.770764338055596,1547.5649585591268,12.704118286312077,69.35011860567067,4.304576482327948,-1.0620430013793531,0.9882855199104635
583.107727636685,0.09674197753916158,29.22606417968671,1284.9466549183405,144.05717087892884,37.29022593261748,133.02359195803447,3.8248025394213516,252.42406679559406,4.8208296949974265,27.690808522256987,17.129322202147545,0.08478905667609145,1.0
276.0,1.0,32.63630697087218,52203.74513029448,4536.736433269209,162.77802541492508,588.8926203562497,19.936848705889147,4672.458879095743,13.189334754362736,45.43108131958372,9.150180382439357,0.15233433333658014,0.0
264.20818223851865,0.17340908472766703,36.520227254183,15886.66475739114,878.648386646159,91.71068040263575,544.7456818985403,6.352501825621557,3415.775772384115,3.9600920095816403,67.16590453883346,17.70522739017433,-0.06591042003547296,0.0
765.5252674289603,1.0,26.308842956776722,522.5098252018108,31.538231408644656,15.384308544859541,230.06050714998545,2.0641345266284388,92.06613602462834,2.103765622033815,29.747608599334747,13.230385681074425,-0.003903162030590144,0.15392286378511466
638.1766111180016,1.0,35.42271188646515,19491.340782786738,498.21141127499027,105.11200527288696,475.8407059628562,6.085292849004418,-12.586892991442298,5.557320331288016,33.167609064543804,15.105677971616288,0.14450257625474727,0.0
273.1638130787767,1.0,23.567237384244667,14625.328525006213,141.1563700412796,16.141524809158767,375.3710645491795,6.64379547137203,1021.797205732099,6.094539564029656,186.83774173067914,4.8675395288447865,1.3474400295522904,0.0
534.4845625240346,1.0,27.88323327297779,1746.0856054952105,506.510591736636,70.60870496570944,619.7975557092036,7.408535928186083,400.73976859332004,9.640027635171748,19.749315194073326,11.157761580246145,0.28883955211991974,0.23975128669401613
276.0,1.0,24.22816592772805,731.9465018118067,138.29182043032824,38.716996930562665,410.85715467312446,3.2048567452606154,36.892689759636625,3.0301287128783243,7.40980926685186,8.010833049126173,-0.3289980793352154,0.0
276.0,1.0,21.508410581680124,3280.9587294192697,108.07970085578312,20.03301304657505,348.88099329618734,5.265057070718688,236.48363410103417,5.203427160686594,317.50746673056796,5.745794709159938,-0.09792384436497911,0.9152649030533127
375.44061852681244,1.0,26.649278348216345,46.60651214032187,18.16260315284798,6.008324748878007,348.78301542971815,2.0624149501863673,25.16241906752648,2.333185569194472,11.389289604715541,2.789123716513223,1.0327234065456958,0.0
281.63113493224165,1.0,24.234630622176738,8856.397489214327,287.3259846365049,62.39142391374932,431.2972267638341,4.248151169207023,434.3617025626033,5.98413495213725,27.934598634228212,10.653693778232643,-0.29124299269163834,0.2346306221767358
276.0,0.04732844195050545,33.29007337074241,1507.2427139408755,121.31448424689997,30.95877427708888,470.01220543807875,3.8789310530862493,568.2234697455127,5.466157387866009,77.47175635225878,8.858014674148484,0.0037600360589668917,0.04732844195050545
99.98882538619671,1.0,50.34078235307002,55084.5678129098,1731.0614321867633,153.13407585007081,593.2486026311755,14.550283565012888,700.4963336265462,14.852543452753238,945.3931741607819,15.18715092884343,-0.09185244740953452,0.0
719.8494520430565,1.0,22.405122884252496,17505.22914956729,1385.4568834413299,50.54443291588041,163.46758965209298,26.221611340623554,1713.8794404092694,19.36697741456646,98.20292089979846,19.265812852624585,-0.012802794546826318,0.0
276.0,1.0,46.46127844708775,73.1252908298813,49.47914993304725,18.47914993304725,567.8816599740019,2.7398374306544007,9.789201472529797,2.2853897072062956,4.046648047068013,6.514892904966249,-0.16058765425479093,0.4970214190067501
276.0,1.0,43.552377907725436,1220.321153935415,231.81044026238595,30.0,351.645828767072,7.727014673654856,191.83704474109732,13.075822938502267,77.89625140982265,7.698702959422491,-0.08151788717387926,0.4748919132852075
414.57757712985097,1.0,24.476101095734514,152.881894259281,12.877627632227558,11.170170176303412,266.3842594578229,1.2230265974210583,89.81132793760888,1.0,1.3149472870282297,2.353728727962074,0.7314712014167222,0.0
262.88479168741185,0.0,41.053173067348396,6548.219151697984,441.2782927689535,73.20383009150217,416.93796475476023,5.190299140875586,515.106644611296,6.353623696741952,45.89731276478359,12.079759601022591,-0.32299769020092534,0.0
516.5773375777283,1.0,34.629970143354285,2782.020072809846,2445.4707074260627,128.026316282813,277.1284773110683,11.390874350192759,728.9470691237135,19.991949566759686,66.5713402406055,18.0,-0.02375080699436561,0.5370029856645719
709.6706754743824,1.0,26.44779139142555,10674.755267070062,228.17871191146784,51.72059602449843,442.4581158869694,4.401817506279894,-327.49417104218975,6.315027938648364,237.21433861491946,8.0,0.43902531326466626,0.03198509938753935
276.0,0.9247245415049327,21.957161920871748,81.14555438832303,40.44125205120897,14.279682794416145,244.56914864855247,2.7991479384443485,9.129996799027788,2.811233537297685,3.444207470335081,9.0,-0.11111975316049275,1.0
444.2649969097504,0.3839229187939731,28.31253956844219,3333.0676924252025,93.86623535497478,17.69646248723616,350.3755539581906,5.31855766423489,414.89595423213746,6.410718054342711,136.66630083410334,6.696462487236161,0.024967906350644442,0.3839229187939731
282.43528908989435,1.0,19.485066713052547,163.71912718857294,203.15806967015254,33.97227805802582,293.3556448928413,4.619745409286519,28.50768387589595,2.9966742376570012,4.492204275121673,5.485066713052549,0.16858600763031284,1.0
276.0,1.0,29.98148682999017,625.7301448579589,103.15488993453116,35.03702634001965,341.21382173178694,3.2555904439130137,56.46193541554834,4.071212558817377,15.679642670453244,8.287874411826223,-0.4282348237319865,0.36531937909180257
260.01949748786984,1.0,37.33856996847734,109.5404119149209,18.338569968477334,12.864572012609067,348.08342389912747,1.432441352555232,19.960372097386617,1.7027807969483444,9.039587545599769,6.270855974781867,-0.18643297799453698,0.0
276.0,1.0,20.406745073030322,4322.027785349339,298.0219644106038,60.541646533636694,330.2120724542462,5.2541555152564525,1267.5012516532365,5.836313838363566,90.30518754918498,8.440470438181913,-0.20743260221544188,0.5932549269696812
491.42739313401125,1.0,22.285753562199623,2875.7224472325556,487.144004016229,71.00027493539737,446.2877880841402,6.9906304997911555,128.96633477562966,9.66904137883146,10.594188557773457,10.571342163160825,-0.055970931212405726,0.0
683.2015825546857,1.0,34.451845766584064,623.7336425708287,50.27844425899846,6.455339480416454,78.2432757842335,7.807116817449832,175.50245206643157,16.345184576658404,45.13971300415064,2.273203688249872,0.385334443570405,0.9089321039167093
603.2047622313797,1.0,26.698935581914817,822.7311019058058,164.78509814680743,33.774201686436115,568.5219190605023,4.860139970298869,32.19616687109013,1.981183473869676,9.190575468946818,5.849467790957409,-0.33196762388206946,0.0
758.217193581479,1.0,25.464865744172503,9336.553148415347,594.7229321382717,50.8019705580632,511.76364227897864,8.869689723852783,1299.5530228468153,6.361369184562026,14.888286622529742,8.471253790686594,-0.0034424161823103094,0.0
744.1506472428837,1.0,24.92594154526802,1920.3174985962487,322.9914678250764,28.516300571940786,314.30667914465187,12.37264702929009,96.23042792004625,19.629707726340115,111.55053327699517,8.876569242113371,-0.32921341911367286,0.9753138484226742
276.0,1.0,23.322412438197233,5849.145228943111,388.0854782200803,69.88652110325746,427.83856757733156,7.289728225942629,1069.7619762336296,3.3392121585192074,71.17104083937625,8.471035024721107,-0.17630819597498887,0.7355175123605534
276.0,1.0,44.324953103311366,717.857486462767,261.23026350774586,47.859727556061166,265.7925279164408,5.601925875030906,115.9696216618387,7.336793370883186,18.78769134656369,13.302161679124703,0.13793677875238303,1.0
276.0,1.0,30.36365095660294,44.99164151723245,8.129863875741597,5.623378708086134,276.0389110059328,1.4805177434693477,-5.701823873075147,1.5021617224262807,4.675418550218367,3.0,-5.365870360642708e-17,0.0
276.0,0.2575069284532776,33.13739607320083,34117.26397766336,2062.302505959512,139.21385104838913,668.8671466488828,13.218963363144614,4766.1144697751,10.648689691042398,215.8362154715096,5.060055427626221,1.2536851550398385,0.0
792.0,1.0,26.48136032606042,115.46016026114063,25.931234239134227,9.931234239134225,51.283377716879514,2.612225024169197,37.31337243478307,2.354480046865774,6.5767142420486255,7.0,-0.15153896151650242,0.06876576086577413
190.0820974578328,1.0,24.553060363385633,1068.785355097256,186.1425214558409,37.01394399954033,326.8528305443123,6.393445073295665,68.98586947434207,6.597211200091934,35.87852150158685,8.092176727230939,0.25985355752182804,1.0
276.0,1.0,39.1045899211244,893.0670859722985,103.70086866380598,16.37430740179643,169.35966897461725,5.156814027206,223.25479101173624,6.636287627564126,49.04747788362585,8.311922834830359,0.26615359919144876,0.6458718110113094
766.5704467008408,1.0,20.15588878632542,745.2784459432876,427.36519831621547,84.47532020085004,574.866916589744,5.05094485407528,17.828154672830884,9.550840091975374,16.885344406163764,20.543736329058486,-0.1610703454618925,0.8555139017093227
