state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,target
9.0,41.0,415.0,0.0,1.0,41.0,207.3,95.0,35.24,137.3,120.0,11.67,115.7,74.0,5.21,5.9,3.0,1.59,1.0,No
48.0,87.0,510.0,0.0,1.0,24.0,135.8,108.0,23.09,251.4,62.0,21.37,181.5,91.0,8.17,6.4,4.0,1.73,0.0,No
2.0,113.0,510.0,0.0,1.0,39.0,209.8,77.0,35.67,164.1,90.0,13.95,159.7,100.0,7.19,9.0,4.0,2.43,1.0,No
21.0,104.0,415.0,0.0,0.0,0.0,246.4,108.0,41.89,205.5,102.0,17.47,208.1,125.0,9.36,14.1,8.0,3.81,2.0,No
19.0,79.0,408.0,0.0,1.0,27.0,192.3,125.0,32.69,147.3,108.0,12.52,215.0,97.0,9.67,7.8,4.0,2.11,1.0,No
5.0,125.0,415.0,0.0,0.0,0.0,131.8,97.0,22.41,136.7,100.0,11.62,308.2,119.0,13.87,7.7,6.0,2.08,2.0,No
15.0,156.0,510.0,0.0,0.0,0.0,237.7,122.0,40.41,181.5,91.0,15.43,185.7,151.0,8.36,7.7,4.0,2.08,1.0,No
45.0,62.0,408.0,0.0,0.0,0.0,172.8,101.0,29.38,204.8,97.0,17.41,240.8,90.0,10.84,9.1,8.0,2.46,2.0,No
27.0,64.0,408.0,0.0,1.0,19.0,291.1,150.0,49.49,226.7,123.0,19.27,219.1,67.0,9.86,7.5,2.0,2.03,1.0,No
40.0,99.0,415.0,0.0,1.0,33.0,179.1,93.0,30.45,238.3,102.0,20.26,165.7,96.0,7.46,10.6,1.0,2.86,2.0,No
28.0,182.0,415.0,0.0,0.0,0.0,104.9,111.0,17.83,198.5,120.0,16.87,258.2,91.0,11.62,8.0,5.0,2.16,2.0,No
8.0,81.0,510.0,1.0,0.0,0.0,250.6,85.0,42.6,187.9,50.0,15.97,120.3,131.0,5.41,7.8,5.0,2.11,1.0,No
10.0,132.0,415.0,0.0,0.0,0.0,193.3,106.0,32.86,128.3,94.0,10.91,162.1,119.0,7.29,11.6,4.0,3.13,5.0,Yes
32.0,178.0,415.0,0.0,1.0,35.0,175.4,88.0,29.82,190.0,65.0,16.15,138.7,94.0,6.24,10.5,3.0,2.84,2.0,No
31.0,64.0,510.0,0.0,0.0,0.0,162.6,83.0,27.64,152.3,109.0,12.95,57.5,122.0,2.59,14.2,3.0,3.83,1.0,No
44.0,67.0,510.0,0.0,1.0,20.0,230.6,40.0,39.2,189.1,58.0,16.07,162.2,115.0,7.3,9.4,2.0,2.54,1.0,No
18.0,51.0,415.0,0.0,0.0,0.0,176.7,129.0,30.04,218.9,125.0,18.61,183.9,51.0,8.28,9.1,4.0,2.46,0.0,No
3.0,114.0,510.0,0.0,0.0,0.0,326.1,119.0,55.44,161.0,105.0,13.69,220.1,129.0,9.9,11.0,3.0,2.97,1.0,Yes
5.0,121.0,408.0,1.0,0.0,0.0,167.7,94.0,28.51,93.7,121.0,7.96,241.3,115.0,10.86,13.4,1.0,3.62,3.0,Yes
13.0,97.0,408.0,0.0,0.0,0.0,239.8,125.0,40.77,214.8,111.0,18.26,143.3,81.0,6.45,8.7,5.0,2.35,2.0,No
11.0,60.0,510.0,0.0,0.0,0.0,179.4,108.0,30.5,263.2,74.0,22.37,133.3,78.0,6.0,13.4,7.0,3.62,2.0,No
15.0,84.0,408.0,0.0,0.0,0.0,163.7,123.0,27.83,175.0,93.0,14.88,194.0,115.0,8.73,8.0,5.0,2.16,1.0,No
5.0,120.0,510.0,0.0,1.0,27.0,153.5,84.0,26.1,194.0,73.0,16.49,256.5,94.0,11.54,10.2,7.0,2.75,5.0,No
20.0,116.0,408.0,0.0,0.0,0.0,254.6,107.0,43.28,249.4,89.0,21.2,229.6,77.0,10.33,9.0,18.0,2.43,2.0,Yes
28.0,148.0,408.0,1.0,0.0,0.0,136.8,112.0,23.26,197.5,134.0,16.79,93.2,90.0,4.19,10.3,5.0,2.78,2.0,No
13.0,49.0,415.0,0.0,0.0,0.0,101.7,71.0,17.29,223.2,102.0,18.97,182.1,112.0,8.19,7.3,3.0,1.97,3.0,No
22.0,50.0,415.0,0.0,1.0,35.0,192.6,97.0,32.74,135.2,101.0,11.49,216.2,101.0,9.73,7.9,2.0,2.13,2.0,No
5.0,137.0,415.0,0.0,0.0,0.0,127.0,107.0,21.59,323.2,75.0,27.47,143.9,127.0,6.48,7.5,2.0,2.03,1.0,No
36.0,75.0,415.0,1.0,0.0,0.0,166.7,113.0,28.34,148.3,122.0,12.61,186.9,121.0,8.41,10.1,3.0,2.73,3.0,No
25.0,115.0,415.0,0.0,0.0,0.0,166.5,111.0,28.31,236.2,98.0,20.08,205.6,92.0,9.25,15.6,2.0,4.21,1.0,No
28.0,75.0,408.0,0.0,1.0,24.0,225.5,119.0,38.34,182.0,108.0,15.47,270.9,106.0,12.19,9.4,2.0,2.54,3.0,No
31.0,88.0,415.0,0.0,0.0,0.0,301.5,136.0,51.26,257.7,72.0,21.9,132.9,118.0,5.98,13.4,2.0,3.62,4.0,Yes
3.0,138.0,415.0,0.0,0.0,0.0,87.6,112.0,14.89,266.9,107.0,22.69,214.6,104.0,9.66,9.8,10.0,2.65,2.0,No
24.0,87.0,408.0,0.0,0.0,0.0,156.0,70.0,26.52,160.5,89.0,13.64,206.6,112.0,9.3,7.1,3.0,1.92,4.0,Yes
27.0,83.0,510.0,0.0,1.0,36.0,95.9,87.0,16.3,261.6,105.0,22.24,228.6,109.0,10.29,13.3,4.0,3.59,0.0,No
34.0,122.0,415.0,0.0,0.0,0.0,173.6,110.0,29.51,91.7,84.0,7.79,211.7,103.0,9.53,9.7,7.0,2.62,3.0,No
46.0,131.0,415.0,0.0,0.0,0.0,175.1,73.0,29.77,171.9,116.0,14.61,131.1,94.0,5.9,7.3,6.0,1.97,1.0,No
49.0,44.0,510.0,0.0,0.0,0.0,228.1,121.0,38.78,276.5,79.0,23.5,279.8,77.0,12.59,9.9,5.0,2.67,2.0,Yes
24.0,162.0,415.0,1.0,0.0,0.0,147.6,126.0,25.09,284.1,84.0,24.15,170.2,87.0,7.66,8.1,7.0,2.19,0.0,Yes
1.0,82.0,415.0,0.0,0.0,0.0,273.8,99.0,46.55,123.8,110.0,10.52,147.7,61.0,6.65,6.9,4.0,1.86,2.0,No
22.0,57.0,415.0,0.0,0.0,0.0,140.0,100.0,23.8,174.7,102.0,14.85,258.5,111.0,11.63,13.3,4.0,3.59,1.0,No
39.0,70.0,415.0,0.0,0.0,0.0,134.7,96.0,22.9,235.9,90.0,20.05,260.2,113.0,11.71,7.6,6.0,2.05,3.0,No
41.0,125.0,415.0,0.0,0.0,0.0,163.8,73.0,27.85,255.6,85.0,21.73,192.9,95.0,8.68,15.7,4.0,4.24,0.0,No
21.0,62.0,415.0,1.0,1.0,32.0,218.4,93.0,37.13,236.7,132.0,20.12,192.2,137.0,8.65,13.2,3.0,3.56,0.0,Yes
44.0,72.0,415.0,0.0,0.0,0.0,118.2,106.0,20.09,167.2,136.0,14.21,214.2,106.0,9.64,12.2,3.0,3.29,3.0,No
42.0,59.0,415.0,0.0,0.0,0.0,160.9,95.0,27.35,251.2,65.0,21.35,273.4,97.0,12.3,5.0,5.0,1.35,3.0,No
48.0,66.0,415.0,1.0,0.0,0.0,208.7,84.0,35.48,173.3,88.0,14.73,264.7,107.0,11.91,8.3,3.0,2.24,3.0,No
46.0,93.0,415.0,0.0,1.0,37.0,230.4,95.0,39.17,155.5,89.0,13.22,179.0,90.0,8.06,10.4,9.0,2.81,3.0,No
4.0,112.0,415.0,0.0,0.0,0.0,105.3,101.0,17.9,187.2,92.0,15.91,206.4,101.0,9.29,11.1,2.0,3.0,4.0,Yes
50.0,90.0,415.0,0.0,0.0,0.0,246.4,83.0,41.89,160.3,88.0,13.63,170.9,99.0,7.69,7.6,7.0,2.05,1.0,No
33.0,134.0,408.0,0.0,0.0,0.0,177.1,120.0,30.11,218.1,123.0,18.54,183.8,93.0,8.27,12.7,5.0,3.43,3.0,No
36.0,94.0,415.0,0.0,0.0,0.0,255.1,96.0,43.37,276.9,67.0,23.54,226.5,74.0,10.19,10.6,2.0,2.86,0.0,Yes
35.0,133.0,408.0,0.0,0.0,0.0,117.8,100.0,20.03,199.2,105.0,16.93,244.1,119.0,10.98,11.8,4.0,3.19,0.0,Yes
14.0,87.0,510.0,0.0,0.0,0.0,231.3,105.0,39.32,171.7,108.0,14.59,67.7,136.0,3.05,13.0,6.0,3.51,1.0,No
42.0,129.0,408.0,0.0,0.0,0.0,101.4,145.0,17.24,249.1,116.0,21.17,157.6,107.0,7.09,7.1,6.0,1.92,1.0,No
49.0,52.0,510.0,0.0,1.0,21.0,195.7,119.0,33.27,106.2,95.0,9.03,157.4,94.0,7.08,5.3,3.0,1.43,2.0,No
44.0,190.0,415.0,0.0,1.0,22.0,166.5,93.0,28.31,183.0,92.0,15.56,121.0,102.0,5.44,8.5,3.0,2.3,0.0,No
19.0,13.0,408.0,0.0,0.0,0.0,220.4,100.0,37.47,211.2,79.0,17.95,259.3,112.0,11.67,13.6,8.0,3.67,2.0,No
22.0,76.0,415.0,0.0,1.0,37.0,190.8,58.0,32.44,221.9,101.0,18.86,211.2,104.0,9.5,12.3,4.0,3.32,1.0,No
20.0,51.0,510.0,0.0,1.0,28.0,276.7,121.0,47.04,203.7,99.0,17.31,246.2,88.0,11.08,8.3,3.0,2.24,0.0,No
24.0,107.0,415.0,0.0,1.0,22.0,281.1,83.0,47.79,143.7,130.0,12.21,239.4,128.0,10.77,11.2,9.0,3.02,1.0,No
7.0,29.0,510.0,0.0,0.0,0.0,182.1,92.0,30.96,180.4,91.0,15.33,206.4,128.0,9.29,7.2,2.0,1.94,2.0,No
31.0,1.0,415.0,0.0,1.0,30.0,183.1,95.0,31.13,232.6,110.0,19.77,248.3,110.0,11.17,8.4,2.0,2.27,0.0,No
27.0,122.0,415.0,0.0,0.0,0.0,215.6,86.0,36.65,167.8,59.0,14.26,207.0,67.0,9.32,6.4,8.0,1.73,3.0,No
36.0,96.0,415.0,0.0,0.0,0.0,260.4,115.0,44.27,146.0,46.0,12.41,269.5,87.0,12.13,11.5,4.0,3.11,5.0,No
45.0,133.0,408.0,0.0,1.0,39.0,239.9,107.0,40.78,253.8,77.0,21.57,128.7,85.0,5.79,6.7,3.0,1.81,5.0,No
6.0,163.0,408.0,0.0,1.0,40.0,231.9,56.0,39.42,211.8,91.0,18.0,268.5,74.0,12.08,12.3,3.0,3.32,2.0,No
26.0,85.0,408.0,0.0,1.0,17.0,89.8,88.0,15.27,233.2,75.0,19.82,165.7,116.0,7.46,9.3,7.0,2.51,4.0,Yes
24.0,154.0,415.0,0.0,0.0,0.0,162.0,87.0,27.54,199.5,147.0,16.96,243.0,66.0,10.93,1.1,5.0,0.3,1.0,No
47.0,49.0,510.0,0.0,1.0,42.0,159.0,67.0,27.03,126.3,125.0,10.74,206.8,88.0,9.31,7.4,3.0,2.0,2.0,No
32.0,158.0,408.0,0.0,0.0,0.0,172.4,114.0,29.31,256.6,69.0,21.81,235.3,104.0,10.59,0.0,0.0,0.0,2.0,No
11.0,86.0,408.0,0.0,1.0,21.0,197.9,99.0,33.64,165.6,100.0,14.08,208.0,120.0,9.36,10.1,9.0,2.73,0.0,No
27.0,133.0,408.0,1.0,1.0,32.0,221.1,137.0,37.59,264.9,99.0,22.52,168.9,108.0,7.6,15.4,4.0,4.16,2.0,Yes
37.0,53.0,415.0,0.0,0.0,0.0,184.8,98.0,31.42,216.4,125.0,18.39,141.1,116.0,6.35,18.4,3.0,4.97,2.0,No
31.0,113.0,415.0,0.0,0.0,0.0,186.0,55.0,31.62,237.4,105.0,20.18,148.1,83.0,6.66,12.2,6.0,3.29,1.0,No
25.0,61.0,510.0,0.0,1.0,27.0,187.5,124.0,31.88,146.6,103.0,12.46,225.7,129.0,10.16,6.4,6.0,1.73,4.0,Yes
19.0,169.0,408.0,0.0,1.0,22.0,149.1,103.0,25.35,207.2,91.0,17.61,265.4,92.0,11.94,11.4,7.0,3.08,2.0,No
40.0,79.0,415.0,0.0,0.0,0.0,134.7,98.0,22.9,189.7,68.0,16.12,221.4,128.0,9.96,11.8,5.0,3.19,2.0,No
35.0,125.0,415.0,0.0,0.0,0.0,214.7,115.0,36.5,260.6,94.0,22.15,266.3,123.0,11.98,7.4,6.0,2.0,3.0,No
49.0,80.0,415.0,0.0,0.0,0.0,151.5,89.0,25.76,131.7,78.0,11.19,235.3,131.0,10.59,11.8,4.0,3.19,0.0,No
43.0,50.0,510.0,0.0,0.0,0.0,188.9,94.0,32.11,203.9,104.0,17.33,151.8,124.0,6.83,11.6,8.0,3.13,3.0,No
9.0,106.0,510.0,0.0,0.0,0.0,159.6,94.0,27.13,276.8,118.0,23.53,223.5,65.0,10.06,8.8,3.0,2.38,0.0,No
5.0,107.0,415.0,0.0,0.0,0.0,133.8,85.0,22.75,180.5,94.0,15.34,112.2,115.0,5.05,8.9,4.0,2.4,0.0,No
14.0,127.0,510.0,0.0,0.0,0.0,220.2,108.0,37.43,188.4,124.0,16.01,172.7,113.0,7.77,11.7,3.0,3.16,2.0,No
12.0,98.0,415.0,0.0,0.0,0.0,216.8,86.0,36.86,190.8,114.0,16.22,187.5,79.0,8.44,11.0,9.0,2.97,0.0,No
31.0,135.0,510.0,0.0,0.0,0.0,180.1,112.0,30.62,257.2,89.0,21.86,131.6,111.0,5.92,11.4,7.0,3.08,1.0,No
39.0,129.0,415.0,0.0,0.0,0.0,139.5,119.0,23.72,289.3,105.0,24.59,129.4,97.0,5.82,13.1,8.0,3.54,0.0,No
28.0,120.0,415.0,0.0,0.0,0.0,174.1,108.0,29.6,209.6,96.0,17.82,267.5,99.0,12.04,11.6,2.0,3.13,0.0,No
9.0,127.0,415.0,0.0,0.0,0.0,266.6,106.0,45.32,264.8,168.0,22.51,207.2,119.0,9.32,5.9,2.0,1.59,1.0,Yes
42.0,161.0,415.0,0.0,0.0,0.0,198.0,90.0,33.66,186.4,102.0,15.84,219.2,90.0,9.86,9.3,2.0,2.51,1.0,No
0.0,121.0,415.0,0.0,0.0,0.0,203.9,126.0,34.66,267.3,107.0,22.72,221.9,72.0,9.99,10.5,2.0,2.84,3.0,No
35.0,124.0,510.0,0.0,0.0,0.0,193.0,97.0,32.81,89.8,99.0,7.63,172.8,104.0,7.78,15.3,3.0,4.13,1.0,No
14.0,183.0,510.0,0.0,0.0,0.0,108.3,87.0,18.41,183.6,116.0,15.61,176.6,109.0,7.95,13.5,2.0,3.65,0.0,No
27.0,75.0,408.0,0.0,0.0,0.0,170.7,101.0,29.02,193.1,126.0,16.41,129.1,104.0,5.81,6.9,7.0,1.86,1.0,No
33.0,22.0,510.0,0.0,0.0,0.0,160.4,108.0,27.27,218.1,88.0,18.54,192.9,115.0,8.68,12.5,4.0,3.38,1.0,No
45.0,106.0,415.0,0.0,0.0,0.0,235.2,121.0,39.98,220.6,87.0,18.75,236.3,91.0,10.63,11.8,4.0,3.19,1.0,No
15.0,110.0,415.0,0.0,0.0,0.0,151.8,106.0,25.81,138.0,126.0,11.73,233.5,112.0,10.51,11.2,8.0,3.02,3.0,No
26.0,116.0,415.0,0.0,1.0,35.0,182.8,122.0,31.08,212.7,119.0,18.08,193.8,103.0,8.72,11.0,2.0,2.97,1.0,No
13.0,85.0,408.0,0.0,1.0,27.0,196.4,139.0,33.39,280.9,90.0,23.88,89.3,75.0,4.02,13.8,4.0,3.73,1.0,No
2.0,96.0,415.0,0.0,1.0,21.0,247.6,95.0,42.09,256.3,150.0,21.79,158.6,72.0,7.14,10.8,6.0,2.92,2.0,No
39.0,79.0,415.0,0.0,1.0,30.0,148.0,96.0,25.16,149.6,128.0,12.72,220.3,99.0,9.91,9.7,5.0,2.62,3.0,No
17.0,75.0,415.0,0.0,0.0,0.0,314.6,102.0,53.48,169.8,86.0,14.43,285.1,100.0,12.83,5.7,3.0,1.54,2.0,Yes
47.0,62.0,415.0,0.0,0.0,0.0,100.0,98.0,17.0,173.5,95.0,14.75,218.0,122.0,9.81,10.1,4.0,2.73,0.0,No
45.0,100.0,415.0,0.0,0.0,0.0,174.2,93.0,29.61,235.0,101.0,19.98,264.2,83.0,11.89,9.9,7.0,2.67,1.0,No
10.0,58.0,408.0,0.0,0.0,0.0,165.4,100.0,28.12,115.7,87.0,9.83,193.8,118.0,8.72,12.8,5.0,3.46,2.0,No
15.0,65.0,415.0,0.0,0.0,0.0,213.4,111.0,36.28,234.5,94.0,19.93,250.1,123.0,11.25,2.7,4.0,0.73,1.0,No
5.0,102.0,510.0,0.0,0.0,0.0,95.6,88.0,16.25,167.6,106.0,14.25,177.3,95.0,7.98,9.8,2.0,2.65,3.0,No
20.0,79.0,415.0,0.0,1.0,17.0,236.7,95.0,40.24,263.5,56.0,22.4,259.6,107.0,11.68,12.0,4.0,3.24,1.0,No
50.0,99.0,408.0,0.0,1.0,28.0,200.7,88.0,34.12,264.2,116.0,22.46,172.7,102.0,7.77,9.1,5.0,2.46,1.0,No
39.0,102.0,510.0,0.0,0.0,0.0,184.6,133.0,31.38,166.8,94.0,14.18,225.2,105.0,10.13,6.8,8.0,1.84,1.0,No
36.0,123.0,415.0,0.0,1.0,27.0,198.7,127.0,33.78,249.0,105.0,21.17,173.2,124.0,7.79,12.5,5.0,3.38,1.0,No
43.0,217.0,408.0,0.0,0.0,0.0,176.4,115.0,29.99,158.8,128.0,13.5,306.6,107.0,13.8,9.3,3.0,2.51,4.0,No
27.0,118.0,415.0,0.0,0.0,0.0,256.5,115.0,43.61,135.3,79.0,11.5,208.3,131.0,9.37,7.5,5.0,2.03,0.0,No
1.0,131.0,415.0,0.0,0.0,0.0,234.0,117.0,39.78,209.4,143.0,17.8,258.8,105.0,11.65,9.8,3.0,2.65,1.0,No
4.0,158.0,510.0,0.0,0.0,0.0,155.9,123.0,26.5,224.2,112.0,19.06,221.0,116.0,9.95,8.6,8.0,2.32,2.0,No
27.0,118.0,510.0,0.0,1.0,31.0,226.6,99.0,38.52,164.9,136.0,14.02,189.3,120.0,8.52,10.2,5.0,2.75,3.0,No
43.0,90.0,415.0,1.0,1.0,26.0,169.0,104.0,28.73,188.8,104.0,16.05,213.3,76.0,9.6,13.3,3.0,3.59,0.0,Yes
46.0,61.0,415.0,0.0,0.0,0.0,217.5,116.0,36.98,258.5,108.0,21.97,210.4,99.0,9.47,8.7,3.0,2.35,1.0,No
26.0,21.0,415.0,0.0,0.0,0.0,254.3,87.0,43.23,215.5,95.0,18.32,236.3,98.0,10.63,11.6,5.0,3.13,1.0,Yes
39.0,77.0,408.0,0.0,0.0,0.0,196.6,87.0,33.42,117.7,103.0,10.0,124.9,100.0,5.62,11.4,3.0,3.08,2.0,No
16.0,131.0,415.0,0.0,1.0,28.0,249.6,87.0,42.43,227.2,138.0,19.31,239.9,92.0,10.8,7.6,3.0,2.05,3.0,No
12.0,36.0,510.0,0.0,0.0,0.0,117.1,94.0,19.91,235.4,117.0,20.01,221.3,108.0,9.96,9.0,2.0,2.43,0.0,No
47.0,118.0,408.0,0.0,0.0,0.0,297.2,113.0,50.52,188.8,114.0,16.05,188.9,100.0,8.5,12.4,6.0,3.35,1.0,Yes
12.0,46.0,510.0,0.0,0.0,0.0,199.2,111.0,33.86,175.1,83.0,14.88,210.6,84.0,9.48,10.2,2.0,2.75,3.0,No
23.0,133.0,415.0,0.0,0.0,0.0,128.9,85.0,21.91,201.4,93.0,17.12,275.3,103.0,12.39,11.1,3.0,3.0,1.0,No
40.0,87.0,415.0,0.0,0.0,0.0,136.3,97.0,23.17,172.2,108.0,14.64,137.5,101.0,6.19,7.1,5.0,1.92,0.0,No
31.0,117.0,408.0,0.0,0.0,0.0,185.6,115.0,31.55,174.8,83.0,14.86,188.2,122.0,8.47,6.7,4.0,1.81,4.0,Yes
2.0,77.0,415.0,0.0,1.0,23.0,209.7,73.0,35.65,183.6,63.0,15.61,205.5,111.0,9.25,7.1,3.0,1.92,2.0,No
41.0,88.0,415.0,0.0,0.0,0.0,177.8,112.0,30.23,226.5,80.0,19.25,221.8,71.0,9.98,7.9,4.0,2.13,1.0,No
8.0,75.0,510.0,0.0,1.0,28.0,200.6,96.0,34.1,164.1,111.0,13.95,169.6,153.0,7.63,2.5,5.0,0.68,1.0,No
30.0,105.0,415.0,0.0,1.0,20.0,186.9,114.0,31.77,256.3,91.0,21.79,334.7,104.0,15.06,8.9,2.0,2.4,1.0,No
0.0,112.0,415.0,0.0,1.0,31.0,142.9,92.0,24.29,233.8,107.0,19.87,329.2,142.0,14.81,10.4,6.0,2.81,0.0,No
25.0,65.0,510.0,0.0,0.0,0.0,193.8,113.0,32.95,151.7,106.0,12.89,208.9,94.0,9.4,12.6,3.0,3.4,3.0,No
17.0,98.0,415.0,0.0,1.0,36.0,168.0,81.0,28.56,163.2,125.0,13.87,172.7,120.0,7.77,8.0,2.0,2.16,6.0,Yes
49.0,121.0,510.0,0.0,0.0,0.0,177.2,142.0,30.12,123.5,88.0,10.5,213.2,51.0,9.59,8.4,6.0,2.27,1.0,No
25.0,120.0,408.0,0.0,0.0,0.0,212.1,131.0,36.06,209.4,104.0,17.8,167.2,96.0,7.52,5.3,5.0,1.43,1.0,Yes
42.0,120.0,415.0,0.0,0.0,0.0,185.7,133.0,31.57,235.1,149.0,19.98,256.4,78.0,11.54,16.9,6.0,4.56,0.0,No
17.0,95.0,510.0,0.0,0.0,0.0,157.3,116.0,26.74,197.5,77.0,16.79,128.2,111.0,5.77,8.4,4.0,2.27,2.0,No
22.0,86.0,510.0,0.0,1.0,41.0,119.0,101.0,20.23,230.0,134.0,19.55,236.9,58.0,10.66,9.5,3.0,2.57,0.0,No
48.0,98.0,415.0,1.0,1.0,20.0,186.2,112.0,31.65,145.3,65.0,12.35,142.8,104.0,6.43,10.9,4.0,2.94,3.0,No
47.0,70.0,415.0,0.0,0.0,0.0,229.3,110.0,38.98,118.2,89.0,10.05,155.0,105.0,6.98,7.9,4.0,2.13,1.0,No
13.0,55.0,510.0,0.0,1.0,8.0,222.5,104.0,37.83,171.5,94.0,14.58,377.5,114.0,16.99,9.7,2.0,2.62,1.0,No
45.0,102.0,510.0,0.0,0.0,0.0,174.5,79.0,29.67,236.8,136.0,20.13,270.4,110.0,12.17,8.5,5.0,2.3,0.0,No
30.0,97.0,415.0,0.0,0.0,0.0,87.1,110.0,14.81,202.1,110.0,17.18,137.9,89.0,6.21,14.4,4.0,3.89,2.0,No
3.0,116.0,415.0,1.0,0.0,0.0,191.7,97.0,32.59,176.2,127.0,14.98,103.9,96.0,4.68,4.9,4.0,1.32,2.0,No
13.0,123.0,415.0,0.0,0.0,0.0,132.2,122.0,22.47,169.9,101.0,14.44,150.1,123.0,6.75,12.9,11.0,3.48,3.0,Yes
38.0,141.0,510.0,0.0,0.0,0.0,215.6,113.0,36.65,200.6,81.0,17.05,153.8,107.0,6.92,12.4,6.0,3.35,1.0,No
6.0,87.0,415.0,0.0,0.0,0.0,240.0,83.0,40.8,134.1,106.0,11.4,189.1,84.0,8.51,9.3,2.0,2.51,0.0,Yes
24.0,128.0,510.0,0.0,0.0,0.0,221.0,109.0,37.57,219.0,107.0,18.62,229.4,113.0,10.32,8.6,5.0,2.32,3.0,No
5.0,76.0,408.0,0.0,1.0,26.0,214.6,110.0,36.48,205.2,87.0,17.44,134.6,140.0,6.06,8.1,2.0,2.19,1.0,No
20.0,166.0,415.0,0.0,0.0,0.0,136.1,116.0,23.14,181.4,93.0,15.42,131.4,108.0,5.91,11.3,4.0,3.05,0.0,No
0.0,96.0,408.0,0.0,1.0,29.0,150.0,91.0,25.5,159.4,75.0,13.55,228.1,55.0,10.26,8.5,3.0,2.3,1.0,No
6.0,67.0,415.0,0.0,0.0,0.0,115.5,70.0,19.64,252.2,143.0,21.44,208.9,91.0,9.4,7.5,6.0,2.03,0.0,No
46.0,101.0,415.0,0.0,0.0,0.0,136.2,92.0,23.15,220.9,110.0,18.78,196.9,116.0,8.86,13.3,7.0,3.59,3.0,No
18.0,76.0,510.0,0.0,0.0,0.0,156.3,117.0,26.57,115.7,53.0,9.83,316.4,121.0,14.24,6.8,4.0,1.84,1.0,No
11.0,98.0,408.0,0.0,1.0,30.0,110.3,71.0,18.75,182.4,108.0,15.5,183.8,88.0,8.27,11.0,8.0,2.97,2.0,No
19.0,19.0,415.0,0.0,1.0,29.0,142.7,94.0,24.26,129.9,60.0,11.04,165.3,65.0,7.44,10.0,4.0,2.7,0.0,No
10.0,80.0,408.0,0.0,0.0,0.0,142.9,70.0,24.29,221.6,83.0,18.84,121.4,111.0,5.46,15.2,4.0,4.1,1.0,No
35.0,116.0,415.0,0.0,1.0,27.0,204.7,118.0,34.8,209.4,91.0,17.8,212.9,67.0,9.58,7.0,2.0,1.89,2.0,No
8.0,145.0,415.0,0.0,0.0,0.0,189.3,113.0,32.18,203.7,92.0,17.31,218.3,103.0,9.82,14.2,3.0,3.83,5.0,No
36.0,122.0,408.0,0.0,0.0,0.0,189.9,87.0,32.28,193.9,118.0,16.48,177.4,114.0,7.98,15.6,2.0,4.21,0.0,No
18.0,172.0,415.0,0.0,0.0,0.0,215.7,140.0,36.67,146.3,84.0,12.44,264.6,83.0,11.91,7.1,1.0,1.92,3.0,No
32.0,117.0,415.0,0.0,0.0,0.0,143.3,103.0,24.36,211.3,108.0,17.96,185.2,96.0,8.33,11.5,3.0,3.11,1.0,No
4.0,73.0,415.0,0.0,0.0,0.0,137.6,113.0,23.39,179.7,75.0,15.27,172.8,71.0,7.78,10.7,2.0,2.89,1.0,Yes
7.0,165.0,510.0,0.0,0.0,0.0,195.2,84.0,33.18,229.5,116.0,19.51,185.3,147.0,8.34,11.9,3.0,3.21,0.0,No
31.0,147.0,415.0,0.0,1.0,36.0,254.2,78.0,43.21,228.1,105.0,19.39,98.0,125.0,4.41,13.8,7.0,3.73,5.0,No
23.0,78.0,415.0,0.0,0.0,0.0,241.3,113.0,41.02,146.6,97.0,12.46,129.0,131.0,5.81,11.8,6.0,3.19,3.0,No
26.0,83.0,415.0,0.0,0.0,0.0,188.3,70.0,32.01,243.8,88.0,20.72,213.7,79.0,9.62,10.3,6.0,2.78,0.0,No
32.0,132.0,408.0,0.0,0.0,0.0,214.6,78.0,36.48,251.7,98.0,21.39,240.8,88.0,10.84,13.9,2.0,3.75,0.0,No
34.0,60.0,510.0,0.0,1.0,31.0,191.8,75.0,32.61,267.8,135.0,22.76,200.5,62.0,9.02,12.8,3.0,3.46,2.0,No
2.0,122.0,415.0,1.0,0.0,0.0,146.3,117.0,24.87,218.7,93.0,18.59,236.0,97.0,10.62,11.5,5.0,3.11,1.0,No
46.0,165.0,510.0,0.0,0.0,0.0,242.9,126.0,41.29,209.8,65.0,17.83,228.4,126.0,10.28,0.0,0.0,0.0,1.0,No
33.0,105.0,408.0,0.0,0.0,0.0,166.1,93.0,28.24,175.9,106.0,14.95,243.5,55.0,10.96,16.2,3.0,4.37,2.0,No
48.0,92.0,415.0,0.0,0.0,0.0,157.7,101.0,26.81,298.6,100.0,25.38,216.9,99.0,9.76,13.8,3.0,3.73,1.0,No
32.0,127.0,415.0,1.0,0.0,0.0,256.5,87.0,43.61,222.1,101.0,18.88,156.7,122.0,7.05,13.0,3.0,3.51,1.0,No
34.0,150.0,415.0,0.0,1.0,35.0,139.6,72.0,23.73,332.8,170.0,28.29,213.8,105.0,9.62,8.8,2.0,2.38,2.0,No
47.0,127.0,408.0,0.0,0.0,0.0,146.7,91.0,24.94,203.5,78.0,17.3,203.4,110.0,9.15,13.7,3.0,3.7,1.0,No
