spid,commeqta,llploans,costtoincome,roe,liqassta,size,target
356097,0.095096,0.008263,0.240031,0.007758,0.426985,18.326038,poor
279126,0.056292,0.009275,1.093038,-0.022625,0.585803,17.725529,average
143705,0.104113,0.081596,1.36919,0.481742,0.533681,17.545401,above_average
389927,0.107316,0.009502,0.403851,0.030124,0.192002,16.973336,excellent
153841,0.055206,-0.00017,0.108702,0.126705,0.339327,17.985249,poor
232631,0.0649,-0.000287,0.285871,0.23284,0.264862,20.029838,poor
328125,0.254547,0.021758,0.714909,0.194087,0.060668,12.591638,very_good
276350,0.096751,0.007974,0.626439,0.130074,0.420352,20.904076,bad
111389,0.074926,0.011116,0.837267,0.03849,0.333428,20.523518,poor
358911,0.062942,0.017226,2.313887,-0.047114,0.16906,15.777531,outstanding
365771,0.113431,0.010432,1.120606,-0.031367,0.67575,20.342875,average
336150,0.149885,0.081195,0.877854,-0.232785,0.323625,18.360602,above_average
106698,0.044793,0.00198,0.693291,0.041093,0.008406,18.851245,excellent
314311,0.143421,0.036261,0.613527,0.163893,0.211813,18.860685,good
185675,0.030982,0.00183,0.296465,0.06825,0.365567,19.080605,very_bad
275446,0.136392,0.00716,0.962503,0.140714,0.365481,21.060877,average
351954,0.13162,0.076206,0.931577,-0.290464,0.311714,16.835562,above_average
362246,0.113815,0.034082,0.750092,-0.004558,0.239825,16.400651,excellent
101530,0.137332,0.045056,2.188915,0.012865,0.198452,16.185209,outstanding
324982,0.103544,0.024104,0.866549,-0.043659,0.086741,16.473707,outstanding
223651,0.143413,0.013109,1.017289,0.176082,0.444857,19.452038,average
280894,0.091691,0.006159,0.514703,0.031916,0.196648,19.469042,below_average
278526,0.07838,0.003122,0.632474,0.050607,0.106186,20.019494,bad
196016,0.075616,0.005057,0.462001,0.207602,0.33459,20.933816,bad
198497,0.036137,0.039585,0.846117,0.318175,0.046698,19.020238,good
146769,0.106497,0.020315,0.401684,0.433355,0.294206,20.952422,above_average
123040,0.044409,-0.00151,0.604569,0.080806,0.028364,18.04688,bad
350641,0.146181,0.010421,0.093795,0.222805,0.31128,16.765037,poor
260998,0.063914,0.001369,0.717667,0.107361,0.741667,18.661193,very_bad
100473,0.036579,0.024658,0.713957,0.069844,0.260179,17.100156,below_average
233157,0.177677,0.016269,0.752044,0.09505,0.122138,13.945546,very_good
340065,0.102088,0.036431,0.922339,-0.151561,0.088676,16.712578,outstanding
372853,0.144956,0.029334,0.416959,0.11305,0.20087,15.45826,very_good
363567,0.131427,0.035086,1.040499,0.132832,0.182438,15.810075,outstanding
380932,0.189309,0.012873,0.405285,0.024541,0.042798,18.131997,below_average
232587,0.095378,0.040715,0.56013,0.030646,0.255559,18.860246,good
401802,0.06876,0.090466,1.282078,-0.4676,0.562876,15.88723,above_average
249611,0.087884,0.001755,0.331796,0.074499,0.41095,18.988752,very_bad
341790,0.076275,0.007662,0.128032,0.012709,0.258679,20.593142,poor
270542,0.091642,0.031298,0.400418,0.139427,0.174244,15.89153,excellent
193364,0.012485,0.006256,0.99079,-0.128465,0.479061,18.3853,average
374626,0.078834,0.045834,0.876676,0.209157,0.67849,19.443562,above_average
230679,0.067323,0.047973,0.819082,0.253812,0.25531,18.095308,good
330923,0.08263,0.033758,0.852987,0.148111,0.404873,18.056413,good
129891,0.089244,0.057182,0.407978,0.320303,0.078631,17.469462,good
238555,0.113284,0.007446,0.999848,-0.132263,0.567377,19.888539,average
362074,0.016239,0.02882,0.693527,0.320893,0.12684,17.061647,good
402099,0.040037,0.002587,0.291152,0.061871,0.523834,18.194616,very_bad
146780,0.159363,0.003669,0.211213,0.189242,0.247456,17.84905,poor
291968,0.138252,0.052367,0.390427,0.262104,0.518231,20.225054,above_average
345792,0.137596,0.002915,0.743002,0.009349,0.083516,15.782868,very_good
233016,0.124062,0.048661,0.464111,0.146155,0.186792,20.789139,below_average
253863,0.09038,0.028253,0.929788,0.129338,0.682641,20.441217,above_average
326755,0.195285,0.062916,0.582684,0.170474,0.276136,19.169094,below_average
234877,0.153896,0.06643,0.380304,-0.353825,0.386562,18.754367,above_average
338555,0.058826,0.000648,0.503988,0.069583,0.647479,18.555367,very_bad
323830,0.102394,0.0254,0.367288,-0.006305,0.127492,15.660569,excellent
387357,0.055571,0.001311,0.403098,0.057189,0.242854,19.050948,very_bad
209984,0.103486,0.009779,0.376932,0.154366,0.419381,18.120377,poor
102801,0.098963,0.024549,0.418014,0.113829,0.193002,12.142006,very_good
257591,0.124012,0.000579,0.132935,0.080248,0.367025,19.292679,poor
163767,0.118541,0.018392,0.48139,0.128799,0.25873,16.151485,good
315009,0.136841,0.078302,0.85704,-0.235951,0.578257,19.417797,above_average
280614,0.103323,0.002491,0.615012,0.302382,0.127978,18.417499,good
321009,0.032707,0.003806,0.711285,0.082067,0.297323,20.026198,bad
224091,0.091543,0.003378,0.184105,-0.029226,0.231136,17.691033,poor
208545,0.145058,0.011327,0.498976,0.243489,0.430442,16.338638,average
147843,0.051068,0.037028,0.638301,0.09603,0.150358,17.661593,good
366640,0.088726,0.029124,1.867212,-0.10298,0.158493,16.067625,outstanding
317774,0.176614,0.02248,0.790443,0.310369,0.425784,17.372398,good
259611,0.039445,0.01546,0.38994,0.009725,0.183541,17.252404,excellent
302128,0.072322,0.029408,1.781877,0.022666,0.093132,16.430708,outstanding
267155,0.080885,0.009091,0.392507,0.226669,0.148293,20.174271,poor
251115,0.090461,0.036576,0.409611,0.054694,0.187809,17.103068,excellent
270698,0.039502,0.069685,1.450112,0.235205,0.522826,17.179048,above_average
291532,0.204191,0.03031,0.451811,0.10165,0.15645,16.901639,below_average
192654,0.16656,0.046553,0.295246,0.481688,0.556165,20.713583,above_average
255726,0.113464,0.007303,0.606806,0.098845,0.445396,18.164927,excellent
281397,0.119829,0.02749,2.11246,-0.166934,0.097953,16.146922,outstanding
138212,0.028484,0.001423,0.630113,0.067142,0.54886,18.000979,very_bad
269697,0.107191,0.070832,0.443326,0.079926,0.032527,18.750884,below_average
280054,0.070801,0.007642,0.551638,0.095963,0.258555,20.286803,bad
366066,0.045558,0.000795,0.411774,-0.021823,0.45228,18.5157,excellent
344176,0.086517,0.027978,0.632028,-0.043197,0.146064,16.158265,outstanding
171900,0.071224,0.002709,0.583114,0.120381,0.351398,18.437526,bad
258780,0.046025,0.001674,0.504676,0.159124,0.097171,16.636649,bad
142189,0.1058,0.017491,0.868494,0.108962,0.343379,18.500914,average
126373,0.073412,0.001724,0.762802,0.058741,0.541355,18.62869,very_bad
284035,0.036035,0.002155,0.759529,0.094594,0.328253,19.136769,very_bad
333030,0.078026,0.005471,0.561623,0.091105,0.121344,16.087675,bad
290183,0.026081,0.049617,0.710716,0.341243,0.414214,18.455627,good
235045,0.031482,0.024418,0.511578,0.105514,0.504281,16.482516,excellent
369053,0.048386,0.000706,0.523289,0.166372,0.443033,19.781525,poor
337888,0.086002,0.025433,0.404757,-0.07065,0.147474,17.20237,very_good
386109,0.055359,0.009728,0.778749,0.139266,0.131635,15.687242,very_good
299029,0.076227,0.040633,2.444504,0.053133,0.038712,16.822359,outstanding
172881,0.039665,0.001351,0.078524,0.007393,0.10584,20.310931,poor
294995,0.080422,0.001131,0.72398,0.09149,0.078132,18.826414,very_bad
195099,0.040896,0.088387,1.231702,0.101173,0.346157,18.567899,above_average
304702,0.022293,0.071036,0.292165,0.067565,0.510368,16.542602,above_average
348986,0.060442,0.008307,0.699375,0.206234,0.286336,20.537633,bad
359344,0.247441,0.023306,0.695903,0.178667,0.34136,18.364531,below_average
368977,0.022099,0.0327,0.688214,0.032894,0.375103,17.318112,excellent
287432,0.099519,0.020342,0.622775,0.079553,0.089032,16.872491,very_good
215755,0.142293,0.0173,0.290701,0.123145,0.098555,17.397173,average
293281,0.105964,0.003924,0.868079,-0.039092,0.160273,11.429981,very_good
223623,0.074182,0.065221,0.257767,0.154622,0.042767,19.253138,above_average
146271,0.056911,0.004643,0.742569,-0.02554,0.230723,17.959646,poor
245350,0.034119,0.005996,0.850411,0.058242,0.368561,17.399474,poor
213618,0.12104,0.006301,0.354847,0.069798,0.082785,11.344747,very_good
172200,0.040371,0.006465,1.025099,0.132181,0.036022,19.139298,average
248932,0.074474,0.000608,0.810643,0.019056,0.348711,16.043567,excellent
238010,0.191048,0.005715,0.75542,0.159406,0.172247,11.195053,very_good
328222,0.064685,0.001137,0.560314,0.199373,0.294611,16.889335,bad
245556,0.075986,0.03646,0.743999,0.062649,0.48807,17.291966,excellent
360527,0.029498,0.006902,0.590665,0.137592,0.204442,18.199925,bad
345750,0.014256,0.025256,1.180376,-0.112496,0.205817,20.039255,above_average
395668,0.085019,0.027035,1.575914,-0.179427,0.021188,16.723463,outstanding
254674,0.078271,0.009525,1.556674,0.079815,0.063119,16.480811,outstanding
186591,0.081399,0.001545,0.255526,0.106064,0.528493,18.459895,very_bad
227706,0.157917,0.05899,0.581409,0.142082,0.237164,17.011944,below_average
334872,0.173849,0.020161,0.782231,0.082194,0.19882,17.615939,very_good
277241,0.11631,0.02899,0.888985,-0.092025,0.024723,16.728854,very_good
325638,0.100449,0.037786,0.740603,0.054858,0.031793,15.476925,below_average
346248,0.032206,0.004883,0.176435,0.107069,0.227292,16.730995,poor
306035,0.169423,0.024964,0.547318,-0.017386,0.322814,18.925779,below_average
236967,0.158197,0.035958,0.84583,-0.019804,0.055926,16.021977,outstanding
319475,0.049785,0.004914,0.97105,0.059881,0.39864,16.239037,average
124232,0.035119,0.005711,0.242567,-0.0488,0.023371,16.030657,average
316226,0.293247,0.003959,0.465069,0.146572,0.073714,14.919832,very_good
290837,0.136497,0.039101,0.701093,0.136704,0.399113,16.112568,below_average
402149,0.123181,0.008925,0.263132,0.021609,0.498023,18.762799,average
214239,0.03532,0.001214,0.760868,0.108052,0.542798,18.489398,very_bad
376973,0.063644,0.077549,0.447171,0.479403,0.170611,18.780426,above_average
353554,0.019694,0.089189,0.901923,-0.482104,0.786486,17.0651,above_average
373797,0.197609,0.028663,0.460959,0.084566,0.34544,20.871328,below_average
331114,0.115988,0.011458,0.433376,0.061874,0.121518,15.659247,excellent
180719,0.101796,0.004325,0.514228,0.154267,0.109656,19.249192,excellent
109571,0.104798,0.014939,0.555756,0.123021,0.135825,16.278463,good
241425,0.101011,-7e-05,0.565313,-0.03669,0.332983,17.882224,poor
345970,0.160958,0.017389,2.443108,0.119755,0.175951,16.546499,outstanding
395649,0.066675,0.021874,0.369764,0.277953,0.158621,16.149785,good
218150,0.020253,-0.001409,0.712263,0.170991,0.048688,17.967745,bad
141522,0.116281,0.034132,1.818817,-0.051639,0.148887,16.205758,outstanding
164927,0.053221,0.001488,0.54791,0.071858,0.212214,18.046512,very_bad
244925,0.161827,0.008068,0.374694,-0.151132,0.631151,19.166238,average
130298,0.027962,0.001014,0.557587,0.07244,0.172686,18.834637,very_bad
250783,0.052932,0.020009,0.724585,0.135923,0.361943,19.299206,below_average
374579,0.233848,0.022533,0.401769,0.153356,0.06161,18.145911,very_good
334435,0.22109,0.027735,0.749359,0.132729,0.155195,12.153624,very_good
119641,0.06688,0.036371,0.373563,0.017122,0.122296,16.035055,excellent
394549,0.09448,0.018011,1.885617,-0.09154,0.050037,16.9161,outstanding
388825,0.100809,0.029945,0.528362,0.191241,0.314977,16.23619,good
131097,0.081569,0.038245,0.682105,-0.042102,0.460438,16.997481,excellent
248763,0.056121,0.00312,0.335466,0.053804,0.692307,18.822431,very_bad
129011,0.143199,0.019726,2.237183,-0.140089,0.124914,16.836176,outstanding
284364,0.016542,0.001187,0.622558,-0.027103,0.066408,18.679822,average
328508,0.060188,0.00704,0.681525,0.14374,0.37992,16.143577,bad
111441,0.101078,0.006425,0.773406,0.20167,0.535878,17.298042,average
309712,0.049524,0.000394,0.270977,0.126179,0.365178,16.299599,poor
147377,0.181526,0.003586,0.64943,0.114381,0.076984,11.467533,very_good
176862,0.135388,0.025005,0.560846,0.00558,0.571738,20.263182,below_average
183012,0.075822,0.042495,0.443086,-0.014828,0.4011,17.262074,good
344946,0.124519,0.048615,0.712559,0.147694,0.515833,19.638113,below_average
133263,0.255982,0.003886,0.574165,-0.04188,0.202583,14.086539,very_good
382794,0.139363,0.04089,1.491474,0.119346,0.158996,16.14655,outstanding
222133,0.046922,0.015284,0.533987,-0.126854,0.536856,17.35906,average
329716,0.026927,0.002688,0.23239,0.087316,0.122549,18.65757,very_bad
191060,0.023182,7.7e-05,0.690556,0.12474,0.259338,19.243548,excellent
378027,0.044428,0.000581,0.578016,0.078918,0.512357,18.435873,very_bad
263659,0.119765,0.005126,0.297167,0.005348,0.11114,17.80572,poor
194113,0.135615,0.018657,1.614726,-0.008982,0.078017,16.997635,outstanding
119114,0.020259,0.035715,0.916509,0.435963,0.105523,19.949469,above_average
388433,0.070886,0.035227,1.787417,0.053445,0.120599,16.690425,outstanding
131967,0.081026,0.00189,0.723084,0.081074,0.404503,18.965675,very_bad
214748,0.024586,0.008057,0.545921,0.155509,0.347267,18.194957,bad
235040,0.056568,0.019203,1.183324,0.14631,0.139518,16.438737,outstanding
125029,0.083449,0.000414,0.233081,-0.01135,0.227785,16.307826,poor
360857,0.048837,0.03507,0.517384,0.15866,0.338772,17.50645,excellent
231649,0.073819,0.028604,1.538611,0.069625,0.095197,15.971005,outstanding
392879,0.136176,0.023797,0.663013,0.109305,0.370037,17.80974,good
124776,0.179631,0.06809,0.45218,0.053781,0.577516,17.132617,below_average
322293,0.137926,0.010458,0.776686,0.209965,0.218483,19.729264,poor
323532,0.074279,0.025931,0.856932,0.35336,0.029178,16.271448,good
281680,0.032176,0.056428,0.397765,-0.18524,0.281055,20.35785,above_average
184948,0.066993,0.0014,0.617864,0.074442,0.297748,18.483681,very_bad
357087,0.125585,0.005609,0.380064,0.227397,0.216305,20.6642,average
393238,0.089233,0.00092,0.461707,0.218292,0.025356,19.039187,bad
203099,0.009376,0.013351,0.873603,-0.087584,0.691525,16.39636,average
230531,0.270704,0.014103,0.591891,-0.070782,0.184754,18.064973,very_good
375105,0.152905,0.037326,1.537484,0.120986,0.14754,16.959226,outstanding
390669,0.032132,0.02522,0.709555,0.089434,0.136307,18.128775,excellent
305189,0.092144,0.01342,0.715787,0.385264,0.487854,20.174099,above_average
215105,0.094331,0.032872,0.829382,0.229476,0.250548,18.37023,excellent
386885,0.070519,0.009193,0.252858,0.007274,0.300518,16.455424,poor
311423,0.086798,0.001816,0.562726,0.069973,0.569191,19.044199,very_bad
215500,0.063255,0.006103,0.535553,0.196525,0.432892,17.747289,bad
225103,0.048326,0.001958,0.719064,0.096891,0.58907,18.72854,very_bad
359324,0.125835,0.002091,0.67397,0.346969,0.228841,16.602439,good
231232,0.080309,0.001692,0.239818,-0.025343,0.482298,16.709192,poor
138891,0.106871,0.02738,0.526199,0.400195,0.03376,17.169947,above_average
352244,0.024878,0.017218,0.490017,0.270333,0.06323,19.207261,good
213268,0.243872,0.008999,0.77986,0.013814,0.082068,13.82269,very_good
124007,0.054969,0.002257,0.508191,0.16585,0.07119,19.059932,bad
124834,0.109807,0.02412,0.600789,0.06657,0.19125,18.05637,excellent
244319,0.08274,0.026213,0.708906,0.171321,0.209708,13.647672,very_good
346546,0.151799,0.043888,1.13429,0.114473,0.180001,15.903639,outstanding
280343,0.073038,0.023361,0.359017,0.22941,0.269097,16.727994,excellent
278356,0.052456,0.004297,0.80981,-0.034732,0.065916,17.989529,excellent
364896,0.022715,0.014981,0.52893,0.22281,0.403476,19.27392,good
340651,0.025844,0.011817,0.683259,0.043201,0.298427,21.259666,average
315528,0.086726,0.001162,0.688266,0.069429,0.126624,18.982563,very_bad
132194,0.094774,0.02794,0.689042,0.004882,0.308564,18.317318,excellent
325223,0.130753,0.028326,0.898339,-0.050826,0.19061,18.41727,very_good
338209,0.04546,0.00083,0.572525,0.132483,0.053319,17.751034,bad
181316,0.159422,0.061447,1.250564,0.278401,0.575493,16.679033,above_average
126306,0.033284,0.001335,0.488527,0.096839,0.706166,18.00785,very_bad
285077,0.06445,0.001487,0.650061,0.187776,0.251589,20.392674,bad
252465,0.097399,0.008161,0.529144,0.109995,0.399788,15.897298,bad
176637,0.308191,0.007336,0.858201,0.102636,0.200086,16.680509,very_good
284318,0.047657,0.004366,0.86518,0.057823,0.398825,18.677136,excellent
289190,0.117397,0.011776,0.750829,0.147519,0.085923,18.086456,good
157508,0.023813,0.038641,0.718391,0.055513,0.173071,15.986696,excellent
214667,0.163232,0.005522,0.853111,-0.045659,0.056387,17.171942,very_good
201508,0.107247,0.055437,0.83213,0.148416,0.146803,16.253462,good
214050,0.037769,0.000922,0.763211,0.069261,0.720763,18.001811,very_bad
253488,0.11623,0.006598,0.788407,0.016157,0.401021,18.291509,poor
208077,0.044052,0.002321,0.578075,0.105076,0.689088,18.707347,very_bad
294822,0.064358,0.007119,0.814256,0.193702,0.137997,17.616658,very_good
326066,0.059483,0.013855,1.515092,-0.060661,0.084853,16.805272,outstanding
394033,0.105051,0.011561,0.906681,0.173225,0.416386,20.761965,average
159748,0.051558,0.001219,0.271798,0.0843,0.08503,18.213993,very_bad
295093,0.243948,0.020031,0.483827,0.087705,0.14648,11.354881,very_good
316395,0.090376,0.028795,1.916874,0.118364,0.177757,16.753183,outstanding
125306,0.21836,0.050099,0.742091,0.062502,0.341134,18.989397,below_average
170311,0.060996,0.020027,1.990999,0.10285,0.023109,16.554088,outstanding
303333,0.030839,0.00093,0.239994,0.056006,0.202367,18.841661,very_bad
242876,0.142774,0.054208,0.634968,0.08831,0.59285,16.554177,below_average
142603,0.147584,0.001454,0.750069,0.150789,0.155242,16.673864,good
290158,0.016155,0.016503,0.935022,0.156399,0.020022,19.616397,average
178982,0.061064,0.009491,0.48079,-0.073779,0.162685,18.830002,average
378361,0.116757,0.009286,1.522027,0.085181,0.130465,17.727978,above_average
290730,0.219337,0.036107,0.745599,0.059328,0.573301,19.304515,below_average
376495,0.039514,0.003969,0.318076,0.150934,0.077789,18.753089,average
169671,0.096286,0.020278,0.729846,0.025981,0.161696,16.824954,outstanding
383807,0.089653,0.005415,0.66748,-0.151114,0.300048,21.009647,average
199416,0.098799,0.007518,0.526092,0.163743,0.234403,18.724057,bad
183219,0.169833,0.014505,0.502269,0.189602,0.36681,17.97261,below_average
187124,0.083572,0.006039,0.333328,0.035889,0.35564,17.286864,poor
248722,0.060568,0.000285,0.600933,0.091135,0.207805,16.470805,bad
386911,0.084212,0.081947,1.153226,-0.061057,0.61043,19.873556,above_average
202267,0.123216,0.000195,0.735875,0.098656,0.276398,16.961806,poor
374648,0.199081,0.016271,0.539212,0.082216,0.035562,15.946127,very_good
302343,0.111104,0.009998,0.221358,0.186358,0.206133,16.37044,poor
327587,0.078713,0.000715,0.320656,0.092561,0.32029,18.185345,very_bad
112603,0.046392,0.004056,0.097693,0.145786,0.331079,18.899021,poor
382838,0.097525,0.003152,0.69732,0.145493,0.249921,17.995211,excellent
236869,0.109388,0.044925,0.787828,0.153747,0.074298,20.383343,below_average
360106,0.092578,0.000805,0.608713,0.185258,0.419735,17.603713,bad
232325,0.113478,0.071115,1.141403,-0.186558,0.187515,21.037547,above_average
276812,0.018392,0.055224,0.842159,-0.3754,0.50556,18.147943,above_average
166923,0.083399,0.003802,0.794175,0.203126,0.349261,16.735291,poor
351283,0.126144,0.005643,1.049522,-0.06493,0.517792,17.270215,average
190055,0.084659,0.006116,0.386164,0.159397,0.239106,16.632428,poor
240855,0.148307,0.017551,0.486695,-0.04779,0.674634,19.533094,average
181019,0.147191,0.054088,0.719488,0.094759,0.447924,16.583756,good
207779,0.054205,0.008262,0.584471,0.065031,0.394369,19.37598,bad
188045,0.04911,0.003011,0.30184,0.074568,0.330355,19.184091,very_bad
166136,0.11285,0.009299,0.870486,0.0725,0.027588,17.663191,excellent
225443,0.02805,0.004911,0.496144,-0.048325,0.339482,17.607879,good
294178,0.036923,0.003891,0.513201,0.108369,0.33391,18.14224,below_average
373361,0.181679,0.056994,0.391598,0.0235,0.352356,19.850598,below_average
160672,0.121807,0.011529,0.365876,-0.044653,0.323917,19.140766,poor
389844,0.120823,0.007449,0.833694,-0.085892,0.460641,17.365528,average
191757,0.060761,0.089455,0.446691,0.077174,0.757733,16.689222,above_average
234437,0.113835,0.03538,0.425722,0.042217,0.190863,19.013683,good
195738,0.112688,0.032487,0.708812,-0.005827,0.358257,19.943537,below_average
229949,0.117968,0.02562,0.415026,0.029127,0.367902,19.016714,above_average
223376,0.025423,0.002209,0.40904,-0.114699,0.079761,17.561048,above_average
295349,0.125857,0.014833,1.307479,0.128106,0.187035,16.288377,outstanding
389259,0.121854,0.021584,2.394189,-0.080822,0.043796,16.130187,outstanding
181221,0.044783,0.004988,0.417731,0.162264,0.483553,19.081848,average
311152,0.048672,0.001825,0.381068,0.055517,0.227745,18.177616,very_bad
334128,0.112158,0.013453,0.812098,0.175803,0.284155,20.75309,average
247478,0.140216,0.021439,0.803673,0.145378,0.22444,13.716998,very_good
343720,0.063924,0.001783,0.767503,0.095486,0.754523,18.199127,very_bad
250561,0.009217,0.006661,0.697216,0.193461,0.564724,20.745883,average
395239,0.129866,0.048112,0.38845,0.083812,0.374122,16.606917,good
326343,0.058121,0.003079,0.42257,0.111929,0.514196,18.358136,very_bad
168568,0.065751,0.026148,0.477034,0.209173,0.26833,18.752991,below_average
174167,0.070481,0.002154,0.882288,-0.022284,0.184328,17.300489,average
373118,0.072722,-0.001441,0.475988,0.08898,0.360367,18.849703,bad
189506,0.030683,0.092652,0.457132,-0.466988,0.138602,16.956392,above_average
114669,0.05944,0.042457,2.133488,0.148399,0.068978,17.020755,outstanding
186680,0.124019,0.02494,0.438553,-0.054034,0.172119,11.715578,very_good
386787,0.012506,0.01158,0.407682,-0.032316,0.424853,19.039385,excellent
384540,0.078968,0.001546,0.415269,0.087612,0.497009,18.445872,very_bad
194734,0.13651,0.002069,1.429973,-0.098737,0.550151,16.940553,above_average
201962,0.096502,0.001457,0.84851,0.134459,0.456869,16.655566,excellent
344370,0.151334,0.010651,0.888622,-0.080838,0.223136,17.226875,very_good
231785,0.213778,0.01479,0.752737,0.170113,0.222818,12.012052,very_good
335498,0.02527,0.090044,1.346152,-0.307719,0.53975,19.574136,above_average
335732,0.313012,0.025914,0.445377,0.028292,0.110371,11.649301,very_good
368645,0.061386,0.026572,0.597481,-0.05399,0.209997,14.996916,very_good
348075,0.169102,0.051215,0.549508,0.058071,0.264235,15.915442,below_average
278438,0.1046,0.03195,0.362736,0.048971,0.20393,17.220343,excellent
170895,0.143944,0.00753,0.931881,0.114432,0.303956,16.109084,average
186574,0.068821,0.040353,0.692875,0.122775,0.201643,15.610389,excellent
129910,0.153692,0.011161,0.424632,0.212269,0.178348,18.949554,poor
402288,0.070551,0.001757,0.478441,0.074826,0.270181,18.094566,very_bad
109392,0.081342,0.003136,0.654424,0.087098,0.570847,18.372866,very_bad
339994,0.107045,0.025847,0.519426,-0.045846,0.50649,15.477132,below_average
242291,0.074046,0.001177,0.590988,0.131722,0.241877,17.554649,bad
315846,0.065408,0.023442,0.826799,0.088747,0.077445,11.723249,very_good
126109,0.149426,0.013814,0.485978,0.227658,0.168013,16.354137,good
213378,0.08306,0.010182,0.448335,0.128405,0.166148,19.440923,average
356809,0.04477,0.046888,0.496909,0.157245,0.45953,17.125415,good
329185,0.151053,0.044475,1.675759,-0.088821,0.025116,16.328683,outstanding
105776,0.101334,0.006366,0.791106,-0.001691,0.075714,15.579696,excellent
359354,0.144684,0.02492,0.836979,-0.028268,0.101684,16.579721,outstanding
293660,0.111371,0.005237,0.70986,-0.122348,0.276789,16.091854,above_average
256855,0.106154,0.005077,0.694376,0.00348,0.162753,16.488509,poor
348935,0.045348,0.002779,0.434846,0.067209,0.54922,18.145986,very_bad
168004,0.085199,0.0064,0.152582,0.227512,0.218097,16.92265,poor
387111,0.150787,0.008583,0.358408,0.107177,0.409055,17.407407,good
116381,0.07804,0.005194,0.60944,0.107689,0.196568,20.796072,bad
351122,0.083882,0.00258,1.175398,0.118107,0.17597,17.051632,average
176531,0.051604,0.004334,0.537982,0.061573,0.423345,16.585331,bad
119922,0.104509,0.031341,1.601152,-0.166095,0.050893,16.313383,outstanding
223393,0.152319,0.019183,1.173462,-0.095861,0.169022,17.027877,outstanding
170095,0.032476,0.009961,0.383822,-0.070768,0.095446,17.214869,good
394866,0.104184,0.042167,2.164683,0.037622,0.10754,16.932275,outstanding
200671,0.066255,0.05652,0.421074,0.174455,0.132038,17.156834,good
275940,0.058322,0.004578,0.686612,0.123097,0.419835,19.273547,bad
301804,0.146595,0.027346,0.771093,0.20867,0.091951,18.359854,below_average
124724,0.100192,0.027975,0.632675,-0.214014,0.038185,16.086736,outstanding
287030,0.120073,0.020303,1.78729,-0.116154,0.111217,16.418033,outstanding
166162,0.209537,0.014899,0.835927,-0.080263,0.139973,16.720428,very_good
365733,0.110634,0.050041,0.371825,0.3037,0.38897,18.514045,good
288473,0.015764,0.012934,0.663941,-0.042536,0.548262,20.319999,average
250542,0.047885,0.001632,0.440815,0.210647,0.187438,18.702746,excellent
139486,0.110207,0.001679,0.51916,0.076906,0.185173,20.441666,poor
211725,0.250081,0.02938,0.554265,0.020644,0.190167,16.679819,very_good
204812,0.105257,0.015019,0.768044,0.068349,0.210906,19.145452,good
262620,0.151287,0.038357,0.547303,-0.082014,0.560848,19.890825,above_average
307291,0.042347,0.00816,0.458,0.115605,0.435499,15.740108,bad
364062,0.1092,0.017342,0.353537,0.052073,0.087591,16.351543,below_average
260251,0.036025,0.00287,0.71928,0.068011,0.558454,18.516122,very_bad
323460,0.026109,0.001791,0.363774,0.10178,0.602638,18.500297,very_bad
165929,0.115621,0.038968,0.440141,0.179393,0.252385,16.413271,excellent
101624,0.072994,0.014907,0.676404,0.376487,0.231453,16.066735,good
337887,0.079781,0.004889,0.964925,0.204978,0.527352,19.087651,average
329925,0.077545,0.005575,0.449303,0.142458,0.221417,16.97782,poor
319234,0.181756,0.028383,0.610705,0.106851,0.141412,12.21848,very_good
312072,0.036385,0.032719,0.480702,0.042863,0.227544,16.464615,good
324639,0.150315,0.03297,1.565857,-0.175528,0.145911,15.766631,outstanding
259355,0.15918,0.005826,0.474995,-0.003662,0.184857,17.636183,average
185624,0.088297,0.00632,0.715243,0.100903,0.439415,17.324787,bad
312790,0.152051,0.006074,0.482091,0.056171,0.072023,18.434341,poor
251138,0.090735,0.00028,0.705042,0.019626,0.505645,16.879703,below_average
136011,0.121879,0.011895,0.198241,0.136834,0.452641,19.362008,poor
323706,0.063439,0.005963,0.672465,0.106672,0.351335,18.777699,bad
106377,0.075454,0.010177,0.437225,0.149175,0.671427,18.472317,average
127236,0.1387,0.024975,0.746554,0.074122,0.172851,11.658867,very_good
221330,0.030125,0.000831,0.410403,0.078039,0.127362,18.51927,very_bad
142934,0.078754,0.045724,1.330658,-0.12649,0.189103,16.693356,outstanding
135657,0.144424,0.01087,0.808118,0.121331,0.172574,19.862044,poor
174583,0.079443,0.011244,2.081107,-0.205629,0.092643,16.275661,outstanding
269206,0.045834,0.002861,0.640745,0.161722,0.137591,18.533221,bad
119428,0.035037,0.023064,0.64152,0.053801,0.29593,16.550696,excellent
386433,0.116157,0.0768,1.37951,0.201476,0.460411,17.180038,above_average
358111,0.162087,0.033769,1.766443,0.102818,0.042406,17.029526,outstanding
196870,0.11609,0.025453,0.732349,0.082574,0.140752,15.627846,excellent
266813,0.14906,0.015903,0.558806,0.169314,0.529782,18.391367,average
296801,0.054182,0.001271,0.551412,0.086252,0.251966,17.254683,bad
158110,0.027891,0.008563,0.116876,0.068145,0.162888,17.25099,poor
372786,0.087037,0.005947,0.614328,0.221397,0.199785,15.938117,bad
328103,0.011787,0.037037,0.329229,-0.035263,0.372362,16.600312,above_average
293919,0.042871,0.008828,0.749464,0.122113,0.194848,18.65324,poor
