age,workclass,fnlwgt,education,educationNum,maritalStatus,occupation,relationship,race,sex,capitalGain,capitalLoss,hoursPerWeek,nativeCountry,target
41.0,Self-emp-not-inc,168098.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,-1.0
32.0,Private,36302.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,50.0,United-States,-1.0
32.0,Private,154210.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0.0,1902.0,45.0,Japan,1.0
45.0,Self-emp-not-inc,242184.0,7th-8th,4.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,1.0
51.0,Private,155403.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0.0,0.0,40.0,United-States,-1.0
45.0,Private,205424.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
25.0,Self-emp-not-inc,263300.0,HS-grad,9.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,50.0,United-States,-1.0
20.0,Self-emp-not-inc,197207.0,HS-grad,9.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,30.0,United-States,-1.0
51.0,Private,199688.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,60.0,,1.0
70.0,Self-emp-not-inc,172370.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,25.0,United-States,-1.0
39.0,Self-emp-inc,126675.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,25.0,United-States,-1.0
56.0,Federal-gov,208791.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,50.0,United-States,-1.0
40.0,Private,197033.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,-1.0
79.0,Self-emp-not-inc,158319.0,HS-grad,9.0,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,24.0,United-States,-1.0
28.0,Private,216757.0,Doctorate,16.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,30.0,United-States,-1.0
30.0,Self-emp-not-inc,106742.0,12th,8.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,75.0,United-States,-1.0
39.0,Private,198841.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,45.0,United-States,1.0
43.0,Private,73333.0,Prof-school,15.0,Never-married,Farming-fishing,Not-in-family,White,Female,0.0,0.0,32.0,United-States,-1.0
32.0,Private,159442.0,Prof-school,15.0,Never-married,Sales,Not-in-family,White,Female,13550.0,0.0,50.0,United-States,1.0
30.0,Private,385177.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,24.0,United-States,1.0
20.0,Private,277700.0,Preschool,1.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,32.0,United-States,-1.0
18.0,Private,154583.0,11th,7.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,16.0,United-States,-1.0
65.0,Private,154351.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,Black,Female,2993.0,0.0,40.0,United-States,-1.0
22.0,Private,239806.0,Assoc-voc,11.0,Never-married,Other-service,Other-relative,White,Female,0.0,0.0,40.0,Mexico,-1.0
32.0,Private,261319.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
53.0,State-gov,281590.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024.0,0.0,40.0,United-States,1.0
56.0,Private,199713.0,9th,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,-1.0
37.0,Private,125167.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,1.0
49.0,Private,414448.0,7th-8th,4.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,,-1.0
38.0,Private,91857.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,41.0,United-States,-1.0
25.0,Private,112754.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,-1.0
66.0,Private,127139.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
54.0,Private,222882.0,HS-grad,9.0,Widowed,Exec-managerial,Unmarried,White,Female,0.0,0.0,45.0,United-States,-1.0
35.0,Self-emp-not-inc,120066.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,60.0,United-States,-1.0
23.0,Private,287681.0,7th-8th,4.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,25.0,Mexico,-1.0
35.0,Self-emp-inc,213008.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,-1.0
39.0,Private,177154.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,15024.0,0.0,50.0,United-States,1.0
32.0,Private,111883.0,Assoc-acdm,12.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,-1.0
50.0,Private,171924.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,43.0,United-States,1.0
55.0,Private,72812.0,HS-grad,9.0,Separated,Sales,Not-in-family,White,Male,0.0,0.0,36.0,United-States,-1.0
50.0,Self-emp-inc,158294.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,0.0,80.0,United-States,1.0
59.0,Self-emp-inc,155259.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,20.0,United-States,-1.0
64.0,Private,180401.0,10th,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
36.0,Private,195385.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,-1.0
22.0,Private,213834.0,Assoc-voc,11.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,-1.0
18.0,Private,294253.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,27.0,United-States,-1.0
19.0,Self-emp-inc,148955.0,Some-college,10.0,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0.0,0.0,35.0,South,-1.0
33.0,Private,181372.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,50.0,United-States,1.0
66.0,Local-gov,376506.0,Doctorate,16.0,Divorced,Prof-specialty,Not-in-family,White,Female,3273.0,0.0,40.0,United-States,-1.0
25.0,Private,40915.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,-1.0
22.0,Private,157332.0,Some-college,10.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,-1.0
29.0,Private,193152.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
31.0,Private,198513.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,-1.0
42.0,Private,197344.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,45.0,United-States,-1.0
19.0,Private,311974.0,HS-grad,9.0,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,25.0,Mexico,-1.0
56.0,Self-emp-inc,267763.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,,-1.0
63.0,Self-emp-not-inc,201600.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1902.0,60.0,United-States,1.0
34.0,Federal-gov,400943.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,44.0,United-States,-1.0
34.0,Private,49469.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,United-States,-1.0
57.0,Self-emp-inc,412952.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,-1.0
36.0,Private,301227.0,5th-6th,3.0,Separated,Priv-house-serv,Unmarried,Other,Female,0.0,0.0,35.0,Mexico,-1.0
27.0,Private,134566.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1.0
45.0,Federal-gov,76008.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
30.0,Private,101135.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States,-1.0
18.0,Private,120243.0,11th,7.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,17.0,United-States,-1.0
34.0,Local-gov,207383.0,Masters,14.0,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,-1.0
38.0,Self-emp-inc,282951.0,Some-college,10.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1.0
59.0,Private,184553.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,45.0,United-States,-1.0
33.0,Private,399531.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,-1.0
43.0,Private,211517.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,1669.0,45.0,United-States,-1.0
29.0,Self-emp-not-inc,151476.0,Assoc-voc,11.0,Never-married,Adm-clerical,Not-in-family,White,Female,2174.0,0.0,40.0,United-States,-1.0
33.0,State-gov,306309.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,-1.0
23.0,Private,189832.0,Assoc-acdm,12.0,Never-married,Transport-moving,Unmarried,White,Female,0.0,0.0,40.0,United-States,-1.0
46.0,Private,273575.0,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,White,Male,15024.0,0.0,40.0,United-States,1.0
42.0,Private,256179.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0.0,0.0,48.0,United-States,1.0
38.0,Private,91716.0,11th,7.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1.0
24.0,Private,194630.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,35.0,United-States,-1.0
19.0,Private,97261.0,12th,8.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1.0
26.0,Private,68991.0,HS-grad,9.0,Never-married,Other-service,Unmarried,Black,Male,0.0,0.0,40.0,United-States,-1.0
23.0,Private,204653.0,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,72.0,Dominican-Republic,-1.0
35.0,Private,174077.0,Some-college,10.0,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,32.0,United-States,-1.0
20.0,Private,403965.0,Some-college,10.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,35.0,United-States,-1.0
21.0,Private,119156.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,-1.0
39.0,Private,124090.0,10th,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,-1.0
62.0,Private,134768.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,40.0,,1.0
25.0,Private,511331.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,38.0,United-States,-1.0
60.0,Private,113443.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,45.0,United-States,-1.0
52.0,Local-gov,43909.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,-1.0
33.0,Private,117186.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,-1.0
48.0,Private,235646.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,3103.0,0.0,40.0,United-States,1.0
28.0,Private,132686.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
64.0,Self-emp-not-inc,134960.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,35.0,United-States,1.0
24.0,Private,267945.0,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,-1.0
20.0,Private,224640.0,Assoc-acdm,12.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States,-1.0
26.0,State-gov,180886.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,30.0,United-States,-1.0
59.0,Federal-gov,43280.0,Some-college,10.0,Never-married,Exec-managerial,Own-child,Black,Female,0.0,0.0,40.0,United-States,-1.0
27.0,Private,177072.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,-1.0
60.0,Self-emp-not-inc,121076.0,Doctorate,16.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,20.0,United-States,-1.0
37.0,Private,224566.0,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,39.0,United-States,-1.0
58.0,Self-emp-not-inc,266707.0,1st-4th,2.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,2179.0,18.0,United-States,-1.0
29.0,Private,108431.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,2415.0,40.0,United-States,1.0
28.0,Private,118089.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386.0,0.0,45.0,United-States,1.0
19.0,Private,355477.0,HS-grad,9.0,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,25.0,United-States,-1.0
45.0,State-gov,81853.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0.0,0.0,40.0,United-States,1.0
31.0,Private,220690.0,Some-college,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,80.0,United-States,-1.0
38.0,Private,192930.0,HS-grad,9.0,Separated,Sales,Unmarried,White,Female,0.0,0.0,10.0,United-States,-1.0
55.0,Federal-gov,171870.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,46.0,United-States,1.0
35.0,Self-emp-not-inc,98360.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,-1.0
25.0,Private,161478.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,40.0,United-States,-1.0
31.0,Private,163003.0,Assoc-acdm,12.0,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0.0,0.0,40.0,Philippines,-1.0
23.0,Private,52566.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,-1.0
45.0,Private,131309.0,Bachelors,13.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,32.0,United-States,-1.0
51.0,Private,360131.0,5th-6th,3.0,Married-civ-spouse,Craft-repair,Other-relative,White,Female,0.0,0.0,40.0,United-States,-1.0
31.0,Private,124827.0,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
33.0,Private,59083.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,1902.0,45.0,United-States,1.0
34.0,Private,293703.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,-1.0
28.0,Private,61435.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,-1.0
52.0,Self-emp-not-inc,135339.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,,1.0
35.0,Private,416745.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,,1.0
45.0,State-gov,112761.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,45.0,United-States,-1.0
22.0,Private,103805.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,36.0,United-States,-1.0
36.0,Private,166988.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,1.0
33.0,Private,150154.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,-1.0
23.0,Private,201682.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0.0,0.0,40.0,United-States,-1.0
32.0,Private,86808.0,HS-grad,9.0,Divorced,Adm-clerical,Other-relative,White,Female,0.0,0.0,40.0,United-States,-1.0
46.0,Private,192208.0,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,-1.0
53.0,Federal-gov,439263.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,40.0,United-States,1.0
40.0,Self-emp-not-inc,548664.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,15.0,United-States,-1.0
39.0,State-gov,252662.0,Doctorate,16.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,2824.0,50.0,United-States,1.0
23.0,Private,163870.0,Some-college,10.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,-1.0
28.0,Self-emp-not-inc,190836.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
19.0,Private,250249.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,10.0,United-States,-1.0
33.0,Private,238002.0,9th,5.0,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0.0,0.0,40.0,Mexico,-1.0
27.0,Private,587310.0,Assoc-acdm,12.0,Married-civ-spouse,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,El-Salvador,-1.0
27.0,Local-gov,289039.0,Some-college,10.0,Never-married,Protective-serv,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,United-States,-1.0
34.0,Private,50276.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,27828.0,0.0,40.0,United-States,1.0
33.0,Private,415706.0,5th-6th,3.0,Separated,Other-service,Unmarried,White,Female,0.0,0.0,40.0,Mexico,-1.0
33.0,Local-gov,269604.0,5th-6th,3.0,Never-married,Other-service,Unmarried,Other,Female,0.0,0.0,40.0,El-Salvador,-1.0
52.0,Private,65624.0,Assoc-acdm,12.0,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,-1.0
37.0,Private,32528.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,-1.0
36.0,Self-emp-inc,200220.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,55.0,United-States,-1.0
58.0,Self-emp-not-inc,211547.0,12th,8.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,52.0,United-States,-1.0
69.0,Self-emp-not-inc,30951.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,20.0,United-States,-1.0
34.0,Private,269723.0,HS-grad,9.0,Divorced,Exec-managerial,Unmarried,White,Female,2977.0,0.0,50.0,United-States,-1.0
19.0,Private,129059.0,Some-college,10.0,Never-married,Sales,Own-child,Black,Male,0.0,0.0,30.0,United-States,-1.0
37.0,Private,95551.0,Some-college,10.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,45.0,United-States,-1.0
32.0,Federal-gov,97614.0,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1.0
27.0,Private,72887.0,HS-grad,9.0,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,-1.0
27.0,Private,249315.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,44.0,United-States,-1.0
49.0,Self-emp-not-inc,355978.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,0.0,35.0,United-States,1.0
31.0,Private,216827.0,HS-grad,9.0,Separated,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,-1.0
36.0,Private,175643.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,United-States,-1.0
18.0,Private,400616.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,-1.0
31.0,Private,36302.0,Bachelors,13.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50.0,United-States,-1.0
19.0,Private,446219.0,10th,6.0,Never-married,Sales,Unmarried,Black,Female,0.0,0.0,40.0,United-States,-1.0
61.0,Private,227468.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,-1.0
67.0,Private,94610.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,30.0,United-States,1.0
54.0,Self-emp-inc,119570.0,Assoc-acdm,12.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
28.0,Self-emp-inc,32922.0,Assoc-voc,11.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,60.0,United-States,-1.0
25.0,Private,323139.0,Bachelors,13.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,35.0,United-States,-1.0
28.0,Private,129460.0,Assoc-voc,11.0,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0.0,0.0,30.0,Ecuador,-1.0
73.0,Private,192740.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,30.0,United-States,-1.0
26.0,Private,328663.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,Other,Male,0.0,0.0,40.0,United-States,-1.0
58.0,Private,225623.0,Some-college,10.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,,-1.0
23.0,Private,140764.0,Bachelors,13.0,Never-married,Sales,Own-child,White,Female,0.0,1590.0,40.0,United-States,-1.0
68.0,Self-emp-not-inc,234859.0,Some-college,10.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,30.0,United-States,-1.0
50.0,Private,151580.0,Assoc-acdm,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,-1.0
24.0,Private,209417.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,7298.0,0.0,60.0,United-States,1.0
41.0,Private,165304.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,Greece,-1.0
28.0,Self-emp-not-inc,29974.0,Assoc-voc,11.0,Never-married,Farming-fishing,Own-child,White,Male,10520.0,0.0,45.0,United-States,1.0
26.0,Private,377754.0,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1.0
42.0,Local-gov,335248.0,Assoc-voc,11.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,36.0,United-States,-1.0
45.0,Private,168232.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,56.0,United-States,1.0
23.0,Private,298623.0,HS-grad,9.0,Never-married,Transport-moving,Own-child,Black,Male,0.0,0.0,40.0,United-States,-1.0
41.0,Private,134130.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
45.0,State-gov,160599.0,Assoc-acdm,12.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1.0
50.0,Self-emp-inc,52565.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1485.0,40.0,United-States,-1.0
29.0,Local-gov,275110.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Own-child,Black,Male,0.0,0.0,40.0,United-States,-1.0
23.0,Private,158996.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,38.0,United-States,-1.0
24.0,Private,246207.0,Bachelors,13.0,Never-married,Machine-op-inspct,Own-child,Black,Female,0.0,0.0,40.0,United-States,-1.0
35.0,Private,255191.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
23.0,Private,143032.0,Masters,14.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,36.0,United-States,-1.0
19.0,Private,220001.0,Some-college,10.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,50.0,United-States,-1.0
33.0,Local-gov,96480.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,Germany,-1.0
50.0,Self-emp-not-inc,98180.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,99999.0,0.0,45.0,United-States,1.0
60.0,Federal-gov,608441.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40.0,United-States,-1.0
27.0,Private,106562.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,1.0
29.0,Local-gov,180916.0,Some-college,10.0,Separated,Adm-clerical,Unmarried,White,Female,0.0,0.0,38.0,United-States,-1.0
41.0,Private,328013.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,Black,Male,0.0,0.0,65.0,United-States,-1.0
35.0,Self-emp-not-inc,354520.0,HS-grad,9.0,Married-spouse-absent,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,-1.0
32.0,Private,160594.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,1564.0,50.0,United-States,1.0
53.0,Private,177916.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298.0,0.0,40.0,United-States,1.0
47.0,Private,197836.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,-1.0
60.0,Self-emp-inc,142494.0,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,-1.0
18.0,Private,300379.0,12th,8.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,12.0,United-States,-1.0
44.0,Private,127482.0,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,7688.0,0.0,40.0,United-States,1.0
54.0,Private,226497.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,-1.0
52.0,Private,218550.0,Some-college,10.0,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,14084.0,0.0,16.0,United-States,1.0
43.0,Private,197609.0,Some-college,10.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,30.0,United-States,-1.0
