CountryID,Gender,ageRDATE,p2sumstake,p2sumbet,p2sumday,p2intvday,p2bpd,p2net,Zp2bpd1m,Zp2stakeSD1m,Zp2totalactivedays1m,Zp2stakeslope1m,target
792,1,18,143.0936,11,6,36,1.833333333,5.4223,-0.38300114,-0.134108565,-0.239621654,0.168269262,0
276,1,29,3489.55,605,137,700,4.416058394,326.25,0.199488351,0.200482205,1.520283057,0.018706317,0
276,1,26,2419.65,228,52,417,4.384615385,520.79,2.015485,0.367242917,-0.239621654,-0.255395071,0
616,0,40,8.4015,7,6,85,1.166666667,1.0844,-0.574880032,-0.264385893,-0.239621654,-0.060787402,1
276,1,28,5429.41,306,21,505,14.57142857,1233.37,0.336544702,-0.153091043,-0.591602597,0.464934255,1
276,1,27,601.51,80,29,255,2.75862069,24.2,-0.27746775,-0.235867494,-0.063631183,-0.428547326,0
276,1,22,17157.3633,465,61,306,7.62295082,737.9733,1.186294077,0.876563799,1.520283057,0.507578301,0
616,0,30,301.7042,66,11,619,6.0,123.8302,0.720302484,-0.144411349,-0.591602597,1.171353319,0
792,1,18,178.7884,66,16,435,4.125,34.1209,-0.558890124,-0.255973343,-0.415612125,-0.446781312,0
250,1,22,1254.8744,55,21,658,2.619047619,58.9644,-0.191122249,-0.056983075,-0.239621654,-0.066558551,0
792,1,46,11886.3641,1777,299,444,5.943143813,410.9992,-0.150532484,-0.188096222,1.344292586,0.239540854,1
276,1,19,28041.3862,1617,145,677,11.15172414,-3356.9438,0.528423593,-0.212654402,1.520283057,0.239965434,1
792,1,22,260.9967,248,27,67,9.185185185,32.7227,0.498126926,-0.229630666,2.400235412,-0.024700292,0
616,0,20,1039.472,68,34,488,2.0,-59.2803,-0.299054125,0.295856304,1.872263999,0.089813624,0
276,1,33,5328.43,2119,180,290,11.77222222,881.12,3.146199894,-0.087576123,1.520283057,0.227154188,1
276,1,20,6316.065,357,52,233,6.865384615,1929.005,0.656342854,0.699599549,0.112359288,-0.511560603,1
250,0,26,161.5956,53,14,673,3.785714286,60.3656,-0.143152526,-0.096104343,-0.239621654,0.78831614,0
276,1,40,62.95,52,13,305,4.0,11.04,0.048726365,-0.231769196,0.46434023,-0.450040946,1
792,1,24,16244.0921,593,161,523,3.683229814,-357.4791,-0.126222036,-0.181715465,2.04825447,0.067787579,1
724,1,24,113.43,34,22,383,1.545454545,50.93,-0.55089517,-0.217184895,0.46434023,-0.248953423,0
40,0,21,120.22,93,24,211,3.875,7.93,0.214439953,-0.210810236,0.992311644,-0.04722264,1
250,1,18,3027.74,389,48,265,8.104166667,19.54,1.505261584,0.533446129,2.928206826,0.186523535,0
276,1,19,318.09,141,22,373,6.409090909,86.08,-0.526910309,-0.26278703,-0.239621654,0.391709113,0
276,1,24,31.7,20,9,71,2.222222222,10.6,-0.143152526,-0.230989255,-0.591602597,1.911353658,1
300,1,36,238.65,37,19,461,1.947368421,-51.67,-0.184269432,-0.217034657,0.288349759,-0.181826204,0
380,1,19,180.2,18,8,451,2.25,6.0,-0.430970863,-0.195158453,-0.063631183,0.311592017,0
380,1,27,42.5,9,5,354,1.8,25.87,-0.430970863,-0.192040149,-0.591602597,1.604353602,0
